chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr19	38817470	38841178	-	AC008982.1	19	80376	2	23706	13953	1811008792	1	23707	7260	1811015485	1	23707	14528	1811008217	2.14588000806922	10.102236974868	10.102236974868	0.00148089455265121	0.00573308659390041
chr3	5121295	5179805	+	ARL8B	3	14830	2	58508	13953	1810973990	2	58508	7259	1810980684	2	58508	14527	1810973416	1.64797466469037	10.0841767786769	10.0841767786769	0.00149547959612406	0.00577839907311407
chr22	20707690	20859811	-	PI4KA	22	86747	2	152119	13953	1810880379	4	152117	7257	1810887075	4	152117	14525	1810879807	1.20336967860948	10.0695373389171	10.0695373389171	0.0015074087998781	0.00581076884885067
chr19	18154879	18166140	+	PIK3R2	19	79181	1	11260	13954	1811021238	1	11260	7260	1811027932	1	11260	14528	1811020664	2.60267650951277	10.0600649238331	10.0600649238331	0.00151517886913199	0.00583045091590882
chr16	14551607	14631247	-	PARN	16	67465	4	79636	13951	1810952862	0	79640	7261	1810959552	3	79637	14526	1810952287	1.49381797468906	10.0556956365472	10.0556956365472	0.00151877658274413	0.00584282734079792
chr7	52492151	52503434	+	AC006459.1	7	34374	1	11282	13954	1811021216	1	11282	7260	1811027910	1	11282	14528	1811020642	2.60072458475872	10.0492225115886	10.0492225115886	0.00152412252643486	0.00585750952896527
chr9	136738166	136749453	-	AL355987.1	9	43970	1	11286	13954	1811021212	1	11286	7260	1811027906	1	11286	14528	1811020638	2.60037009832085	10.047254919773	10.047254919773	0.00152575127036114	0.0058608284129043
chr9	65674937	65733676	+	CBWD5	9	41945	1	58738	13954	1810973760	1	58738	7260	1810980454	4	58735	14525	1810973189	1.64406818332078	10.0463397046551	10.0463397046551	0.00152650947269806	0.00586122531118614
chr7	42909272	42933174	-	AC010132.3	7	34084	1	23901	13954	1811008597	1	23901	7260	1811015291	2	23900	14527	1811008024	2.13772985093305	10.044694062788	10.044694062788	0.00152787375105501	0.00586122531118614
chr2	44167850	44320310	+	AC013717.1	2	9673	4	152456	13951	1810880042	3	152457	7258	1810886735	3	152457	14526	1810879467	1.20114343291979	10.0383950368268	10.0383950368268	0.00153310722096023	0.00587729467414658
chr12	45728705	45908037	+	ARID2	12	54463	6	179326	13949	1810853172	2	179330	7259	1810859862	3	179329	14526	1810852595	1.13412877038071	10.0266212319257	10.0266212319257	0.0015429380795744	0.00590759021269687
chr18	62538513	62578579	+	ZCCHC2	18	77035	1	40065	13954	1810992433	2	40064	7259	1810999128	2	40064	14527	1810991860	1.84431231353832	10.0238207994262	10.0238207994262	0.00154528576096313	0.00591510059275218
chr7	129501530	129512918	+	SMKR1	7	36296	1	11387	13954	1811021111	1	11387	7260	1811027805	1	11387	14528	1811020537	2.59146070826974	9.99778516765218	9.99778516765218	0.00156728609387391	0.00598883903019567
chr1	169132530	169368797	-	NME7	1	6147	7	236260	13948	1810796238	2	236265	7259	1810802927	4	236263	14525	1810795661	1.02548159425081	9.98469533107709	9.98469533107709	0.00157846669847361	0.0060285543141155
chr11	118229237	118253347	-	MPZL3	11	52326	0	24110	13955	1811008388	1	24109	7260	1811015083	3	24107	14526	1811007817	2.1290647000551	9.98358609189745	9.98358609189745	0.00157941785352422	0.00603068347411206
chr17	81681491	81684668	-	ARL16	17	75314	2	3175	13953	1811029323	0	3177	7261	1811036015	0	3177	14529	1811028747	3.46271701810148	9.97574751230422	9.97574751230422	0.00158615587898947	0.00604887276829467
chr6	136557045	136793477	-	MAP3K5	6	32151	3	236429	13952	1810796069	4	236428	7257	1810802764	6	236426	14523	1810795498	1.02478337162665	9.97305640741251	9.97305640741251	0.00158847585467403	0.00605470555306084
chr16	1687354	1690536	+	AL031009.1	16	66645	0	3182	13955	1811029316	0	3182	7261	1811036010	2	3180	14527	1811028744	3.4611441109111	9.96965406683739	9.96965406683739	0.00159141390034256	0.00605861671315297
chr19	867971	892148	-	MED16	19	77493	1	24176	13954	1811008322	1	24176	7260	1811015016	2	24175	14527	1811007749	2.12628943397853	9.96402886172291	9.96402886172291	0.00159628354985919	0.00607345254229944
chr19	707938	748329	+	PALM	19	77465	2	40389	13953	1810992109	1	40390	7260	1810998802	2	40389	14527	1810991535	1.83623290583989	9.95585612370633	9.95585612370633	0.00160338546645256	0.00609356896254398
chr9	137250285	137253481	+	STPG3	9	44069	0	3196	13955	1811029302	1	3195	7260	1811035997	1	3195	14528	1811028729	3.45675308723884	9.95264437689912	9.95264437689912	0.00160618515144562	0.00609641980549935
chr1	84498349	84557688	-	AL359762.3	1	3455	1	59338	13954	1810973160	2	59337	7259	1810979855	3	59336	14526	1810972588	1.6339046464835	9.94806461164262	9.94806461164262	0.00161018590775808	0.00610404303908587
chr9	26907802	26948233	-	PLAA	9	41391	1	40430	13954	1810992068	2	40429	7259	1810998763	2	40429	14527	1810991495	1.83524301334476	9.9475386046106	9.9475386046106	0.00161064605877603	0.006104276836811
chr20	32357412	32437891	+	ASXL1	20	83703	2	80477	13953	1810952021	2	80477	7259	1810958715	3	80476	14526	1810951448	1.48333740431833	9.94209094368853	9.94209094368853	0.00161541951407385	0.00611782732660006
chr9	127801910	127813424	+	FPGS	9	43348	1	11513	13954	1811020985	1	11513	7260	1811027679	1	11513	14528	1811020411	2.58045616083275	9.93673741444945	9.93673741444945	0.00162012444925608	0.00613261340206421
chr5	69113111	69137394	-	AC010273.2	5	25269	2	24281	13953	1811008217	1	24282	7260	1811014910	1	24282	14528	1811007642	2.12191438566664	9.93321369844489	9.93321369844489	0.0016232288308623	0.00614284645750484
chr7	112767084	112791393	-	TMEM168	7	35928	2	24307	13953	1811008191	1	24308	7260	1811014884	1	24308	14528	1811007616	2.12084417747536	9.92567922023591	9.92567922023591	0.00162988691288934	0.00616499694285231
chr15	41309272	41333591	-	OIP5	15	63923	1	24318	13954	1811008180	1	24318	7260	1811014874	2	24317	14527	1811007607	2.12043286371339	9.92278432915919	9.92278432915919	0.00163245242661481	0.00617317667818124
chr5	138780922	138934831	+	CTNNA1	5	26839	5	153904	13950	1810878594	1	153908	7260	1810885284	4	153905	14525	1810878019	1.19168317480665	9.90639561763965	9.90639561763965	0.00164705378083219	0.00620309588257727
chr2	135905880	135986626	-	DARS1	2	12007	2	80744	13953	1810951754	1	80745	7260	1810958447	4	80742	14525	1810951182	1.48002501656388	9.90625887771603	9.90625887771603	0.00164717616280052	0.00620309588257727
chr5	178603588	178628001	-	CLK4	5	28247	2	24411	13953	1811008087	1	24412	7260	1811014780	1	24412	14528	1811007512	2.1165747612192	9.89563241205178	9.89563241205178	0.00165671506005727	0.0062295576840985
chr10	6427147	6581276	-	PRKCQ	10	44354	3	154126	13952	1810878372	3	154126	7258	1810885066	4	154125	14525	1810877799	1.19025462696345	9.88650962593965	9.88650962593965	0.00166494880824464	0.00625284402880598
chr9	75087513	75147265	+	OSTF1	9	42120	2	59750	13953	1810972748	1	59751	7260	1810979441	3	59749	14526	1810972175	1.62696828508531	9.88113263924606	9.88113263924606	0.00166982120068992	0.0062634649787877
chr17	44353214	44364853	-	FAM171A2	17	73227	1	11638	13954	1811020860	1	11638	7260	1811027554	1	11638	14528	1811020286	2.56965731726804	9.87688145693392	9.87688145693392	0.00167368366184972	0.00627488008220164
chr12	122503453	122527936	-	RSRC2	12	57400	2	24481	13953	1811008017	1	24482	7260	1811014710	1	24482	14528	1811007442	2.11371134455363	9.87548688706011	9.87548688706011	0.00167495268522455	0.00627810134204916
chr10	73674377	73698867	-	AGAP5	10	45887	3	24487	13952	1811008011	0	24490	7261	1811014702	1	24489	14528	1811007435	2.1134254533124	9.87347597279586	9.87347597279586	0.00167678428295237	0.00628342916598517
chr2	47402155	47483223	+	MSH2	2	9798	1	81067	13954	1810951431	3	81065	7258	1810958127	3	81065	14526	1810950859	1.47604484058983	9.86325056385249	9.86325056385249	0.00168612931756984	0.00631535819458493
chr9	22203989	22215672	-	AL157937.1	9	41349	1	11682	13954	1811020816	1	11682	7260	1811027510	1	11682	14528	1811020242	2.56588370358872	9.85597616620362	9.85597616620362	0.00169280951991202	0.00633882890137674
chr11	86799541	86811233	+	PRSS23	11	51503	1	11691	13954	1811020807	1	11691	7260	1811027501	1	11691	14528	1811020233	2.56511357921261	9.85171179787721	9.85171179787721	0.00169673802212356	0.00635059193416949
chr6	31711770	31715065	-	LY6G6E	6	29625	1	3294	13954	1811029204	0	3295	7261	1811035897	1	3294	14528	1811028630	3.42624062391725	9.83451419556513	9.83451419556513	0.0017126750948302	0.00640070011654154
chr8	143579727	143591460	-	EEF1D	8	40744	2	11731	13953	1811020767	0	11733	7261	1811027459	1	11732	14528	1811020192	2.56161272048293	9.83232607168611	9.83232607168611	0.00171471368370424	0.00640675583430859
chr3	47413735	47473830	-	SCAP	3	16083	2	60093	13953	1810972405	2	60093	7259	1810979099	2	60093	14527	1810971831	1.62124392428419	9.82598377927206	9.82598377927206	0.00172063644989751	0.00642575079862991
chr12	95473161	95514326	+	METAP2	12	56354	2	41163	13953	1810991335	1	41164	7260	1810998028	2	41163	14527	1810990761	1.81725030969197	9.79658847535029	9.79658847535029	0.00174835919072758	0.00652194835036391
chr12	121399146	121423906	+	RNF34	12	57317	2	24758	13953	1811007740	0	24760	7261	1811014432	2	24758	14527	1811007166	2.10246013364529	9.79641495202668	9.79641495202668	0.00174852417748839	0.00652194835036391
chr6	18224345	18265524	-	DEK	6	28918	3	41176	13952	1810991322	1	41178	7260	1810998014	1	41178	14528	1810990746	1.81691025127438	9.7937405325938	9.7937405325938	0.00175106902388922	0.00652826146920393
chr19	57905773	57917592	-	ZNF417	19	82679	1	11818	13954	1811020680	1	11818	7260	1811027374	1	11818	14528	1811020106	2.55430903118768	9.79189834371209	9.79189834371209	0.00175282414320577	0.00653321485395843
chr7	17144252	17299453	-	AC073332.1	7	33404	6	155195	13949	1810877303	2	155199	7259	1810883993	2	155199	14527	1810876725	1.18332274868271	9.79019319429062	9.79019319429062	0.00175445028873311	0.00653609532419809
chr16	68538290	68563078	+	ZFP90	16	69389	1	24787	13954	1811007711	1	24787	7260	1811014405	2	24786	14527	1811007138	2.10132984006941	9.78847884642892	9.78847884642892	0.0017560867476496	0.00654060123686949
chr11	70324870	70328209	-	AP002336.3	11	50880	2	3337	13953	1811029161	0	3339	7261	1811035853	0	3339	14529	1811028585	3.41297273989796	9.7831848122878	9.7831848122878	0.00176115002484489	0.00655627150196815
chr6	31827833	31839719	+	AL671762.1	6	29662	1	11885	13954	1811020613	1	11885	7260	1811027307	1	11885	14528	1811020039	2.54865568630332	9.76062461046968	9.76062461046968	0.00178289325854264	0.00662273080204042
chr8	81790822	81815714	+	AC132219.1	8	39342	2	24890	13953	1811007608	0	24892	7261	1811014300	2	24890	14527	1811007034	2.09714275628868	9.75908693415113	9.75908693415113	0.00178438511676415	0.00662666560089941
chr1	89994136	90035531	+	ZNF326	1	3593	1	41394	13954	1810991104	1	41394	7260	1810997798	3	41392	14526	1810990532	1.81167823788282	9.7499502931023	9.7499502931023	0.00179327564102205	0.00665323069625014
chr1	32816441	32857854	+	S100PBP	1	1743	2	41411	13953	1810991087	1	41412	7260	1810997780	2	41411	14527	1810990513	1.81124346983125	9.74631137959659	9.74631137959659	0.00179682901962153	0.00666318657748297
chr9	128097303	128109245	+	SLC25A25	9	43382	1	11941	13954	1811020557	1	11941	7260	1811027251	1	11941	14528	1811019983	2.54395489964249	9.7346324804239	9.7346324804239	0.0018082816734396	0.00669431294234444
chr4	155495363	155520353	+	AC107208.1	4	23365	2	24988	13953	1811007510	1	24989	7260	1811014203	1	24989	14528	1811006935	2.09321321396632	9.73152118688449	9.73152118688449	0.00181134515486114	0.0067024145959705
chr8	37857948	37861333	+	AC130304.1	8	38361	0	3385	13955	1811029113	1	3384	7260	1811035808	1	3384	14528	1811028540	3.39928745529679	9.73026502958965	9.73026502958965	0.00181258349844404	0.00670537711003726
chrX	134459164	134500668	+	HPRT1	23	90917	2	41502	13953	1810990996	1	41503	7260	1810997689	2	41502	14527	1810990422	1.80904836440778	9.72795479197521	9.72795479197521	0.00181486321481206	0.00671218966385947
chr19	218834	230801	-	LINC01002	19	77410	1	11966	13954	1811020532	1	11966	7260	1811027226	1	11966	14528	1811019958	2.54186344742154	9.72307201428339	9.72307201428339	0.00181969105049506	0.00672355214725854
chr1	25337333	25362361	+	TMEM50A	1	1278	3	25025	13952	1811007473	0	25028	7261	1811014164	1	25027	14528	1811006897	2.09169365868161	9.72086420445703	9.72086420445703	0.00182187828882197	0.00673001049106913
chr8	143790925	143815968	-	SCRIB	8	40785	2	25041	13953	1811007457	1	25042	7260	1811014150	1	25042	14528	1811006882	2.09109446926186	9.71666252054274	9.71666252054274	0.00182604818641241	0.00674319479716824
chr12	96911575	96953221	+	NEDD1	12	56402	2	41644	13953	1810990854	0	41646	7261	1810997546	3	41643	14526	1810990281	1.8056326316186	9.69940410566051	9.69940410566051	0.00184327775331383	0.00679758591791396
chr19	48444982	48457022	+	GRWD1	19	81340	1	12039	13954	1811020459	1	12039	7260	1811027153	1	12039	14528	1811019885	2.53578132212777	9.68946394708473	9.68946394708473	0.00185327598280372	0.00682952484497717
chr19	49876701	49888750	+	TBC1D17	19	81600	0	12049	13955	1811020449	1	12048	7260	1811027144	2	12047	14527	1811019877	2.53503402605354	9.68533356615808	9.68533356615808	0.00185744664261944	0.00684324798419607
chr10	14877862	14903085	+	SUV39H2	10	44566	2	25221	13953	1811007277	1	25222	7260	1811013970	1	25222	14528	1811006702	2.08393206058617	9.66647024732083	9.66647024732083	0.00187661518255955	0.00690722440692689
chr6	31714355	31717804	+	LY6G6D	6	29627	1	3448	13954	1811029050	0	3449	7261	1811035743	1	3448	14528	1811028476	3.38055333707936	9.65786390786525	9.65786390786525	0.0018854272692056	0.00693632572933731
chr7	5189245	5231104	+	WIPI2	7	33173	2	41857	13953	1810990641	1	41858	7260	1810997334	2	41857	14527	1810990067	1.80053080836129	9.65679405420087	9.65679405420087	0.00188652562638847	0.00693870013700959
chr19	38646745	38729432	+	ACTN4	19	80366	3	82684	13952	1810949814	1	82686	7260	1810956506	3	82684	14526	1810949240	1.45626929667669	9.65030820190441	9.65030820190441	0.00189319817601463	0.00695823005239159
chr20	35701346	35743260	-	RBM39	20	83896	2	41912	13953	1810990586	1	41913	7260	1810997279	2	41912	14527	1810990012	1.79921765332232	9.64583311311435	9.64583311311435	0.00189781602443495	0.00697123088231306
chr6	31899612	31903086	-	ZBTB12	6	29681	0	3474	13955	1811029024	1	3473	7260	1811035719	1	3473	14528	1811028451	3.37332959814732	9.62995723844506	9.62995723844506	0.00191429065543358	0.00702059338055711
chr19	34427875	34469890	+	UBA2	19	79794	3	42012	13952	1810990486	1	42014	7260	1810997178	1	42014	14528	1810989910	1.79681070457682	9.62575086660217	9.62575086660217	0.00191867991368067	0.0070350066054749
chr5	132630588	132642773	-	TH2LCRR	5	26568	1	12184	13954	1811020314	1	12184	7260	1811027008	1	12184	14528	1811019740	2.52380900642252	9.62335311691277	9.62335311691277	0.00192118647751738	0.00704251152167713
chr22	38545767	38571184	-	DMC1	22	87784	1	25416	13954	1811007082	2	25415	7259	1811013777	1	25416	14528	1811006508	2.07626958515134	9.61283147893846	9.61283147893846	0.00193222490898726	0.00707451084626572
chr11	449278	491399	+	PTDSS2	11	47709	1	42120	13954	1810990378	1	42120	7260	1810997072	3	42118	14526	1810989806	1.79429081491946	9.60473797528539	9.60473797528539	0.00194075967612473	0.00710066813435746
chr6	118910596	118936114	-	MCM9	6	31725	1	25517	13954	1811006981	1	25517	7260	1811013675	2	25516	14527	1811006408	2.07230347772885	9.58508856932167	9.58508856932167	0.00196163975754815	0.00716679214068212
chr11	66508078	66533613	+	AP002748.5	11	50614	2	25533	13953	1811006965	1	25534	7260	1811013658	1	25534	14528	1811006390	2.07163745895389	9.58043188601732	9.58043188601732	0.00196662138947035	0.00718156688088111
chr5	90518290	90530584	-	LYSMD3	5	25842	1	12293	13954	1811020205	1	12293	7260	1811026899	1	12293	14528	1811019631	2.51490256714319	9.57421989866998	9.57421989866998	0.0019732868294029	0.00720075772739948
chr4	145830455	145833980	-	AC104791.2	4	23138	0	3525	13955	1811028973	1	3524	7260	1811035668	1	3524	14528	1811028400	3.35875302456148	9.57367041846737	9.57367041846737	0.00197387752110945	0.0072011978437427
chr16	74998344	75105005	+	ZNRF1	16	69726	3	106658	13952	1810925840	2	106659	7259	1810932533	3	106658	14526	1810925266	1.33521902952373	9.57203204010148	9.57203204010148	0.00197563984365912	0.00720591113452714
chr19	12132116	12157731	-	ZNF625-ZNF20	19	78627	2	25613	13953	1811006885	1	25614	7260	1811013578	1	25614	14528	1811006310	2.06850919440037	9.5585629431298	9.5585629431298	0.00199018848255794	0.00725206883071007
chr5	144159272	144171630	-	YIPF5	5	27236	1	12357	13954	1811020141	1	12357	7260	1811026835	1	12357	14528	1811019567	2.50970982236718	9.54559097287711	9.54559097287711	0.00200430283287512	0.00729829215517326
chr2	237728568	237732131	-	AC012076.2	2	14498	0	3563	13955	1811028935	1	3562	7260	1811035630	1	3562	14528	1811028362	3.34802853578654	9.53227581491228	9.53227581491228	0.00201889616307627	0.00734444795111977
chr19	48454573	48466980	+	KCNJ14	19	81341	1	12406	13954	1811020092	1	12406	7260	1811026786	1	12406	14528	1811019518	2.50575227288175	9.52378228260204	9.52378228260204	0.00202826125530609	0.00737501404463183
chr16	31179150	31191575	+	FUS	16	68385	0	12425	13955	1811020073	0	12425	7261	1811026767	3	12422	14526	1811019502	2.50430240364718	9.51579436811153	9.51579436811153	0.00203710903736876	0.00740131065320786
chr12	62482348	62485932	-	AC079035.1	12	55638	0	3584	13955	1811028914	1	3583	7260	1811035609	1	3583	14528	1811028341	3.34215081916008	9.50959572859574	9.50959572859574	0.00204400189631659	0.00742343884534706
chr8	143566301	143569887	-	MROH6	8	40733	0	3586	13955	1811028912	1	3585	7260	1811035607	1	3585	14528	1811028339	3.34159283422273	9.50744467996992	9.50744467996992	0.00204639937594242	0.00742862370617582
chr11	75837943	76141794	+	UVRAG	11	51232	6	303845	13949	1810728653	3	303848	7258	1810735344	6	303845	14523	1810728079	0.9170242749541	9.49957035901025	9.49957035901025	0.00205520015521632	0.00745527141315624
chr19	11169675	11195511	-	KANK2	19	78512	2	25834	13953	1811006664	1	25835	7260	1811013357	1	25835	14528	1811006089	2.05991787630916	9.4985603056848	9.4985603056848	0.00205633182080067	0.00745597018177946
chr19	52951335	52963851	-	ZNF816	19	81988	1	12515	13954	1811019983	1	12515	7260	1811026677	1	12515	14528	1811019409	2.49700451436194	9.47560189513024	9.47560189513024	0.00208222557721105	0.00753012597197736
chr7	26200764	26213356	+	CBX3	7	33613	2	12590	13953	1811019908	0	12592	7261	1811026600	1	12591	14528	1811019333	2.49095012426085	9.44227449980099	9.44227449980099	0.00212040366469091	0.00766638275652584
chr1	32538428	32600990	+	ZBTB8A	1	1724	2	62560	13953	1810969938	2	62560	7259	1810976632	2	62560	14527	1810969364	1.58100982800813	9.44056785700377	9.44056785700377	0.002122377702511	0.00767170930268194
chr17	65013787	65056774	-	GNA13	17	74364	2	42985	13953	1810989513	1	42986	7260	1810996206	2	42985	14527	1810988939	1.77393822383598	9.43540090078022	9.43540090078022	0.00212836558271656	0.00769153865572895
chr2	53864068	53971993	-	PSME4	2	9900	3	107922	13952	1810924576	1	107924	7260	1810931268	4	107921	14525	1810924003	1.32343707799297	9.43342305917758	9.43342305917758	0.00213066219480085	0.00769748833200013
chr11	74170321	74254703	+	PPME1	11	51121	3	84379	13952	1810948119	2	84380	7259	1810954812	2	84380	14527	1810947544	1.43597608012922	9.43311777291819	9.43311777291819	0.00213101690815409	0.00769748833200013
chr12	54324583	54350686	+	COPZ1	12	55163	2	26101	13953	1811006397	1	26102	7260	1811013090	1	26102	14528	1811005822	2.04963581888973	9.4268442831235	9.4268442831235	0.00213831937697784	0.00771658033127518
chr1	154404222	154466877	+	IL6R	1	5225	3	62652	13952	1810969846	1	62654	7260	1810976538	2	62653	14527	1810969271	1.57952430762009	9.42641407437623	9.42641407437623	0.00213882107752428	0.00771658033127518
chr19	10601509	10644550	+	SLC44A2	19	78449	2	43039	13953	1810989459	2	43039	7259	1810996153	1	43040	14528	1810988884	1.77268273999107	9.42497552768327	9.42497552768327	0.00214049954810525	0.00772081765420868
chr1	226144678	226187741	-	ACBD3	1	7697	3	43060	13952	1810989438	1	43062	7260	1810996130	1	43062	14528	1810988862	1.77217169810701	9.42073797993362	9.42073797993362	0.00214545161076762	0.00773321722949394
chr12	120533811	120576886	+	RNF10	12	57246	2	43073	13953	1810989425	1	43074	7260	1810996118	2	43073	14527	1810988851	1.77189305802132	9.41842285648454	9.41842285648454	0.00214816200567114	0.00774116531754321
chr19	15903555	15907234	+	AC005336.3	19	78961	2	3677	13953	1811028821	0	3679	7261	1811035513	0	3679	14529	1811028245	3.31598448156868	9.40869017736986	9.40869017736986	0.00215959442939528	0.00777870375356369
chr7	16603645	16646817	-	ANKMY2	7	33388	2	43170	13953	1810989328	1	43171	7260	1810996021	2	43170	14527	1810988754	1.76964356297237	9.39975590212271	9.39975590212271	0.00217014333235699	0.00781119025102836
chr4	94450934	94666552	+	PDLIM5	4	22092	5	215613	13950	1810816885	2	215616	7259	1810823576	5	215613	14524	1810816311	1.03687671232424	9.3927194387652	9.3927194387652	0.00217848822383748	0.00783570347522104
chr8	55738743	55764980	-	TMEM68	8	38754	2	26235	13953	1811006263	1	26236	7260	1811012956	1	26236	14528	1811005688	2.04451510598613	9.39116961916443	9.39116961916443	0.00218033060136424	0.00783864927101732
chr19	2071035	2097326	-	MOB3A	19	77682	4	26287	13951	1811006211	0	26291	7261	1811012901	0	26291	14529	1811005633	2.04245892476122	9.37685467617121	9.37685467617121	0.00219742265383116	0.00789268877703155
chr16	89645888	89658650	-	CHMP1A	16	70362	0	12762	13955	1811019736	1	12761	7260	1811026431	2	12760	14527	1811019164	2.47753865865894	9.36851955763996	9.36851955763996	0.0022074373327664	0.00792494316865445
chr12	70321541	70325274	-	AC092881.1	12	55897	0	3733	13955	1811028765	1	3732	7260	1811035460	1	3732	14528	1811028192	3.30141060618207	9.35253220307641	9.35253220307641	0.00222677595912746	0.00798314554595683
chr17	45023339	45036141	-	DCAKD	17	73277	1	12801	13954	1811019697	1	12801	7260	1811026391	1	12801	14528	1811019123	2.47440898844982	9.35132410202641	9.35132410202641	0.00222824426778367	0.00798654046283999
chr15	64498291	64686068	+	ZNF609	15	64829	6	187771	13949	1810844727	2	187775	7259	1810851417	3	187774	14526	1810844150	1.08810693522979	9.3475470211124	9.3475470211124	0.00223284121589817	0.00800114493247816
chr8	123250129	123276541	-	ZHX1	8	40161	2	26410	13953	1811006088	1	26411	7260	1811012781	1	26411	14528	1811005513	2.0378668485629	9.34489489230327	9.34489489230327	0.00223607477350596	0.00801085815138863
chr17	58998986	59107826	-	TRIM37	17	74023	4	108836	13951	1810923662	2	108838	7259	1810930354	2	108838	14527	1810923086	1.31499399252759	9.33445604541339	9.33445604541339	0.00224884835128092	0.00804357861340363
chr20	59834852	59847711	+	PHACTR3	20	84860	1	12858	13954	1811019640	1	12858	7260	1811026334	1	12858	14528	1811019066	2.46996606413034	9.32691607333254	9.32691607333254	0.0022581207180552	0.00806344451998499
chr2	241360890	241373749	-	AC005104.3	2	14685	1	12858	13954	1811019640	0	12859	7261	1811026333	2	12857	14527	1811019067	2.46996606413034	9.32691471138969	9.32691471138969	0.00225812239641854	0.00806344451998499
chr17	36947953	37056871	+	AATF	17	72507	2	108916	13953	1810923582	1	108917	7260	1810930275	5	108913	14524	1810923011	1.31427754028804	9.32607211510185	9.32607211510185	0.00225916099590839	0.00806527319886289
chr20	54207086	54219961	+	PFDN4	20	84659	1	12874	13954	1811019624	1	12874	7260	1811026318	1	12874	14528	1811019050	2.46872246738462	9.32008687232155	9.32008687232155	0.00226655247506946	0.00808789130342164
chr19	10700438	10713365	+	QTRT1	19	78460	1	12926	13954	1811019572	1	12926	7260	1811026266	1	12926	14528	1811018998	2.46469142546127	9.29795320471749	9.29795320471749	0.00229410023049714	0.00818047519343243
chr12	67658990	67671919	-	AC078777.1	12	55782	1	12928	13954	1811019570	1	12928	7260	1811026264	1	12928	14528	1811018996	2.46453670941891	9.29710393981077	9.29710393981077	0.00229516397373053	0.00818236372203351
chr9	133406061	133419010	-	REXO4	9	43778	1	12948	13954	1811019550	1	12948	7260	1811026244	1	12948	14528	1811018976	2.46299086409014	9.28861915017478	9.28861915017478	0.00230581907480654	0.00821843704210362
chr9	20346198	20622873	-	MLLT3	9	41281	7	276668	13948	1810755830	3	276672	7258	1810762520	4	276671	14525	1810755253	0.941712753240102	9.28469121677335	9.28469121677335	0.00231076870848201	0.00823416279256478
chr16	46578590	46622379	-	SHCBP1	16	68515	2	43787	13953	1810988711	1	43788	7260	1810995404	2	43787	14527	1810988137	1.75545217096891	9.28220418514684	9.28220418514684	0.00231390821729494	0.00824343255366073
chr2	46568255	46581238	-	AC018682.1	2	9744	1	12982	13954	1811019516	1	12982	7260	1811026210	1	12982	14528	1811018942	2.46036839876891	9.27422771928832	9.27422771928832	0.0023240065506509	0.00827327301550413
chr19	20922221	20948915	+	ZNF85	19	79412	2	26692	13953	1811005806	1	26693	7260	1811012499	1	26693	14528	1811005231	2.02724579080046	9.27106074418407	9.27106074418407	0.00232802838206525	0.0082841037827776
chr13	36303601	36347493	-	SPART	13	58322	1	43891	13954	1810988607	1	43891	7260	1810995301	3	43889	14526	1810988035	1.75310259793328	9.26277530181687	9.26277530181687	0.0023385837363219	0.00831201026837939
chr3	170169717	170182733	-	PHC3	3	19094	1	13015	13954	1811019483	1	13015	7260	1811026177	1	13015	14528	1811018909	2.4578296247119	9.26029757689685	9.26029757689685	0.00234174969020706	0.00832011289705792
chrX	145816831	145829856	+	SLITRK2	23	91142	1	13024	13954	1811019474	1	13024	7260	1811026168	1	13024	14528	1811018900	2.45713834892869	9.25650666072033	9.25650666072033	0.00234660201466863	0.00833277613878274
chr10	35008550	35072339	-	CUL2	10	45011	2	63787	13953	1810968711	1	63788	7260	1810975404	3	63786	14526	1810968138	1.56158583887524	9.25591928325593	9.25591928325593	0.00234735476259906	0.00833351740631635
chr3	105680991	105870043	-	CBLB	3	17373	3	189049	13952	1810843449	3	189049	7258	1810850143	5	189047	14524	1810842877	1.08133907851261	9.24899398582056	9.24899398582056	0.00235624830558734	0.00835414930764209
chr3	113721759	113725597	-	NAA50	3	17599	0	3838	13955	1811028660	1	3837	7260	1811035355	1	3837	14528	1811028087	3.27366646389701	9.24571094510611	9.24571094510611	0.00236047636046832	0.00836459342262647
chr9	127885321	127898408	-	ST6GALNAC6	9	43364	1	13086	13954	1811019412	1	13086	7260	1811026106	1	13086	14528	1811018838	2.4523891675065	9.23045810754411	9.23045810754411	0.00238022087663548	0.0084189576325773
chr17	62478149	62613489	+	TLK2	17	74163	3	135337	13952	1810897161	1	135339	7260	1810903853	5	135335	14524	1810896589	1.21487682611183	9.20799971080851	9.20799971080851	0.00240959833721	0.00851306202207563
chr22	50059390	50086354	-	MLC1	22	88295	2	26962	13953	1811005536	1	26963	7260	1811012229	1	26963	14528	1811004961	2.0171813195932	9.20120421936736	9.20120421936736	0.0024185597146601	0.00854275219480701
chr19	301443	345782	-	MIER2	19	77419	2	44337	13953	1810988161	2	44337	7259	1810994855	1	44338	14528	1810987586	1.74296938847532	9.17908984120004	9.17908984120004	0.00244795727354075	0.0086154621946924
chr2	232696345	232858608	+	GIGYF2	2	14351	5	162258	13950	1810870240	2	162261	7259	1810876931	3	162260	14526	1810869664	1.13882048953539	9.17895077576395	9.17895077576395	0.00244814328177401	0.0086154621946924
