chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr11	66747393	66843324	+	C11orf80	11	50663	4	95927	3576	1810946946	0	95931	220	1810950302	1	95930	1211	1810949311	1	95930	3134	1810947388	2	95929	1545	1810948977	0	95931	810	1810949712	2.66644369294586	27.7696661824011	27.7696661824011	1.36651987503456e-07	7.40084008129082e-07
chr19	3636600	3701390	-	PIP5K1C	19	77828	2	64788	3578	1810978085	0	64790	220	1810981443	1	64789	1211	1810980452	2	64788	3133	1810978530	1	64789	1546	1810980117	1	64789	809	1810980854	2.92531799114476	27.7011780773755	27.7011780773755	1.41576466217153e-07	7.64198303203253e-07
chr19	45546280	45585802	-	OPA3	19	81070	1	39521	3579	1811003352	1	39521	219	1811006712	1	39521	1211	1811005720	1	39521	3134	1811003797	1	39521	1546	1811005385	1	39521	809	1811006122	3.26539019355841	27.6394946941873	27.6394946941873	1.46163715575298e-07	7.87976049174225e-07
chr19	39996062	40016545	+	ZNF546	19	80501	1	20482	3579	1811022391	0	20483	220	1811025750	0	20483	1212	1811024758	2	20481	3133	1811022837	2	20481	1545	1811024425	0	20483	810	1811025160	3.74026802380589	27.6376130163553	27.6376130163553	1.4630596878451e-07	7.87976049174225e-07
chr19	40393767	40414364	-	PRX	19	80539	1	20596	3579	1811022277	1	20596	219	1811025637	0	20597	1212	1811024644	1	20596	3134	1811022722	1	20596	1546	1811024310	1	20596	809	1811025047	3.73471747839342	27.5834294494707	27.5834294494707	1.50462261649942e-07	8.09463640194261e-07
chr20	63196366	63217139	-	YTHDF1	20	85009	1	20772	3579	1811022101	0	20773	220	1811025460	0	20773	1212	1811024468	1	20772	3134	1811022546	1	20772	1546	1811024134	2	20771	808	1811024872	3.72620824295654	27.5003841817961	27.5003841817961	1.57063303252158e-07	8.41455071079421e-07
chr12	45728705	45908037	+	ARID2	12	54463	3	179329	3577	1810863544	2	179330	218	1810866903	1	179331	1211	1810865910	2	179330	3133	1810863988	1	179331	1546	1810865575	1	179331	809	1810866312	2.26411554094404	27.3529939432046	27.3529939432046	1.69501804814232e-07	9.05874331999491e-07
chr19	54616157	54637528	+	LILRB1	19	82249	1	21370	3579	1811021503	0	21371	220	1811024862	0	21371	1212	1811023870	3	21368	3132	1811021950	1	21370	1546	1811023536	0	21371	810	1811024272	3.69782553533735	27.2235001223162	27.2235001223162	1.8124227429972e-07	9.60168995145081e-07
chr12	122526247	122626332	+	KNTC1	12	57401	4	100081	3576	1810942792	0	100085	220	1810946148	1	100084	1211	1810945157	2	100083	3133	1810943235	0	100085	1547	1810944821	1	100084	809	1810945559	2.62404986354291	27.1395628281171	27.1395628281171	1.89284344309648e-07	9.984183981067e-07
chr10	102244531	102382899	+	GBF1	10	46826	4	138364	3576	1810904509	0	138368	220	1810907865	2	138366	1210	1810906875	2	138366	3133	1810904952	1	138367	1546	1810906539	0	138368	810	1810907275	2.41800658266978	27.1213835235685	27.1213835235685	1.91072695776562e-07	1.00349314171085e-06
chr7	106091456	106113221	-	SYPL1	7	35798	1	21764	3579	1811021109	0	21765	220	1811024468	1	21764	1211	1811023477	1	21764	3134	1811021554	1	21764	1546	1811023142	1	21764	809	1811023879	3.6795559971924	27.0453816569061	27.0453816569061	1.98734467882211e-07	1.03888575583383e-06
chr17	76737070	76778727	+	MFSD11	17	74970	3	41654	3577	1811001219	0	41657	220	1811004576	0	41657	1212	1811003584	3	41654	3132	1811001664	0	41657	1547	1811003249	0	41657	810	1811003986	3.2127752239044	27.0328926075599	27.0328926075599	2.00022627794283e-07	1.04260721655003e-06
chr14	103333860	103342640	+	EIF5	14	62815	1	8779	3579	1811034094	0	8780	220	1811037453	0	8780	1212	1811036461	1	8779	3134	1811034539	1	8779	1546	1811036127	1	8779	809	1811036864	4.36420478471389	27.0135288563324	27.0135288563324	2.02036432139785e-07	1.05084902284269e-06
chr16	29979351	29988398	+	TAOK2	16	68169	1	9046	3579	1811033827	1	9046	219	1811037187	0	9047	1212	1811036194	1	9046	3134	1811034272	1	9046	1546	1811035860	0	9047	810	1811036596	4.33424463864402	26.7769578919979	26.7769578919979	2.28343891017779e-07	1.17388793879039e-06
chr17	39260586	39402623	-	FBXL20	17	72633	4	142033	3576	1810900840	0	142037	220	1810904196	2	142035	1210	1810903206	3	142034	3132	1810901284	0	142037	1547	1810902869	0	142037	810	1810903606	2.39183338703421	26.6928336411947	26.6928336411947	2.38504452743094e-07	1.21963645413258e-06
chr1	35930104	36072500	+	AGO3	1	1870	2	142394	3578	1810900479	0	142396	220	1810903837	2	142394	1210	1810902847	3	142393	3132	1810900925	1	142395	1546	1810902511	1	142395	809	1810903248	2.38930882400402	26.651555617631	26.651555617631	2.43654538101268e-07	1.24074816152616e-06
chr17	75145260	75147546	-	AC022211.2	17	74744	1	2285	3579	1811040588	0	2286	220	1811043947	1	2285	1211	1811042956	1	2285	3134	1811041033	0	2286	1547	1811042620	0	2286	810	1811043357	5.42230742304477	26.5585694216425	26.5585694216425	2.55668125337394e-07	1.29378724259277e-06
chr16	1532665	1555568	+	TMEM204	16	66630	1	22902	3579	1811019971	0	22903	220	1811023330	0	22903	1212	1811022338	1	22902	3134	1811020416	2	22901	1545	1811022005	1	22902	809	1811022741	3.6285879135586	26.5489144828171	26.5489144828171	2.56949055255085e-07	1.29891624394298e-06
chr6	42029052	42031382	+	AL513008.1	6	30275	1	2329	3579	1811040544	0	2330	220	1811043903	0	2330	1212	1811042911	0	2330	3135	1811040988	1	2329	1546	1811042577	1	2329	809	1811043314	5.403236809618	26.4446733717923	26.4446733717923	2.71195280787673e-07	1.36383713671482e-06
chrX	150567620	150673143	+	MTM1	23	91247	3	105520	3577	1810937353	1	105522	219	1810940711	1	105522	1211	1810939719	3	105520	3132	1810937798	0	105523	1547	1810939383	0	105523	810	1810940120	2.57113684080009	26.3560446352931	26.3560446352931	2.8392893258733e-07	1.42345382302296e-06
chr9	126325861	126397633	+	MVB12B	9	43265	0	71772	3580	1810971101	0	71772	220	1810974461	2	71770	1210	1810973471	2	71770	3133	1810971548	2	71770	1545	1810973136	1	71771	809	1810973872	2.82296848449192	26.349296166969	26.349296166969	2.84922720084069e-07	1.42696347852413e-06
chr12	6666729	6690292	-	ZNF384	12	53349	0	23563	3580	1811019310	0	23563	220	1811022670	0	23563	1212	1811021678	4	23559	3131	1811019759	1	23562	1546	1811021344	0	23563	810	1811022080	3.600176333081	26.2724605835392	26.2724605835392	2.96486478035263e-07	1.48334841431031e-06
chr22	50089255	50161686	+	MOV10L1	22	88300	2	72429	3578	1810970444	0	72431	220	1810973802	0	72431	1212	1810972810	2	72429	3133	1810970889	2	72429	1545	1810972477	1	72430	809	1810973213	2.81382795314075	26.2289750577766	26.2289750577766	3.0323832345136e-07	1.51556767008921e-06
chr1	161046947	161070666	-	ARHGAP30	1	5811	1	23718	3579	1811019155	1	23718	219	1811022515	0	23719	1212	1811021522	1	23718	3134	1811019600	1	23718	1546	1811021188	1	23718	809	1811021925	3.59357718457309	26.2082813502057	26.2082813502057	3.06505275160518e-07	1.52875013011273e-06
chr17	63008559	63422356	+	TANC2	17	74184	4	413793	3576	1810629080	0	413797	220	1810632436	3	413794	1209	1810631447	3	413794	3132	1810629524	2	413795	1545	1810631111	2	413795	808	1810631848	1.76469763582531	26.1933113011182	26.1933113011182	3.08890594324929e-07	1.53749027380175e-06
chr17	7379836	7389737	+	TNK1	17	71041	1	9900	3579	1811032973	0	9901	220	1811036332	0	9901	1212	1811035340	1	9900	3134	1811033418	1	9900	1546	1811035006	1	9900	809	1811035743	4.24403255915248	26.0652056109975	26.0652056109975	3.30079025889773e-07	1.6295974672485e-06
chr22	32474236	32498608	+	FBXO7	22	87506	1	24371	3579	1811018502	0	24372	220	1811021861	1	24371	1211	1811020870	1	24371	3134	1811018947	1	24371	1546	1811020535	1	24371	809	1811021272	3.56641696363357	25.9442599784234	25.9442599784234	3.51418791066926e-07	1.73319034213516e-06
chr11	130068915	130143679	+	APLP2	11	52886	2	74762	3578	1810968111	2	74762	218	1810971471	0	74764	1212	1810970477	2	74762	3133	1810968556	1	74763	1546	1810970143	0	74764	810	1810970879	2.78212384743709	25.8121849143063	25.8121849143063	3.76305326121873e-07	1.84655684272733e-06
chr11	72685068	72794599	-	ARAP1	11	51026	2	109529	3578	1810933344	1	109530	219	1810936703	0	109531	1212	1810935710	2	109529	3133	1810933789	3	109528	1544	1810935378	0	109531	810	1810936112	2.53385529309727	25.8060397786321	25.8060397786321	3.77505316229154e-07	1.84871051032382e-06
chr14	91965990	92041059	-	TRIP11	14	62193	2	75067	3578	1810967806	0	75069	220	1810971164	1	75068	1211	1810970173	3	75066	3132	1810968252	1	75068	1546	1810969838	0	75069	810	1810970574	2.77805237141828	25.7587248956552	25.7587248956552	3.86874118629699e-07	1.88887886261616e-06
chr1	1172879	1197936	+	TTLL10	1	90	1	25056	3579	1811017817	0	25057	220	1811021176	1	25056	1211	1811020185	1	25056	3134	1811018262	1	25056	1546	1811019850	1	25056	809	1811020587	3.53869695604876	25.6750134194735	25.6750134194735	4.04024474875975e-07	1.95688025817297e-06
chr19	14789259	14836285	-	OR7C1	19	78878	2	47024	3578	1810995849	0	47026	220	1810999207	2	47024	1210	1810998217	1	47025	3134	1810996293	0	47026	1547	1810997880	1	47025	809	1810998618	3.0915371349697	25.6403411119827	25.6403411119827	4.11349282192219e-07	1.9864163149998e-06
chr6	32813766	32839822	-	AL669918.1	6	29798	1	26055	3579	1811016818	0	26056	220	1811020177	0	26056	1212	1811019185	2	26054	3133	1811017264	1	26055	1546	1811018851	1	26055	809	1811019588	3.49959969812313	25.2956382447155	25.2956382447155	4.91819655001891e-07	2.36560384554375e-06
chr11	62806924	62833042	-	STX5	11	50089	2	26116	3578	1811016757	0	26118	220	1811020115	0	26118	1212	1811019123	3	26115	3132	1811017203	0	26118	1547	1811018788	0	26118	810	1811019525	3.49722294515314	25.2725900940131	25.2725900940131	4.97731856841099e-07	2.3893096447965e-06
chr11	62727641	62738603	+	TTC9C	11	50070	1	10961	3579	1811031912	0	10962	220	1811035271	0	10962	1212	1811034279	2	10960	3133	1811032358	1	10961	1546	1811033945	0	10962	810	1811034681	4.14222367494419	25.2630786537775	25.2630786537775	5.00192407271172e-07	2.39701544305876e-06
chr11	116845592	117099437	-	SIK3	11	52241	5	253840	3575	1810789033	0	253845	220	1810792388	0	253845	1212	1810791396	3	253842	3132	1810789476	2	253843	1545	1810791063	1	253844	809	1810791799	2.01199190940476	25.1969734227751	25.1969734227751	5.17633670149564e-07	2.47262966527688e-06
chr11	72002863	72081389	-	NUMA1	11	50946	3	78523	3577	1810964350	1	78525	219	1810967708	0	78526	1212	1810966715	2	78524	3133	1810964794	1	78525	1546	1810966381	0	78526	810	1810967117	2.73302738603006	25.168484261143	25.168484261143	5.25337066403786e-07	2.50696214989154e-06
chr17	781352	792509	+	MRM3	17	70477	1	11156	3579	1811031717	0	11157	220	1811035076	1	11156	1211	1811034085	1	11156	3134	1811032162	1	11156	1546	1811033750	0	11157	810	1811034486	4.12458972533877	25.1242734396947	25.1242734396947	5.37519771248718e-07	2.55505973456582e-06
chr17	78186400	78197560	+	AFMID	17	75067	2	11158	3578	1811031715	0	11160	220	1811035073	0	11160	1212	1811034081	1	11159	3134	1811032159	1	11159	1546	1811033747	0	11160	810	1811034483	4.12432084283258	25.1221577804536	25.1221577804536	5.38109810932497e-07	2.55536408749762e-06
chr12	990232	1490729	+	ERC1	12	53055	6	500491	3574	1810542382	0	500497	220	1810545736	2	500495	1210	1810544746	3	500494	3132	1810542824	3	500494	1544	1810544412	1	500496	809	1810545147	1.64351095790687	25.0903158198926	25.0903158198926	5.47069108902676e-07	2.59031357802066e-06
chr19	16609410	16636531	+	AC008764.2	19	79029	1	27120	3579	1811015753	0	27121	220	1811019112	1	27120	1211	1811018121	1	27120	3134	1811016198	1	27120	1546	1811017786	1	27120	809	1811018523	3.45953710341173	24.9073757253937	24.9073757253937	6.0151847502965e-07	2.8206339302066e-06
chr19	902560	914157	-	R3HDM4	19	77498	0	11597	3580	1811031276	0	11597	220	1811034636	1	11596	1211	1811033645	1	11596	3134	1811031722	1	11596	1546	1811033310	1	11596	809	1811034047	4.08590691113833	24.8199283404974	24.8199283404974	6.29433533294588e-07	2.94018086994722e-06
chr1	42176538	42335965	-	FOXJ3	1	2158	4	159423	3576	1810883450	0	159427	220	1810886806	1	159426	1211	1810885815	3	159424	3132	1810883894	1	159426	1546	1810885480	0	159427	810	1810886216	2.27632359228825	24.8154119919054	24.8154119919054	6.30910016563568e-07	2.94424674396332e-06
chr9	136806942	136834340	+	RABL6	9	43986	2	27396	3578	1811015477	0	27398	220	1811018835	1	27397	1211	1811017844	2	27396	3133	1811015922	0	27398	1547	1811017508	0	27398	810	1811018245	3.44937482783762	24.8089675860247	24.8089675860247	6.33022834373165e-07	2.95127152532134e-06
chr1	35807015	35857890	+	AGO4	1	1861	1	50874	3579	1810991999	1	50874	219	1810995359	1	50874	1211	1810994367	2	50873	3133	1810992445	1	50874	1546	1810994032	0	50875	810	1810994768	3.01286171312657	24.7408988481038	24.7408988481038	6.55777260161194e-07	3.0456653249169e-06
chr3	52411900	52423640	+	PHF7	3	16549	0	11740	3580	1811031133	0	11740	220	1811034493	2	11738	1210	1811033503	1	11739	3134	1811031579	1	11739	1546	1811033167	0	11740	810	1811033903	4.07365046217781	24.7235395838507	24.7235395838507	6.61710312099828e-07	3.06772532437302e-06
chr16	1826219	1838126	+	FAHD1	16	66675	1	11906	3579	1811030967	0	11907	220	1811034326	1	11906	1211	1811033335	2	11905	3133	1811031413	0	11907	1547	1811032999	0	11907	810	1811033736	4.0595245853366	24.6124734067125	24.6124734067125	7.00965396505104e-07	3.22776293480739e-06
chr6	31705903	31717918	+	LY6G6F-LY6G6D	6	29624	1	12014	3579	1811030859	0	12015	220	1811034218	1	12014	1211	1811033227	1	12014	3134	1811031304	1	12014	1546	1811032892	0	12015	810	1811033628	4.05049440491099	24.5414878673619	24.5414878673619	7.27269100941896e-07	3.34571334505278e-06
chr12	53506690	53626979	-	ATF7-NPFF	12	55065	4	120285	3576	1810922588	0	120289	220	1810925944	1	120288	1211	1810924953	3	120286	3132	1810923032	0	120289	1547	1810924617	0	120289	810	1810925354	2.44015823447005	24.4316988401115	24.4316988401115	7.69914078047052e-07	3.53520093681718e-06
chr15	42497394	42549786	-	AC018362.3	15	64030	2	52390	3578	1810990483	0	52392	220	1810993841	1	52391	1211	1810992850	1	52391	3134	1810990927	2	52390	1545	1810992516	0	52392	810	1810993251	2.98347780043773	24.4058934185305	24.4058934185305	7.80296244062839e-07	3.57948928579535e-06
chr16	1363204	1415704	-	UNKL	16	66604	3	52497	3577	1810990376	0	52500	220	1810993733	0	52500	1212	1810992741	2	52498	3133	1810990820	1	52499	1546	1810992407	0	52500	810	1810993143	2.98141842323216	24.3824341519503	24.3824341519503	7.89856265615008e-07	3.61725132490283e-06
chr14	24270212	24298846	+	AL096870.10	14	60321	1	28633	3579	1811014240	0	28634	220	1811017599	1	28633	1211	1811016608	1	28633	3134	1811014685	1	28633	1546	1811016273	1	28633	809	1811017010	3.40524746679234	24.3820416284143	24.3820416284143	7.90017220198003e-07	3.61725132490283e-06
chr15	43132585	43185144	+	TMEM62	15	64054	1	52558	3579	1810990315	1	52558	219	1810993675	2	52557	1210	1810992684	1	52558	3134	1810990760	1	52558	1546	1810992348	0	52559	810	1810993084	2.9802951809628	24.3696383912466	24.3696383912466	7.9512015094263e-07	3.63718803510292e-06
chr20	63980131	64033100	+	PRPF6	20	85120	3	52966	3577	1810989907	0	52969	220	1810993264	0	52969	1212	1810992272	2	52967	3133	1810990351	1	52968	1546	1810991938	0	52969	810	1810992674	2.972524256743	24.28114606702	24.28114606702	8.32499561731481e-07	3.80101773580032e-06
chr7	6373538	6402520	+	RAC1	7	33234	2	28980	3578	1811013893	0	28982	220	1811017251	0	28982	1212	1811016259	1	28981	3134	1811014337	1	28981	1546	1811015925	1	28981	809	1811016662	3.39316664903807	24.2652713526622	24.2652713526622	8.39389151074954e-07	3.82887558302547e-06
chr1	32936667	32965685	-	RNF19B	1	1754	1	29017	3579	1811013856	0	29018	220	1811017215	1	29017	1211	1811016224	2	29016	3133	1811014302	1	29017	1546	1811015889	0	29018	810	1811016625	3.3919252040968	24.2532769870595	24.2532769870595	8.44632571661563e-07	3.84917920556461e-06
chr2	27381198	27410591	-	PPM1G	2	9214	1	29392	3579	1811013481	0	29393	220	1811016840	1	29392	1211	1811015849	1	29392	3134	1811013926	1	29392	1546	1811015514	1	29392	809	1811016251	3.37908424887467	24.1292199061718	24.1292199061718	9.00829860150942e-07	4.08611714342976e-06
chr19	1025630	1038309	+	CNN2	19	77517	0	12679	3580	1811030194	0	12679	220	1811033554	0	12679	1212	1811032562	3	12676	3132	1811030642	0	12679	1547	1811032227	1	12678	809	1811032965	3.99669868477027	24.1188423940912	24.1188423940912	9.05697428943419e-07	4.10436390840218e-06
chr16	88938788	88951524	+	AC092384.1	16	70297	1	12735	3579	1811030138	0	12736	220	1811033497	0	12736	1212	1811032505	1	12735	3134	1811030583	1	12735	1546	1811032171	1	12735	809	1811032908	3.99221276599234	24.083617326105	24.083617326105	9.22417296989053e-07	4.17623786465314e-06
chr11	118571389	118600993	+	ARCN1	11	52367	1	29603	3579	1811013270	0	29604	220	1811016629	1	29603	1211	1811015638	2	29602	3133	1811013716	1	29603	1546	1811015303	0	29604	810	1811016039	3.37193091016538	24.0601347577758	24.0601347577758	9.33735095021149e-07	4.22354291584054e-06
chr16	68013435	68016911	-	DPEP2NB	16	69342	1	3475	3579	1811039398	0	3476	220	1811042757	0	3476	1212	1811041765	1	3475	3134	1811039843	0	3476	1547	1811041430	1	3475	809	1811042168	5.00312139910253	24.0575783805689	24.0575783805689	9.34975556310391e-07	4.22521976981942e-06
chr9	136648609	136661421	-	AL590226.1	9	43952	0	12812	3580	1811030061	0	12812	220	1811033421	1	12811	1211	1811032430	2	12810	3133	1811030508	1	12811	1546	1811032095	0	12812	810	1811032831	3.98626268231498	24.0369001514046	24.0369001514046	9.45070438240769e-07	4.26687006410191e-06
chr19	48254674	48258199	+	CARD8-AS1	19	81320	1	3524	3579	1811039349	0	3525	220	1811042708	0	3525	1212	1811041716	1	3524	3134	1811039794	1	3524	1546	1811041382	0	3525	810	1811042118	4.98912029398939	23.9741484709084	23.9741484709084	9.76379196715449e-07	4.404131975528e-06
chr17	67077971	67246183	-	HELZ	17	74395	1	168211	3579	1810874662	0	168212	220	1810878021	2	168210	1210	1810877031	4	168208	3131	1810875110	1	168211	1546	1810876695	1	168211	809	1810877432	2.22267907015026	23.9517319165752	23.9517319165752	9.87813902675327e-07	4.45157693803037e-06
chr14	73409975	73464642	-	AC005280.3	14	61643	1	54666	3579	1810988207	0	54667	220	1810991566	1	54666	1211	1810990575	2	54665	3133	1810988653	1	54666	1546	1810990240	1	54666	809	1810990977	2.94096907844345	23.9221858655219	23.9221858655219	1.00309078532312e-06	4.51623265532877e-06
chr9	136799365	136829466	+	AL355987.2	9	43984	2	30099	3578	1811012774	0	30101	220	1811016132	1	30100	1211	1811015141	2	30099	3133	1811013219	0	30101	1547	1811014805	0	30101	810	1811015542	3.35528106719315	23.8994046588778	23.8994046588778	1.01503146676674e-06	4.56576191254889e-06
chr12	59595161	59720194	+	SLC16A7	12	55613	3	125030	3577	1810917843	0	125033	220	1810921200	1	125032	1211	1810920209	4	125029	3131	1810918289	0	125033	1547	1810919873	0	125033	810	1810920610	2.40147449375263	23.8677974920138	23.8677974920138	1.03183468924684e-06	4.63705173021381e-06
chr20	489502	544718	-	CSNK2A1	20	82866	2	55214	3578	1810987659	0	55216	220	1810991017	2	55214	1210	1810990027	2	55214	3133	1810988104	0	55216	1547	1810989690	0	55216	810	1810990427	2.93097599153605	23.8086392433033	23.8086392433033	1.06403813726619e-06	4.76853991774828e-06
chr16	1631258	1686715	+	AL031708.1	16	66638	2	55455	3578	1810987418	0	55457	220	1810990776	1	55456	1211	1810989785	2	55455	3133	1810987863	1	55456	1546	1810989450	0	55457	810	1810990186	2.92662056496534	23.759170823032	23.759170823032	1.09173937845597e-06	4.88367394156455e-06
chr16	396741	400416	+	NME4	16	66448	1	3674	3579	1811039199	0	3675	220	1811042558	0	3675	1212	1811041566	0	3675	3135	1811039643	1	3674	1546	1811041232	1	3674	809	1811041969	4.94743926408996	23.7258267992875	23.7258267992875	1.11081823006565e-06	4.96444798680673e-06
chr5	40768384	40799174	-	PRKAA1	5	24779	1	30789	3579	1811012084	0	30790	220	1811015443	1	30789	1211	1811014452	1	30789	3134	1811012529	0	30790	1547	1811014116	2	30788	808	1811014855	3.33264823573811	23.6810736947809	23.6810736947809	1.13695178571849e-06	5.06075971339868e-06
chr19	43475102	43505935	-	PHLDB3	19	80820	2	30831	3578	1811012042	0	30833	220	1811015400	1	30832	1211	1811014409	1	30832	3134	1811012486	0	30833	1547	1811014073	1	30832	809	1811014811	3.331252564711	23.6676152459113	23.6676152459113	1.1449307845135e-06	5.08416247821442e-06
chr11	118435489	118523917	+	KMT2A	11	52348	3	88425	3577	1810954448	0	88428	220	1810957805	0	88428	1212	1810956813	1	88427	3134	1810954891	2	88426	1545	1810956480	1	88427	809	1810957216	2.61426067327503	23.6206345739192	23.6206345739192	1.173226590101e-06	5.18139524973694e-06
chr17	32265176	32321363	+	RHBDL3	17	72242	2	56185	3578	1810986688	0	56187	220	1810990046	2	56185	1210	1810989056	1	56186	3134	1810987132	0	56187	1547	1810988719	1	56186	809	1810989457	2.91354236227761	23.6107025410165	23.6107025410165	1.17929774490211e-06	5.20347724317388e-06
chr3	51540579	51668667	+	RAD54L2	3	16449	3	128085	3577	1810914788	1	128087	219	1810918146	2	128086	1210	1810917155	1	128087	3134	1810915231	1	128087	1546	1810916819	0	128088	810	1810917555	2.37733261454791	23.516972252226	23.516972252226	1.23816693575751e-06	5.453322732466e-06
chr9	136724406	136728216	-	SNHG7	9	43964	1	3809	3579	1811039064	0	3810	220	1811042423	0	3810	1212	1811041431	1	3809	3134	1811039509	1	3809	1546	1811041097	0	3810	810	1811041833	4.91135626149652	23.5109154128586	23.5109154128586	1.24207089735595e-06	5.46556197405363e-06
chr5	179697416	179728907	+	CANX	5	28295	2	31489	3578	1811011384	0	31491	220	1811014742	1	31490	1211	1811013751	1	31490	3134	1811011828	1	31490	1546	1811013416	0	31491	810	1811014152	3.31013516114686	23.4640806288226	23.4640806288226	1.27267824101551e-06	5.58506855903646e-06
chr6	45327368	45551079	+	RUNX2	6	30502	4	223707	3576	1810819166	0	223711	220	1810822522	2	223709	1210	1810821532	2	223709	3133	1810819609	1	223710	1546	1810821196	1	223710	809	1810821933	2.04297220000305	23.4450031525921	23.4450031525921	1.28536148202851e-06	5.62548295467975e-06
chr6	31835842	31839764	+	SNHG32	6	29668	1	3921	3579	1811038952	0	3922	220	1811042311	1	3921	1211	1811041320	1	3921	3134	1811039397	0	3922	1547	1811040984	0	3922	810	1811041721	4.88237832030336	23.3383634597412	23.3383634597412	1.35862956829325e-06	5.91417781610089e-06
chr11	9283546	9315630	-	TMEM41B	11	48433	1	32083	3579	1811010790	0	32084	220	1811014149	1	32083	1211	1811013158	1	32083	3134	1811011235	1	32083	1546	1811012823	1	32083	809	1811013560	3.29147846136032	23.2843938182923	23.2843938182923	1.39729193582294e-06	6.06616999484169e-06
chr15	63608617	63834948	-	HERC1	15	64791	3	226328	3577	1810816545	0	226331	220	1810819902	2	226329	1210	1810818912	3	226328	3132	1810816990	1	226330	1546	1810818576	1	226330	809	1810819313	2.03132713833162	23.2424995432957	23.2424995432957	1.42806304281873e-06	6.18318205170533e-06
chr15	43015655	43107113	-	UBR1	15	64051	2	91456	3578	1810951417	1	91457	219	1810954776	1	91457	1211	1810953784	3	91455	3132	1810951863	0	91458	1547	1810953448	0	91458	810	1810954185	2.58056720518047	23.1840782507788	23.1840782507788	1.47211123691093e-06	6.35125789423918e-06
chr15	42744351	42921809	-	TTBK2	15	64046	4	177454	3576	1810865419	0	177458	220	1810868775	2	177456	1210	1810867785	2	177456	3133	1810865862	1	177457	1546	1810867449	0	177458	810	1810868185	2.16916443221765	23.0957385411602	23.0957385411602	1.54131926954904e-06	6.61460160023782e-06
chr6	34791014	34883138	+	UHRF1BP1	6	29964	5	92119	3575	1810950754	0	92124	220	1810954109	0	92124	1212	1810953117	1	92123	3134	1810951195	1	92123	1546	1810952783	0	92124	810	1810953519	2.57331106087036	23.0902221674332	23.0902221674332	1.54574767052829e-06	6.62775126516012e-06
chr19	54572878	54587395	+	LILRA2	19	82245	2	14515	3578	1811028358	0	14517	220	1811031716	0	14517	1212	1811030724	2	14515	3133	1811028803	0	14517	1547	1811030389	0	14517	810	1811031126	3.86131488757381	23.0571298872819	23.0571298872819	1.57258249045e-06	6.73686573069322e-06
chr7	30581147	30595740	-	GARS1-DT	7	33822	1	14592	3579	1811028281	0	14593	220	1811031640	0	14593	1212	1811030648	1	14592	3134	1811028726	1	14592	1546	1811030314	1	14592	809	1811031051	3.85609291487102	23.0162358905072	23.0162358905072	1.6063902030794e-06	6.86958063957722e-06
chr11	2608327	2700994	-	KCNQ1OT1	11	47958	4	92663	3576	1810950210	0	92667	220	1810953566	1	92666	1211	1810952575	2	92665	3133	1810950653	0	92667	1547	1810952239	0	92667	810	1810952976	2.56743372876376	23.0142371899565	23.0142371899565	1.60806112048384e-06	6.87067803281486e-06
chr19	3141575	3156175	-	AC005264.1	19	77782	1	14599	3579	1811028274	0	14600	220	1811031633	0	14600	1212	1811030641	2	14598	3133	1811028720	1	14599	1546	1811030307	0	14600	810	1811031043	3.85561327987194	23.0124815871823	23.0124815871823	1.60953024574972e-06	6.87091206841139e-06
chr1	26110836	26125543	+	PDIK1L	1	1334	1	14706	3579	1811028167	0	14707	220	1811031526	1	14706	1211	1811030535	1	14706	3134	1811028612	0	14707	1547	1811030199	1	14706	809	1811030937	3.84831074272246	22.955304198782	22.955304198782	1.65812057240089e-06	7.06592082519607e-06
chr19	17308562	17323298	+	DDA1	19	79096	1	14735	3579	1811028138	0	14736	220	1811031497	1	14735	1211	1811030506	2	14734	3133	1811028584	0	14736	1547	1811030170	0	14736	810	1811030907	3.84634068724279	22.9398811354185	22.9398811354185	1.67147750962382e-06	7.11036579838224e-06
chr20	36892931	36952643	-	SAMHD1	20	83974	1	59711	3579	1810983162	0	59712	220	1810986521	1	59711	1211	1810985530	2	59710	3133	1810983608	1	59711	1546	1810985195	1	59711	809	1810985932	2.85269132147288	22.9213900853647	22.9213900853647	1.68763377683678e-06	7.16028374486733e-06
chr22	30047624	30081438	-	HORMAD2-AS1	22	87294	1	33813	3579	1811009060	0	33814	220	1811012419	1	33813	1211	1811011428	1	33813	3134	1811009505	1	33813	1546	1811011093	1	33813	809	1811011830	3.23895815788635	22.7792679090635	22.7792679090635	1.81715462654886e-06	7.6608471343244e-06
chr11	33039030	33072848	+	TCP11L1	11	49026	1	33817	3579	1811009056	0	33818	220	1811012415	1	33817	1211	1811011424	1	33817	3134	1811009501	1	33817	1546	1811011089	1	33817	809	1811011826	3.23883986432198	22.7781319480273	22.7781319480273	1.81822905431783e-06	7.6608471343244e-06
chr15	43333937	43349077	+	ADAL	15	64075	1	15139	3579	1811027734	0	15140	220	1811031093	0	15140	1212	1811030101	1	15139	3134	1811028179	1	15139	1546	1811029767	1	15139	809	1811030504	3.8192919742037	22.7281833508168	22.7281833508168	1.86610743579951e-06	7.85576249836572e-06
