chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr3	149517234	149704273	-	WWTR1	3	18586	2	187037	3917	1810855497	0	187039	3998	1810855416	0	187039	4533	1810854881	1	187038	3085	1810856329	0	187039	13955	1810845459	0	187039	7261	1810852153	0	187039	14529	1810844885	12.5266059913581	7.16533345053904	7.16533345053904	0.00743258731169272	0.0843920307351531
chr13	66302833	67231336	-	PCDH9	13	58934	1	928502	3918	1810114032	0	928503	3998	1810113952	1	928502	4532	1810113418	1	928502	3085	1810114865	9	928494	13946	1810104004	5	928498	7256	1810110694	13	928490	14516	1810103434	-1.36454120238987	7.15257863327861	-7.15257863327861	0.00748562845671863	0.0848053742833291
chr16	233820	266096	+	FAM234A	16	66426	0	32276	3919	1811010258	0	32276	3998	1811010179	1	32275	4532	1811009645	0	32276	3086	1811011091	5	32271	13950	1811000227	3	32273	7258	1811006919	9	32267	14520	1810999657	-2.00053774161733	6.93805922660977	-6.93805922660977	0.00843806180916407	0.0944979774853948
chr1	167935707	168075834	+	DCAF6	1	6110	1	140126	3918	1810902408	0	140127	3998	1810902328	0	140127	4533	1810901793	0	140127	3086	1810903240	3	140124	13952	1810892374	5	140122	7256	1810899070	9	140118	14520	1810891806	-2.00040855878407	6.93718554615043	-6.93718554615043	0.0084421844149094	0.0944979774853948
chr18	9136562	9283759	+	ANKRD12	18	75813	0	147197	3919	1810895337	1	147196	3997	1810895259	0	147197	4533	1810894723	0	147197	3086	1810896170	6	147191	13949	1810885307	4	147193	7257	1810891999	7	147190	14522	1810884734	-2.00040670203525	6.93716766708531	-6.93716766708531	0.00844226880175181	0.0944979774853948
chr18	25061923	25353166	-	ZNF521	18	76166	1	291242	3918	1810751292	0	291243	3998	1810751212	0	291243	4533	1810750677	0	291243	3086	1810752124	7	291236	13948	1810741262	3	291240	7258	1810747952	7	291236	14522	1810740688	-2.00038850075421	6.93704878119752	-6.93704878119752	0.00844282994950085	0.0944979774853948
chr1	107571588	107966009	-	VAV3	1	3938	0	394421	3919	1810648113	0	394421	3998	1810648034	0	394421	4533	1810647499	1	394420	3085	1810648947	10	394411	13945	1810638087	2	394419	7259	1810644773	5	394416	14524	1810637508	-2.00038363511973	6.93701500492171	-6.93701500492171	0.00844298938229104	0.0944979774853948
chr18	49043668	49461665	-	DYM	18	76654	0	417997	3919	1810624537	0	417997	3998	1810624458	0	417997	4533	1810623923	1	417996	3085	1810625371	7	417990	13948	1810614508	4	417993	7257	1810621199	6	417991	14523	1810613933	-2.00038286045538	6.93700866168365	-6.93700866168365	0.00844301932436498	0.0944979774853948
chr10	19815431	20289856	+	PLXDC2	10	44673	0	474425	3919	1810568109	0	474425	3998	1810568030	0	474425	4533	1810567495	1	474424	3085	1810568943	6	474419	13949	1810558079	2	474423	7259	1810564769	9	474416	14520	1810557508	-2.0003813189745	6.93700133915991	-6.93700133915991	0.00844305388910971	0.0944979774853948
chr13	34941318	35672735	+	NBEA	13	58293	1	731416	3918	1810311118	0	731417	3998	1810311038	0	731417	4533	1810310503	0	731417	3086	1810311950	6	731411	13949	1810301087	5	731412	7256	1810307780	6	731411	14523	1810300513	-2.00037730659127	6.93697215267457	-6.93697215267457	0.0084431916604556	0.0944979774853948
chr20	2872682	3038674	+	PTPRA	20	83003	1	165991	3918	1810876543	0	165992	3998	1810876463	1	165991	4532	1810875929	0	165992	3086	1810877375	10	165982	13945	1810866516	4	165988	7257	1810873204	8	165984	14521	1810865940	-1.56516858288749	6.89140825951472	-6.89140825951472	0.00866110087769312	0.0966723601685662
chr2	213283463	214410501	+	SPAG16	2	13730	2	1127036	3917	1809915498	0	1127038	3998	1809915417	4	1127034	4529	1809914886	3	1127035	3083	1809916332	1	1127037	13954	1809905461	0	1127038	7261	1809912154	4	1127034	14525	1809904890	1.42148154323144	6.85693092993461	6.85693092993461	0.00882980818239099	0.0982859060213627
chr12	46382660	46876725	+	AC008014.1	12	54484	1	494064	3918	1810548470	2	494063	3996	1810548392	5	494060	4528	1810547860	1	494064	3085	1810549303	0	494065	13955	1810538433	1	494064	7260	1810545128	4	494061	14525	1810537863	1.42148220445956	6.85691928002052	6.85691928002052	0.00882986575364875	0.0982859060213627
chr12	80443234	80680273	+	PTPRQ	12	56079	2	237037	3917	1810805497	1	237038	3997	1810805417	1	237038	4532	1810804882	2	237037	3084	1810806330	0	237039	13955	1810795459	0	237039	7261	1810802153	2	237037	14527	1810794887	1.93220090562215	6.77740933722816	6.77740933722816	0.00923187870132958	0.100901620378671
chr2	8852689	9004684	-	MBOAT2	2	8685	0	151995	3919	1810890539	1	151994	3997	1810890461	3	151992	4530	1810889928	2	151993	3084	1810891374	2	151993	13953	1810880505	0	151995	7261	1810887197	0	151995	14529	1810879929	1.9322028724272	6.77740568504669	6.77740568504669	0.0092318975914738	0.100901620378671
chr3	70954714	71131941	-	FOXP1	3	16971	2	177225	3917	1810865309	0	177227	3998	1810865228	1	177226	4532	1810864694	3	177224	3083	1810866143	2	177225	13953	1810855273	0	177227	7261	1810861965	0	177227	14529	1810854697	1.93220209195392	6.77740498166531	6.77740498166531	0.00923190122957129	0.100901620378671
chr19	47607195	47703277	+	BICRA	19	81266	4	96078	3915	1810946456	0	96082	3998	1810946373	1	96081	4532	1810945839	1	96081	3085	1810947286	2	96080	13953	1810936418	0	96082	7261	1810943110	0	96082	14529	1810935842	1.93220606283325	6.7774024028331	6.7774024028331	0.00923191456807038	0.100901620378671
chr11	120384293	120489034	+	ARHGEF12	11	52521	2	104739	3917	1810937795	0	104741	3998	1810937714	1	104740	4532	1810937180	3	104738	3083	1810938629	1	104740	13954	1810927758	0	104741	7261	1810934451	1	104740	14528	1810927184	1.93220534586365	6.77740076417103	6.77740076417103	0.00923192304373577	0.100901620378671
chr2	19910259	19991131	-	WDR35	2	8934	1	80871	3918	1810961663	2	80870	3996	1810961585	1	80871	4532	1810961049	2	80870	3084	1810962497	0	80872	13955	1810951626	1	80871	7260	1810958321	1	80871	14528	1810951053	1.93220769405058	6.77739560627379	6.77739560627379	0.00923194972202235	0.100901620378671
chr19	49156791	49211836	+	TRPM4	19	81455	2	55043	3917	1810987491	2	55043	3996	1810987412	2	55043	4531	1810986877	0	55045	3086	1810988322	0	55045	13955	1810977453	1	55044	7260	1810984148	1	55044	14528	1810976880	1.93221252887807	6.77738910308108	6.77738910308108	0.00923198335871789	0.100901620378671
chr21	46235132	46287297	-	MCM3AP	21	86405	3	52162	3916	1810990372	2	52163	3996	1810990292	0	52165	4533	1810989755	1	52164	3085	1810991203	2	52163	13953	1810980335	0	52165	7261	1810987027	0	52165	14529	1810979759	1.9322133647555	6.77738671703264	6.77738671703264	0.00923199570019284	0.100901620378671
chr17	42700274	42746040	-	EZH1	17	73010	0	45766	3919	1810996768	1	45765	3997	1810996690	3	45763	4530	1810996157	2	45764	3084	1810997603	2	45764	13953	1810986734	0	45766	7261	1810993426	0	45766	14529	1810986158	1.93221559844447	6.77738623251207	6.77738623251207	0.00923199820630427	0.100901620378671
chr1	1541672	1575863	-	SSU72	1	173	1	34190	3918	1811008344	3	34188	3995	1811008267	2	34189	4531	1811007731	0	34191	3086	1811009176	1	34190	13954	1810998308	0	34191	7261	1811005001	1	34190	14528	1810997734	1.93222176304181	6.77737131691538	6.77737131691538	0.00923207535537818	0.100901620378671
chr19	55229778	55260017	-	PPP6R1	19	82356	1	30238	3918	1811012296	2	30237	3996	1811012218	3	30236	4530	1811011684	0	30239	3086	1811013128	0	30239	13955	1811002259	1	30238	7260	1811008954	1	30238	14528	1811001686	1.93222494859346	6.77736501768231	6.77736501768231	0.00923210793757812	0.100901620378671
chr2	112644938	112663825	+	SLC20A1	2	11520	3	18884	3916	1811023650	0	18887	3998	1811023568	2	18885	4531	1811023035	1	18886	3085	1811024481	0	18887	13955	1811013611	1	18886	7260	1811020306	1	18886	14528	1811013038	1.93224151395059	6.77733623213135	6.77733623213135	0.00923225682967488	0.100901620378671
chr6	30699806	30718281	-	MDC1	6	29452	3	18472	3916	1811024062	2	18473	3996	1811023982	0	18475	4533	1811023445	1	18474	3085	1811024893	1	18474	13954	1811014024	0	18475	7261	1811020717	1	18474	14528	1811013450	1.93224249801455	6.77733489382081	6.77733489382081	0.00923226375209185	0.100901620378671
chr7	100335122	100352211	+	STAG3L5P-PVRIG2P-PILRB	7	35503	0	17089	3919	1811025445	2	17087	3996	1811025368	3	17086	4530	1811024834	1	17088	3085	1811026279	2	17087	13953	1811015411	0	17089	7261	1811022103	0	17089	14529	1811014835	1.93224615675103	6.77732996107079	6.77732996107079	0.00923228926680797	0.100901620378671
chr19	796074	812327	+	PTBP1	19	77471	0	16253	3919	1811026281	1	16252	3997	1811026203	4	16249	4529	1811025671	1	16252	3085	1811027115	1	16252	13954	1811016246	0	16253	7261	1811022939	1	16252	14528	1811015672	1.93224866534027	6.77732154214755	6.77732154214755	0.00923233281396896	0.100901620378671
chr2	231055863	231172824	+	PSMD1	2	14257	2	116959	3917	1810925575	2	116959	3996	1810925496	2	116959	4531	1810924961	2	116959	3084	1810926408	2	116959	13953	1810915539	0	116961	7261	1810922231	2	116959	14527	1810914965	1.52681081605885	6.71925807115622	6.71925807115622	0.00953772959921639	0.103346082207088
chr3	197790263	197883813	+	LRCH3	3	20026	3	93547	3916	1810948987	3	93547	3995	1810948908	2	93548	4531	1810948372	0	93550	3086	1810949817	2	93548	13953	1810938950	1	93549	7260	1810945643	1	93549	14528	1810938375	1.52681224241012	6.71925150952302	6.71925150952302	0.00953776469006096	0.103346082207088
chr17	1344539	1401220	-	YWHAE	17	70500	4	56677	3915	1810985857	1	56680	3997	1810985775	2	56679	4531	1810985241	1	56680	3085	1810986687	0	56681	13955	1810975817	3	56678	7258	1810982514	1	56680	14528	1810975244	1.52681687795741	6.71921362867579	6.71921362867579	0.00953796727497402	0.103346082207088
chr20	13994368	16053197	+	MACROD2	20	83263	1	2058828	3918	1808983706	2	2058827	3996	1808983628	3	2058826	4530	1808983094	1	2058828	3085	1808984539	1	2058828	13954	1808973670	1	2058828	7260	1808980364	1	2058828	14528	1808973096	1.68091974685216	6.66791139869019	6.66791139869019	0.00981641602748118	0.105750743762875
chr11	575520	611964	+	PHRF1	11	47739	0	36444	3919	1811006090	1	36443	3997	1811006012	3	36441	4530	1811005479	3	36441	3083	1811006926	0	36444	13955	1810996054	1	36443	7260	1811002749	2	36442	14527	1810995482	1.68093995702511	6.66782551375218	6.66782551375218	0.00981688909629874	0.105750743762875
chr16	30477179	30490353	-	AC116348.5	16	68269	0	13174	3919	1811029360	0	13174	3998	1811029281	0	13174	4533	1811028746	0	13174	3086	1811030193	1	13173	13954	1811019325	4	13170	7257	1811026022	4	13170	14525	1811018754	-11.6714001714094	6.49788723792881	-6.49788723792881	0.0108002758568374	0.111284614946484
chr6	33064568	33081710	-	HLA-DPA1	6	29823	0	17142	3919	1811025392	0	17142	3998	1811025313	0	17142	4533	1811024778	0	17142	3086	1811026225	5	17137	13950	1811015361	2	17140	7259	1811022052	2	17140	14527	1811014784	-11.67132476637	6.49767858465202	-6.49767858465202	0.010801543441703	0.111284614946484
chr4	69841211	69861145	-	SULT1E1	4	21433	0	19934	3919	1811022600	0	19934	3998	1811022521	0	19934	4533	1811021986	0	19934	3086	1811023433	2	19932	13953	1811012566	3	19931	7258	1811019261	4	19930	14525	1811011994	-11.6712897026959	6.4975786448922	-6.4975786448922	0.0108021506375584	0.111284614946484
chr9	137007233	137029237	-	ABCA2	9	44012	0	22004	3919	1811020530	0	22004	3998	1811020451	0	22004	4533	1811019916	0	22004	3086	1811021363	3	22001	13952	1811010497	2	22002	7259	1811017190	4	22000	14525	1811009924	-11.6712694507254	6.49752372736111	-6.49752372736111	0.0108024843104328	0.111284614946484
chr21	17793246	17820386	-	C21orf91	21	85423	0	27140	3919	1811015394	0	27140	3998	1811015315	0	27140	4533	1811014780	0	27140	3086	1811016227	6	27134	13949	1811005364	2	27138	7259	1811012054	1	27139	14528	1811004785	-11.6712325443446	6.49741556262597	-6.49741556262597	0.0108031415383775	0.111284614946484
chr19	38263575	38292451	+	SPINT2	19	80304	0	28876	3919	1811013658	0	28876	3998	1811013579	0	28876	4533	1811013044	0	28876	3086	1811014491	7	28869	13948	1811003629	0	28876	7261	1811010316	2	28874	14527	1811003050	-11.6712230385887	6.49739341624081	-6.49739341624081	0.0108032761087653	0.111284614946484
chr8	12722970	12755342	-	LONRF1	8	37663	0	32372	3919	1811010162	0	32372	3998	1811010083	0	32372	4533	1811009548	0	32372	3086	1811010995	3	32369	13952	1811000129	1	32371	7260	1811006821	5	32367	14524	1810999557	-11.6712069896474	6.49734508991242	-6.49734508991242	0.0108035697650403	0.111284614946484
chr4	94252293	94289704	+	SMARCAD1	4	22083	0	37411	3919	1811005123	0	37411	3998	1811005044	0	37411	4533	1811004509	0	37411	3086	1811005956	3	37408	13952	1810995090	3	37408	7258	1811001784	3	37408	14526	1810994516	-11.6711891348844	6.49729611747898	-6.49729611747898	0.0108038673557431	0.111284614946484
chr9	104093563	104139651	+	SMC2	9	42734	0	46088	3919	1810996446	0	46088	3998	1810996367	0	46088	4533	1810995832	0	46088	3086	1810997279	3	46085	13952	1810986413	2	46086	7259	1810993106	4	46084	14525	1810985840	-11.6711675396653	6.4972348313313	-6.4972348313313	0.0108042397850182	0.111284614946484
chr3	183634622	183684519	+	KLHL24	3	19403	0	49897	3919	1810992637	0	49897	3998	1810992558	0	49897	4533	1810992023	0	49897	3086	1810993470	4	49893	13951	1810982605	2	49895	7259	1810989297	3	49894	14526	1810982030	-11.6711604320911	6.49721985054202	-6.49721985054202	0.0108043308236534	0.111284614946484
chr12	67268357	67319953	+	CAND1	12	55772	0	51596	3919	1810990938	0	51596	3998	1810990859	0	51596	4533	1810990324	0	51596	3086	1810991771	2	51594	13953	1810980904	2	51594	7259	1810987598	5	51591	14524	1810980333	-11.6711576002099	6.49720944254659	-6.49720944254659	0.0108043940737681	0.111284614946484
chr16	85800	139512	-	NPRL3	16	66408	0	53712	3919	1810988822	0	53712	3998	1810988743	0	53712	4533	1810988208	0	53712	3086	1810989655	6	53706	13949	1810978792	1	53711	7260	1810985481	2	53710	14527	1810978214	-11.6711543237886	6.49719836353324	-6.49719836353324	0.0108044614021228	0.111284614946484
chr5	122774202	122829755	+	SNX2	5	26347	0	55553	3919	1810986981	0	55553	3998	1810986902	0	55553	4533	1810986367	0	55553	3086	1810987814	4	55549	13951	1810976949	1	55552	7260	1810983640	4	55549	14525	1810976375	-11.6711516762281	6.49719007336535	-6.49719007336535	0.0108045117826454	0.111284614946484
chr12	121131875	121188032	+	P2RX7	12	57290	0	56157	3919	1810986377	0	56157	3998	1810986298	0	56157	4533	1810985763	0	56157	3086	1810987210	3	56154	13952	1810976344	3	56154	7258	1810983038	3	56154	14526	1810975770	-11.671150845428	6.49718794971705	-6.49718794971705	0.0108045246883952	0.111284614946484
chr7	37682871	37741374	+	GPR141	7	34000	0	58503	3919	1810984031	0	58503	3998	1810983952	0	58503	4533	1810983417	0	58503	3086	1810984864	6	58497	13949	1810974001	0	58503	7261	1810980689	3	58500	14526	1810973424	-11.6711477812331	6.49717987538315	-6.49717987538315	0.0108045737575559	0.111284614946484
chr5	119475628	119542252	+	HSD17B4	5	26302	0	66624	3919	1810975910	0	66624	3998	1810975831	0	66624	4533	1810975296	0	66624	3086	1810976743	4	66620	13951	1810965878	3	66621	7258	1810972571	2	66622	14527	1810965302	-11.6711388405605	6.49715969385579	-6.49715969385579	0.0108046964052808	0.111284614946484
chr11	95165512	95232202	-	SESN3	11	51711	0	66690	3919	1810975844	0	66690	3998	1810975765	0	66690	4533	1810975230	0	66690	3086	1810976677	4	66686	13951	1810965812	1	66689	7260	1810972503	4	66686	14525	1810965238	-11.6711387768195	6.49715876509436	-6.49715876509436	0.0108047020496093	0.111284614946484
chr10	5691815	5763728	+	TASOR2	10	44303	0	71913	3919	1810970621	0	71913	3998	1810970542	0	71913	4533	1810970007	0	71913	3086	1810971454	3	71910	13952	1810960588	2	71911	7259	1810967281	4	71909	14525	1810960015	-11.6711341035539	6.49713994166814	-6.49713994166814	0.0108048164451935	0.111284614946484
chr3	88058254	88144660	+	ZNF654	3	17170	0	86406	3919	1810956128	0	86406	3998	1810956049	0	86406	4533	1810955514	0	86406	3086	1810956961	4	86402	13951	1810946096	2	86404	7259	1810952788	3	86403	14526	1810945521	-11.6711240949231	6.49711540061981	-6.49711540061981	0.0108049655903412	0.111284614946484
chr20	63743665	63832214	-	ZBTB46	20	85088	0	88549	3919	1810953985	0	88549	3998	1810953906	0	88549	4533	1810953371	0	88549	3086	1810954818	5	88544	13950	1810943954	1	88548	7260	1810950644	3	88546	14526	1810943378	-11.6711228930416	6.49711016309448	-6.49711016309448	0.0108049974210188	0.111284614946484
chr4	67612651	67702155	-	UBA6	4	21383	0	89504	3919	1810953030	0	89504	3998	1810952951	0	89504	4533	1810952416	0	89504	3086	1810953863	6	89498	13949	1810943000	1	89503	7260	1810949689	2	89502	14527	1810942422	-11.6711223759785	6.49710953445174	-6.49710953445174	0.0108050012415556	0.111284614946484
chr3	88055425	88150885	-	CGGBP1	3	17169	0	95460	3919	1810947074	0	95460	3998	1810946995	0	95460	4533	1810946460	0	95460	3086	1810947907	4	95456	13951	1810937042	2	95458	7259	1810943734	3	95457	14526	1810936467	-11.6711193846938	6.49710114416666	-6.49710114416666	0.0108050522331192	0.111284614946484
chr1	111618782	111716691	+	RAP1A	1	4202	0	97909	3919	1810944625	0	97909	3998	1810944546	0	97909	4533	1810944011	0	97909	3086	1810945458	4	97905	13951	1810934593	1	97908	7260	1810941284	4	97905	14525	1810934019	-11.6711182603182	6.49709349102341	-6.49709349102341	0.0108050987449535	0.111284614946484
chr5	128082847	128188442	+	SLC12A2	5	26460	0	105595	3919	1810936939	0	105595	3998	1810936860	0	105595	4533	1810936325	0	105595	3086	1810937772	4	105591	13951	1810926907	2	105593	7259	1810933599	3	105592	14526	1810926332	-11.671115070242	6.49709015176632	-6.49709015176632	0.0108051190392899	0.111284614946484
chr18	31829179	31944128	-	TRAPPC8	18	76272	0	114949	3919	1810927585	0	114949	3998	1810927506	0	114949	4533	1810926971	0	114949	3086	1810928418	4	114945	13951	1810917553	2	114947	7259	1810924245	3	114946	14526	1810916978	-11.6711117633851	6.49708273774013	-6.49708273774013	0.0108051640981772	0.111284614946484
chr6	75600508	75715904	+	SENP6	6	30973	0	115396	3919	1810927138	0	115396	3998	1810927059	0	115396	4533	1810926524	0	115396	3086	1810927971	3	115393	13952	1810917105	3	115393	7258	1810923799	3	115393	14526	1810916531	-11.6711116187836	6.49708136473782	-6.49708136473782	0.0108051724426464	0.111284614946484
chr5	87267943	87391099	+	RASA1	5	25731	0	123156	3919	1810919378	0	123156	3998	1810919299	0	123156	4533	1810918764	0	123156	3086	1810920211	4	123152	13951	1810909346	1	123155	7260	1810916037	4	123152	14525	1810908772	-11.6711092757298	6.49707359215245	-6.49707359215245	0.0108052196809285	0.111284614946484
chr17	29559546	29707090	+	ABHD15-AS1	17	72083	0	147544	3919	1810894990	0	147544	3998	1810894911	0	147544	4533	1810894376	0	147544	3086	1810895823	2	147542	13953	1810884956	3	147541	7258	1810891651	4	147540	14525	1810884384	-11.671103516477	6.49705532798544	-6.49705532798544	0.0108053306831642	0.111284614946484
chr12	76351796	76560535	-	OSBPL8	12	56022	0	208739	3919	1810833795	0	208739	3998	1810833716	0	208739	4533	1810833181	0	208739	3086	1810834628	3	208736	13952	1810823762	2	208737	7259	1810830455	4	208735	14525	1810823189	-11.6710949901842	6.49703166889958	-6.49703166889958	0.0108054744752784	0.111284614946484
chr2	166887486	167259749	+	XIRP2	2	12555	0	372263	3919	1810670271	0	372263	3998	1810670192	0	372263	4533	1810669657	0	372263	3086	1810671104	4	372259	13951	1810660239	2	372261	7259	1810666931	3	372260	14526	1810659664	-11.6710859597262	6.4970084677916	-6.4970084677916	0.0108056154858602	0.111284614946484
chr16	58748637	59108974	+	AC106793.1	16	69052	0	360337	3919	1810682197	0	360337	3998	1810682118	0	360337	4533	1810681583	0	360337	3086	1810683030	2	360335	13953	1810672163	2	360335	7259	1810678857	5	360332	14524	1810671592	-11.6710863412623	6.49700545216911	-6.49700545216911	0.0108056338142046	0.111284614946484
chr3	19147509	19535642	+	KCNH8	3	15320	0	388133	3919	1810654401	0	388133	3998	1810654322	0	388133	4533	1810653787	0	388133	3086	1810655234	5	388128	13950	1810644370	2	388131	7259	1810651061	2	388131	14527	1810643793	-11.6710854883737	6.49700397253037	-6.49700397253037	0.0108056428071618	0.111284614946484
chr6	156775019	157210779	+	ARID1B	6	32588	0	435760	3919	1810606774	0	435760	3998	1810606695	0	435760	4533	1810606160	0	435760	3086	1810607607	2	435758	13953	1810596740	4	435756	7257	1810603436	3	435757	14526	1810596167	-11.6710842799105	6.49700240720995	-6.49700240720995	0.0108056523208838	0.111284614946484
chr9	70535943	71447835	-	TRPM3	9	42045	0	911892	3919	1810130642	0	911892	3998	1810130563	0	911892	4533	1810130028	0	911892	3086	1810131475	2	911890	13953	1810120608	2	911890	7259	1810127302	5	911887	14524	1810120037	-11.6710791369843	6.49698889814317	-6.49698889814317	0.0108057344267989	0.111284614946484
chr16	72782884	73892871	-	ZFHX3	16	69655	0	1109987	3919	1809932547	0	1109987	3998	1809932468	0	1109987	4533	1809931933	0	1109987	3086	1809933380	3	1109984	13952	1809922514	2	1109985	7259	1809929207	4	1109983	14525	1809921941	-11.6710782966235	6.49698421894573	-6.49698421894573	0.0108057628663506	0.111284614946484
chr22	50342330	50444374	+	PPP6R2	22	88337	3	102041	3916	1810940493	1	102043	3997	1810940412	1	102043	4532	1810939877	4	102040	3082	1810941327	13	102031	13942	1810930467	10	102034	7251	1810937158	25	102019	14504	1810929905	-0.841620699614023	6.42782057635486	-6.42782057635486	0.0112346351366555	0.115469125586985
chr19	8443989	8489110	+	HNRNPM	19	78255	2	45119	3917	1810997415	0	45121	3998	1810997334	0	45121	4533	1810996799	0	45121	3086	1810998246	7	45114	13948	1810987384	2	45119	7259	1810994073	12	45109	14517	1810986815	-1.51872347608583	6.34800346707925	-6.34800346707925	0.0117513477812725	0.12001553430716
chr19	29941238	30016612	+	URI1	19	79664	1	75373	3918	1810967161	0	75374	3998	1810967081	1	75373	4532	1810966547	0	75374	3086	1810967993	10	75364	13945	1810957134	4	75370	7257	1810963822	7	75367	14522	1810956557	-1.51866564786537	6.34755655727349	-6.34755655727349	0.0117543086291941	0.12001553430716
chr13	37009499	37052646	-	SUPT20H	13	58342	0	43147	3919	1810999387	0	43147	3998	1810999308	1	43146	4532	1810998774	0	43147	3086	1811000220	7	43140	13948	1810989358	4	43143	7257	1810996049	5	43142	14524	1810988782	-1.93983511390094	6.33332238066942	-6.33332238066942	0.0118490141010629	0.12001553430716
chr12	1690069	1788674	+	ADIPOR2	12	53069	0	98605	3919	1810943929	0	98605	3998	1810943850	1	98604	4532	1810943316	0	98605	3086	1810944762	10	98595	13945	1810933903	3	98602	7258	1810940590	3	98602	14526	1810933322	-1.9397688457732	6.33290449413471	-6.33290449413471	0.0118518062700638	0.12001553430716
chr17	78674047	78783272	-	CYTH1	17	75103	1	109224	3918	1810933310	0	109225	3998	1810933230	0	109225	4533	1810932695	0	109225	3086	1810934142	5	109220	13950	1810923278	3	109222	7258	1810929970	8	109217	14521	1810922707	-1.9397638329918	6.33287470974028	-6.33287470974028	0.0118520053045708	0.12001553430716
chr17	39261459	39403523	-	FBXL20	17	72634	0	142064	3919	1810900470	0	142064	3998	1810900391	1	142063	4532	1810899857	0	142064	3086	1810901303	5	142059	13950	1810890439	3	142061	7258	1810897131	8	142056	14521	1810889868	-1.93975307439637	6.33280379022472	-6.33280379022472	0.0118524792387427	0.12001553430716
chr12	62259403	62416389	+	USP15	12	55629	1	156985	3918	1810885549	0	156986	3998	1810885469	0	156986	4533	1810884934	0	156986	3086	1810886381	6	156980	13949	1810875518	1	156985	7260	1810882207	9	156977	14520	1810874947	-1.93974967302932	6.33278237143531	-6.33278237143531	0.0118526223780109	0.12001553430716
chr6	119177204	119350761	-	MAN1A1	6	31736	1	173556	3918	1810868978	0	173557	3998	1810868898	0	173557	4533	1810868363	0	173557	3086	1810869810	8	173549	13947	1810858949	3	173554	7258	1810865638	5	173552	14524	1810858372	-1.93974658119774	6.33276461181231	-6.33276461181231	0.0118527410648434	0.12001553430716
chr4	156763089	156971903	-	PDGFC	4	23391	0	208814	3919	1810833720	0	208814	3998	1810833641	1	208813	4532	1810833107	0	208814	3086	1810834553	9	208805	13946	1810823693	3	208811	7258	1810830381	4	208810	14525	1810823114	-1.93974163566371	6.33273181901313	-6.33273181901313	0.0118529602209831	0.12001553430716
chr5	107859052	108382109	-	FBXL17	5	26094	0	523057	3919	1810519477	0	523057	3998	1810519398	1	523056	4532	1810518864	0	523057	3086	1810520310	6	523051	13949	1810509447	3	523054	7258	1810516138	7	523050	14522	1810508874	-1.93972700915323	6.33264019712806	-6.33264019712806	0.0118535725572988	0.12001553430716
chr17	29625937	29931228	-	SSH2	17	72099	0	305291	3919	1810737243	2	305289	3996	1810737166	3	305288	4530	1810736632	1	305290	3085	1810738077	10	305281	13945	1810727217	10	305281	7251	1810733911	17	305274	14512	1810726650	-0.986588526872045	6.28799573890865	-6.28799573890865	0.01215584351263	0.122952143828125
chr1	1785285	1892087	-	GNB1	1	212	1	106801	3918	1810935733	1	106801	3997	1810935654	1	106801	4532	1810935119	0	106802	3086	1810936565	11	106791	13944	1810925707	6	106796	7255	1810932396	8	106794	14521	1810925130	-1.28758629204083	6.1458140083123	-6.1458140083123	0.0131723519282833	0.132969896090445
chr17	2592653	2685615	+	PAFAH1B1	17	70601	3	92959	3916	1810949575	0	92962	3998	1810949493	0	92962	4533	1810948958	1	92961	3085	1810950406	12	92950	13943	1810939548	6	92956	7255	1810946236	11	92951	14518	1810938973	-1.14839405931569	6.11423551710323	-6.11423551710323	0.0134097398981577	0.135298964784333
chr17	44034327	44068619	-	LSM12	17	73169	2	34290	3917	1811008244	4	34288	3994	1811008167	3	34289	4530	1811007631	1	34291	3085	1811009076	3	34289	13952	1810998209	1	34291	7260	1811004901	3	34289	14526	1810997635	1.19038260651145	5.90299891820177	5.90299891820177	0.0151151275487321	0.139216422819562
chr9	137618012	137764757	+	EHMT1	9	44101	1	146744	3918	1810895790	3	146742	3995	1810895713	2	146743	4531	1810895177	0	146745	3086	1810896622	12	146733	13943	1810885765	7	146738	7254	1810892454	17	146728	14512	1810885196	-0.959197618341796	5.8705697292462	-5.8705697292462	0.0153960684054851	0.139216422819562
chr10	113853660	113917194	+	NHLRC2	10	47122	0	63534	3919	1810979000	0	63534	3998	1810978921	1	63533	4532	1810978387	1	63533	3085	1810979834	8	63526	13947	1810968972	5	63529	7256	1810975663	7	63527	14522	1810968397	-1.46985831697751	5.81172484671697	-5.81172484671697	0.0159196725502504	0.139216422819562
chr22	21769203	21868440	-	MAPK1	22	86832	0	99237	3919	1810943297	1	99236	3997	1810943219	1	99236	4532	1810942684	0	99237	3086	1810944130	8	99229	13947	1810933269	3	99234	7258	1810939958	9	99228	14520	1810932696	-1.46982339356761	5.81146773300134	-5.81146773300134	0.0159220001885362	0.139216422819562
chr1	27456197	27459582	+	FO393419.2	1	1438	0	3385	3919	1811039149	0	3385	3998	1811039070	0	3385	4533	1811038535	0	3385	3086	1811039982	3	3382	13952	1811029116	2	3383	7259	1811035809	3	3382	14526	1811028542	-11.5544328363759	5.7778184118215	-5.7778184118215	0.0162296733545836	0.139216422819562
