testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	time	group	V4	interaction	testStat	signedTestStat	pvalue	adjpvalue
23544	chr4	168356734	168481487	-	DDX60L	4	-8.47122654287647	0.274190527145312	-0.268121971357911	-0.334257300058713	0.538762914130033	0.339330619830434	0.339330619830434	0.560215855872534	1
80790	chr19	42976462	43171515	+	AC004784.1	19	-8.4713448323358	0.274243010212877	-0.267940116405322	0.176765605246061	-0.362599911054693	0.338988541465369	-0.338988541465369	0.560413637560545	1
11074	chr2	97756335	97996948	-	TMEM131	2	-8.47126283068226	0.274249833389369	-0.268093802569089	-0.334280318496994	0.431861597689999	0.338586152844073	0.338586152844073	0.560646460330862	1
49334	chr11	45932565	46122178	-	PHF21A	11	-8.47126312517347	0.274228007160948	-0.268142784525619	-0.168584274455786	0.277009468147586	0.338488268378569	0.338488268378569	0.560703124459403	1
74852	chr17	75941506	75980166	-	ACOX1	17	-8.47131724934256	0.2742454046565	-0.267946103929121	0.0463942705494228	-0.28018073415357	0.336129718874872	-0.336129718874872	0.562071786499015	1
66085	chr15	92899188	93022162	+	CHD2	15	-8.47132817728266	0.274264514933663	-0.267955749119003	0.0143627640839488	-0.187399419199107	0.335977878614358	-0.335977878614358	0.562160118780922	1
2453	chr1	45802611	46036122	+	MAST2	1	-8.47123275605939	0.274196854277408	-0.268135056213973	-0.334257414007906	0.534943305991299	0.334254496028734	0.334254496028734	0.563164561002483	1
42573	chr9	96500112	96620843	-	CDC14B	9	-8.47131105006406	0.274229893826739	-0.267952099757721	0.0672088337742448	-0.300979888273581	0.332971908559557	-0.332971908559557	0.563914338686469	1
12995	chr2	182147035	182428031	-	PDE1A	2	-8.47131105006403	0.274229893826977	-0.26795209975845	0.0672088337739991	-0.30097988827322	0.332971906093007	-0.332971906093007	0.56391434013022	1
41238	chr9	17134039	17503923	+	CNTLN	9	-8.4713223328678	0.274238823775308	-0.267957742461553	0.10414397349637	-0.33791549519049	0.331475423598022	-0.331475423598022	0.564791594052813	1
49319	chr11	45846117	45881233	+	CRY2	11	-8.47132233286596	0.27423882377463	-0.267957742461877	0.104143973495959	-0.337915495190159	0.331475412738655	-0.331475412738655	0.564791600428249	1
43008	chr9	115324931	115745330	-	AL691420.1	9	-8.47132233286694	0.274238823774854	-0.267957742461252	0.104143973496313	-0.33791549519056	0.33147539201309	-0.33147539201309	0.564791612596043	1
88945	chrX	28586445	29956718	+	IL1RAPL1	23	-8.4713187954195	0.274274601404624	-0.267988383939536	-0.0197098481436107	-0.196896641120664	0.329962595871621	-0.329962595871621	0.56568111380922	1
74257	chr17	63751769	63774570	-	CCDC47	17	-8.47128671780483	0.274251803986425	-0.268148407129915	-0.334258401971497	0.540305447486311	0.329918358129362	0.329918358129362	0.565707165718482	1
51543	chr11	89324352	89492375	-	NOX4	11	-8.47123053276822	0.27419459024853	-0.268082976442047	-0.334257373270193	0.533322703042789	0.328989924804773	0.328989924804773	0.56625446310973	1
26042	chr5	102864725	103031105	+	PAM	5	-8.47123053276819	0.274194590248507	-0.26808297644203	-0.334257373270193	0.533322703042796	0.32898992331684	0.32898992331684	0.566254463987666	1
27646	chr5	157477303	157576775	-	ADAM19	5	-8.47123053276853	0.274194590248622	-0.268082976441954	-0.334257373269983	0.533322703042555	0.328989916160936	0.328989916160936	0.566254468209917	1
48728	chr11	18468335	18527951	-	TSG101	11	-8.47123053276816	0.274194590248489	-0.268082976442029	-0.334257373270192	0.533322703042803	0.328989913534315	0.328989913534315	0.566254469759721	1
57779	chr12	131948941	132080460	+	EP400	12	-8.47123053276718	0.274194590247312	-0.268082976440391	-0.334257373269977	0.533322703042891	0.328989898353029	0.328989898353029	0.566254478717247	1
35531	chr7	100538202	100568220	+	AGFG2	7	-8.47123778899466	0.274224333634995	-0.26808926144846	-0.334279860430193	0.386570682507712	0.325234168962197	0.325234168962197	0.568478950317771	1
88580	chrX	10445309	10678739	-	MID1	23	-8.47134225228286	0.27422599745297	-0.267943675854708	0.211384285111263	-0.209964069224529	0.323762919113506	-0.323762919113506	0.569354995501522	1
7480	chr1	217426991	217632090	-	GPATCH2	1	-8.47136021057878	0.274277397483623	-0.267953332086506	0.10412781296223	-0.232226349839997	0.322429302010278	-0.322429302010278	0.570151367933184	1
63905	chr15	40978879	41117280	-	INO80	15	-8.47122968392397	0.274193725819279	-0.268148999426473	-0.334257357685193	0.524086608539662	0.320869547402253	0.320869547402253	0.571085546861898	1
43460	chr9	128551557	128633662	+	SPTAN1	9	-8.4713216148409	0.274277473390376	-0.267891481878497	-0.0197114732715962	-0.149018721662773	0.318436331897829	-0.318436331897829	0.572548870932336	1
33523	chr7	22934210	23015130	-	FAM126A	7	-8.47128061865748	0.274268407488317	-0.268108047569249	-0.168615928041149	0.273002719070501	0.314679828308726	0.314679828308726	0.574822553525515	1
17319	chr3	100749155	100994515	-	ABI3BP	3	-8.47115400753282	0.274116658167781	-0.268210063723448	-0.334255966424804	0.51543912003656	0.313789729196287	0.313789729196287	0.575363913607014	1
3760	chr1	97094922	97322955	+	DPYD-AS1	1	-8.47128828856347	0.274274347413624	-0.268108108899348	-0.15755507587161	0.270466625131465	0.313533218049997	0.313533218049997	0.575520111440471	1
3193	chr1	70144804	70206579	-	LRRC40	1	-8.47127371302315	0.274257242252631	-0.268090263478946	-0.204508464616243	0.317420908556724	0.313330729983136	0.313330729983136	0.57564347218156	1
54209	chr12	29500839	29784942	-	TMTC1	12	-8.47127371302312	0.274257242252647	-0.268090263479052	-0.204508464616268	0.317420908556777	0.313330728997244	0.313330728997244	0.575643472782318	1
67578	chr16	17101768	17471960	-	XYLT1	16	-8.47127621144373	0.274259786560227	-0.268096114605412	-0.204509467150659	0.308895732420566	0.312690894061234	0.312690894061234	0.576033620420695	1
61666	chr14	73643985	73703732	+	DNAL1	14	-8.47127621144482	0.274259786560549	-0.268096114605006	-0.204509467150313	0.308895732420275	0.312690886607015	0.312690886607015	0.576033624969053	1
34047	chr7	39622571	39708120	+	RALA	7	-8.47128387283526	0.27424890700391	-0.26809512669511	-0.334258349958522	0.540291274262	0.309888778356253	0.309888778356253	0.577748443397421	1
28306	chr5	179819904	179838078	+	SQSTM1	5	-8.47123422165765	0.274198346795326	-0.268111064514041	-0.334257440927546	0.516412667877901	0.308790121584025	0.308790121584025	0.578423565695668	1
40114	chr8	121638309	121904273	+	HAS2-AS1	8	-8.47127125521137	0.274258871529029	-0.268099972352076	-0.16861107380492	0.21165371791728	0.30607405434057	0.30607405434057	0.580099354429815	1
19105	chr3	170417867	170860380	+	AC026316.4	3	-8.47125165174251	0.274249182787906	-0.268123908391798	-0.151929849305181	0.256328528801773	0.305365559685015	0.305365559685015	0.580538085845411	1
66732	chr16	2046976	2089245	+	TSC2	16	-8.47135176291164	0.274243609456419	-0.26790106512588	0.14754606923524	-0.187537531236164	0.303606939363817	-0.303606939363817	0.581629979947758	1
81455	chr19	49156791	49211836	+	TRPM4	19	-8.47130116416725	0.274255573979556	-0.268113870584598	-0.0247086728099334	0.18236057235611	0.296375313682802	0.296375313682802	0.586163747555507	1
75426	chr17	82101469	82213813	-	CCDC57	17	-8.4712422902112	0.274251273705775	-0.268048004985622	-0.334302299284464	0.306179493095712	0.294788898936531	0.294788898936531	0.587167908612392	1
15471	chr3	29279981	30010391	+	RBMS3	3	-8.47132515125646	0.274285061434715	-0.267953422849877	-0.0357052788640666	-0.21398770957112	0.293950335406407	-0.293950335406407	0.587700112606642	1
19195	chr3	177019343	177198482	-	TBL1XR1	3	-8.47128825437993	0.274253368644977	-0.268104643927668	-0.334258430054932	0.524916214962968	0.293940892344835	0.293940892344835	0.587706111344945	1
48456	chr11	9778666	10295207	-	SBF2	11	-8.47131493920236	0.274271631731719	-0.267895324300449	-0.0291208257080373	-0.186907265478065	0.293031411696575	-0.293031411696575	0.588284447272927	1
119	chr1	1311584	1325687	-	INTS11	1	-8.47135215248792	0.274255377627576	-0.267888881736115	0.0499070904095857	-0.14593976961429	0.292921101357933	-0.292921101357933	0.588354672166139	1
33319	chr7	10972903	11169630	+	PHF14	7	-8.4713412246975	0.274258062916186	-0.267952971719187	0.104135913124201	-0.230635925168114	0.292849475783441	-0.292849475783441	0.588400279026296	1
13256	chr2	197452422	197475308	+	COQ10B	2	-8.47126859340835	0.274233575924705	-0.268069806461458	-0.168587109102104	0.271672524587405	0.292600945518643	0.292600945518643	0.58855858409657	1
43777	chr9	133406058	133419096	-	REXO4	9	-8.47126859340749	0.274233575924119	-0.268069806461223	-0.168587109101945	0.271672524587466	0.29260093467019	0.29260093467019	0.588558591008551	1
36903	chr7	148807382	148885291	-	EZH2	7	-8.47126859340851	0.274233575924767	-0.268069806461511	-0.168587109102088	0.271672524587397	0.292600934615621	0.292600934615621	0.58855859104332	1
41666	chr9	35736865	35750228	-	GBA2	9	-8.47134196974653	0.27427074089217	-0.267955954690007	0.0347846172253422	-0.157403990649451	0.290692257265619	-0.290692257265619	0.589777256740655	1
40122	chr8	121954639	122128184	-	AC037486.1	8	-8.47132993689744	0.274273141729233	-0.267979448668902	0.000814739255807384	-0.238290540810069	0.290176176400564	-0.290176176400564	0.590107654425852	1
18818	chr3	157259741	157504339	-	VEPH1	3	-8.47130058202444	0.274236407212676	-0.267939591784664	0.0143792020839475	-0.200232730653616	0.288669007695717	-0.288669007695717	0.591074726519476	1
48517	chr11	11840422	11959323	+	USP47	11	-8.47131083257528	0.274307041665141	-0.267941460406404	-0.0781087863383741	-0.148499196441847	0.286986547216657	-0.286986547216657	0.592158124802442	1
7415	chr1	213050232	213273464	+	RPS6KC1	1	-8.4712658539684	0.274249238861722	-0.268085120111664	-0.204505311043375	0.247689401019437	0.283123301003798	0.283123301003798	0.594661363842442	1
23519	chr4	165872236	166104457	+	TLL1	4	-8.47129097674989	0.274261987123213	-0.268090193920568	-0.135339198050645	0.197193878306322	0.283006452922564	0.283006452922564	0.594737417815122	1
84981	chr20	62877737	62938952	-	DIDO1	20	-8.47128884663779	0.274254201131761	-0.268089168954693	-0.168597607694445	0.281520112352255	0.281843472763285	0.281843472763285	0.59549547734083	1
75805	chr18	9101698	9134341	+	NDUFV2	18	-8.47128884663881	0.274254201132364	-0.268089168954494	-0.168597607694534	0.281520112352154	0.281843459364609	0.281843459364609	0.595495486085963	1
75806	chr18	9101735	9182524	+	AP005263.1	18	-8.47128884663881	0.274254201132364	-0.268089168954494	-0.168597607694534	0.281520112352154	0.281843459364609	0.281843459364609	0.595495486085963	1
77501	chr19	925034	975939	+	ARID3A	19	-8.47133860066184	0.274248303095257	-0.267950793843311	0.359141381541297	-0.411457916138611	0.281290106780943	-0.281290106780943	0.595856879232158	1
21160	chr4	53376838	54295272	+	AC058822.1	4	-8.47132394970972	0.274221279411914	-0.267931714201402	0.11880684561533	-0.147345019951665	0.279483625938155	-0.279483625938155	0.597039866421707	1
28473	chr6	1623805	2176991	-	GMDS	6	-8.47131835268462	0.274234770373062	-0.267950978321933	0.10414567172255	-0.289980745845832	0.279392620283033	-0.279392620283033	0.597099591455296	1
45807	chr10	72367326	72627191	-	MICU1	10	-8.47131835268349	0.274234770372368	-0.267950978321337	0.104145671722576	-0.28998074584616	0.279392615750112	-0.279392615750112	0.597099594430464	1
8066	chr1	235661040	235867906	-	LYST	1	-8.47130706988238	0.274225839870027	-0.267945334432987	0.0672114116968255	-0.253047318476269	0.278332895813946	-0.278332895813946	0.597795983382443	1
26822	chr5	138351684	138437027	+	KDM3B	5	-8.47125639326277	0.274259551118098	-0.26809234165521	-0.228059612795956	0.228345327746412	0.27776761023415	0.27776761023415	0.598168150970669	1
42478	chr9	94029793	94109856	+	PTPDC1	9	-8.4712914487162	0.274256850989707	-0.268095222503145	-0.168598956513183	0.277007259171395	0.276597152638715	0.276597152638715	0.59894028704412	1
12734	chr2	174072446	174249532	-	OLA1	2	-8.47131942550086	0.274231569106119	-0.267943837846122	0.0739728531563164	-0.25980822578049	0.276569354831736	-0.276569354831736	0.598958650244354	1
11677	chr2	119758921	119984899	+	PTPN4	2	-8.47142473720491	0.274245684280671	-0.267899401718425	0.582472313748971	-0.543567652130237	0.276501720585657	-0.276501720585657	0.599003334272403	1
35636	chr7	101814903	102283958	+	CUX1	7	-8.4713234946997	0.274315381850733	-0.268071966159125	-0.0713630731615194	-0.19192876844747	0.274613891586341	-0.274613891586341	0.600253393276223	1
28855	chr6	15245068	15522042	+	JARID2	6	-8.47128777782664	0.274301565726228	-0.268141371309746	-0.147024354804901	0.14842855080698	0.27358178664872	0.27358178664872	0.60093913686916	1
16564	chr3	52547840	52686836	-	PBRM1	3	-8.47125810276816	0.274331834404552	-0.268203322511309	-0.160904842120751	0.131154262173713	0.273305428745516	0.273305428745516	0.601123032139175	1
18462	chr3	142723033	142807888	+	TRPC1	3	-8.47130801458427	0.274236156172027	-0.267967004610803	0.0348062643497985	-0.268577646507777	0.271831893664057	-0.271831893664057	0.602105561485841	1
72100	chr17	29630799	29762417	-	SSH2	17	-8.47124275707547	0.274207038690565	-0.268122734407577	-0.334257597404987	0.484813531340986	0.270148666491878	0.270148666491878	0.603232063004676	1
31123	chr6	85557977	85616234	-	AL589666.1	6	-8.47130221284231	0.274273430359126	-0.268095973821548	-0.135346895922417	0.239733993300601	0.259581625468854	0.259581625468854	0.610407729443656	1
39572	chr8	93753886	93816760	+	TMEM67	8	-8.47130221284229	0.274273430359168	-0.268095973821579	-0.135346895922466	0.239733993300613	0.259581618829543	0.259581618829543	0.61040773400958	1
73370	chr17	46029915	46194198	-	KANSL1	17	-8.47134626678486	0.274256109407042	-0.267970940293338	0.359141241352526	-0.389539924486803	0.258291224334243	-0.258291224334243	0.611296544291246	1
20163	chr4	1692730	1713319	-	SLBP	4	-8.47125467048439	0.274219170335373	-0.2681698110936	-0.334257815640861	0.473631272018286	0.258139032055624	0.258139032055624	0.61140155682726	1
85834	chr21	34516441	34616113	-	RCAN1	21	-8.47138018608517	0.274178195573485	-0.267816035592597	0.525059396695906	-0.486215163615551	0.256978163008171	-0.256978163008171	0.612203839591127	1
50394	chr11	65180193	65212006	+	CAPN1	11	-8.47130534980806	0.274124105754984	-0.268131700628633	0.582474504877785	-0.241158705045459	0.255106290598633	-0.255106290598633	0.613502311363844	1
30123	chr6	38168450	38597067	-	BTBD9	6	-8.47125944219321	0.274224256438677	-0.268119931831998	-0.168582365223655	0.238810634149922	0.251195051041577	0.251195051041577	0.616234859537843	1
7925	chr1	231363755	231423287	-	EGLN1	1	-8.47134157756345	0.274251334466984	-0.267981485671408	0.359141327071178	-0.391289010582848	0.248780590041861	-0.248780590041861	0.617935013192278	1
40860	chr8	144373046	144393242	+	ADCK5	8	-8.47124948377375	0.274213888624079	-0.268089066110066	-0.334257720640204	0.467055187162307	0.247267507540528	0.247267507540528	0.61900571525479	1
35517	chr7	100427816	100434117	+	MEPCE	7	-8.47124948375741	0.274213888580401	-0.268089066106787	-0.334257720612863	0.46705518828378	0.247267503920739	0.247267503920739	0.619005717821142	1
13835	chr2	217319166	217757593	-	DIRC3	2	-8.47114847349229	0.273947772676162	-0.267990331487098	0.32734344914972	0.0968650207648597	0.246363776979706	0.246363776979706	0.61964717229249	1
13107	chr2	189783084	189864359	+	PMS1	2	-8.47134035103193	0.274250085508287	-0.267980084122843	0.359141349498359	-0.38768462933273	0.245540428906679	-0.245540428906679	0.620232852609149	1
74240	chr17	63702844	63753097	-	AC046185.1	17	-8.47134035103172	0.274250085508066	-0.267980084122224	0.359141349498371	-0.387684629332823	0.245540424395585	-0.245540424395585	0.620232855821419	1
86830	chr22	21759656	21868645	-	MAPK1	22	-8.47131367251381	0.274227926485005	-0.267942686598943	0.0382870800745312	-0.224122792374841	0.244814188241435	-0.244814188241435	0.620750472619643	1
14105	chr2	224473921	224570825	-	CUL3	2	-8.47125325474657	0.274217728668085	-0.268097395022991	-0.33425778971137	0.464519741816066	0.24457331272788	0.24457331272788	0.620922365038666	1
13709	chr2	212581356	213022545	-	AC093865.1	2	-8.47129383422777	0.274264897273451	-0.268090803211222	-0.135341155708249	0.178252892721222	0.244154874297237	0.244154874297237	0.621221219671716	1
6454	chr1	180269652	180503954	-	ACBD6	1	-8.4713084398169	0.274250661246607	-0.267935677635761	0.00231558241978083	-0.236116920523546	0.242961218344135	-0.242961218344135	0.622075500029489	1
73067	chr17	43044294	43126364	-	BRCA1	17	-8.47140125634853	0.274001275292458	-0.267477597804895	0.287575444893649	-0.174649595167326	0.242925167145586	-0.242925167145586	0.622101341841485	1
46565	chr10	96831281	96964441	+	LCOR	10	-8.47125773757468	0.274244647204287	-0.268067207485579	-0.334280225419475	0.342990228196277	0.242189271015377	0.242189271015377	0.622629360171542	1
32127	chr6	136053350	136226618	-	AL138828.1	6	-8.4712928488036	0.274263893749914	-0.268087897181039	-0.135340480659442	0.178381845933466	0.242185033774149	0.242185033774149	0.622632403350083	1
19147	chr3	172038577	172401669	+	FNDC3B	3	-8.47124144555085	0.274265067740727	-0.268107385092904	-0.244552779719248	0.216004907941199	0.241495017766283	0.241495017766283	0.623128413287871	1
66747	chr16	2088707	2136898	-	PKD1	16	-8.47125361524676	0.274262805696253	-0.268057266266024	-0.334302506239365	0.282064065261762	0.2412561434503	0.2412561434503	0.623300330290601	1
87285	chr22	29882168	30030866	+	MTMR3	22	-8.47129093125724	0.274283655347899	-0.268113994609914	-0.145871860242958	0.15885416541778	0.240919669384311	0.240919669384311	0.623542668785771	1
6889	chr1	201828156	201884291	+	IPO9	1	-8.47127456911958	0.274239661438778	-0.26807648736998	-0.16859020676056	0.244177377969898	0.240365052468405	0.240365052468405	0.623942578908863	1
58624	chr13	48231611	48261875	+	ITM2B	13	-8.47127456911904	0.274239661438347	-0.268076487369681	-0.168590206760402	0.244177377969858	0.240365045228828	0.240365045228828	0.623942584132741	1
37224	chr7	156681520	156797493	-	LMBR1	7	-8.47127456911882	0.27423966143853	-0.26807648737027	-0.16859020676069	0.244177377970103	0.240365031906549	0.240365031906549	0.623942593745727	1
21068	chr4	47484274	47593486	+	ATP10D	4	-8.47129185541952	0.274262882051348	-0.268084975885562	-0.135339800088902	0.178519881930794	0.240117794179241	0.240117794179241	0.62412105055705	1
29553	chr6	31530218	31541536	-	DDX39B	6	-8.47129185541886	0.274262882050549	-0.268084975884246	-0.135339800088319	0.178519881930273	0.240117766432377	0.240117766432377	0.624121070591199	1
66797	chr16	2253827	2268829	-	RNPS1	16	-8.47134789939314	0.274280121527939	-0.267980732217173	0.0713381749250437	-0.334617032627408	0.239968172285444	-0.239968172285444	0.624229103360738	1
70703	chr17	4004444	4144030	-	ZZEF1	17	-8.47125549002259	0.274220004871639	-0.268144555103691	-0.33425783063889	0.457779527372261	0.239510185499967	0.239510185499967	0.624560108596556	1
75341	chr17	81843165	81861535	-	P4HB	17	-8.47126104532442	0.274248015574198	-0.268060162084478	-0.334280286039622	0.330798045433835	0.237602872515708	0.237602872515708	0.625942832617106	1
22721	chr4	123538450	123962582	+	LINC01091	4	-8.47136271570263	0.274228554036824	-0.267916911672481	0.128074456125813	-0.156611136631417	0.237474716384895	-0.237474716384895	0.626035986570262	1
78461	chr19	10717078	10831047	+	DNM2	19	-8.47131608179459	0.274201595289058	-0.267909272409483	0.119593798512947	-0.14383160520431	0.236358850073884	-0.236358850073884	0.626848403278661	1
19165	chr3	172749681	172821474	+	ECT2	3	-8.47125900127756	0.274245934032872	-0.268064711217047	-0.334280248545166	0.335696237869589	0.235004783055047	0.235004783055047	0.62783743462851	1
21708	chr4	79901145	80074229	-	ANTXR2	4	-8.47125919900954	0.274246135383406	-0.268064109840386	-0.334280252163739	0.334569194976358	0.232808051718166	0.232808051718166	0.629449472405526	1
2273	chr1	43706526	43930891	+	ST3GAL3	1	-8.4712239242391	0.274254931067826	-0.268050847862129	-0.334324322618612	0.24793927576015	0.230021991006652	0.230021991006652	0.631507522971731	1
46204	chr10	84327588	84518517	+	CCSER2	10	-8.47127763563725	0.274265369585812	-0.268086783437135	-0.168614381648756	0.172752024468594	0.229908559122123	0.229908559122123	0.631591638806843	1
15973	chr3	45082276	45147378	-	CDCP1	3	-8.47133687918723	0.274246550228302	-0.267983321615847	0.359141412933651	-0.363849964819584	0.226077528845053	-0.226077528845053	0.634447658989017	1
6779	chr1	198777860	198938421	-	MIR181A1HG	1	-8.4713360056733	0.27424566082833	-0.267985994062371	0.359141428819687	-0.359341691619956	0.224439109810191	-0.224439109810191	0.635678157936006	1
91555	chrX	155065320	155148775	-	MTCP1	23	-8.4712899217738	0.274255296009057	-0.268070365853892	-0.168598165003737	0.281510710750592	0.222272428782162	0.222272428782162	0.637313870006301	1
91556	chrX	155070419	155121318	+	BRCC3	23	-8.4712899217738	0.274255296009057	-0.268070365853892	-0.168598165003737	0.281510710750592	0.222272428782162	0.222272428782162	0.637313870006301	1
6531	chr1	182838346	182887982	+	DHX9	1	-8.4712899217744	0.274255296008856	-0.268070365852647	-0.168598165003232	0.281510710749966	0.222272418264765	0.222272418264765	0.637313877969906	1
60110	chr14	22946269	22983258	-	AL132780.3	14	-8.47128992177544	0.274255296009292	-0.268070365852217	-0.168598165003147	0.281510710749749	0.222272412425809	0.222272412425809	0.63731388239107	1
35152	chr7	92604920	92834917	-	CDK6	7	-8.47128992177455	0.274255296008598	-0.2680703658521	-0.168598165002897	0.281510710749688	0.222272410046571	0.222272410046571	0.637313884192591	1
62626	chr14	100957296	100992209	+	MEG8	14	-8.4712899217743	0.274255296008639	-0.268070365852243	-0.16859816500306	0.28151071074976	0.222272400260408	0.222272400260408	0.637313891602517	1
49343	chr11	46276661	46321409	+	CREB3L1	11	-8.47128992177428	0.274255296008657	-0.268070365852303	-0.168598165003091	0.281510710749791	0.222272399470967	0.222272399470967	0.63731389220027	1
50399	chr11	65260995	65262748	-	AP000944.6	11	-8.4712066566553	0.274170400132578	-0.268157906496797	-0.0754282996284307	0.170733556348845	0.221514898970781	0.221514898970781	0.63788805776708	1
5394	chr1	155481410	155563807	-	ASH1L	1	-8.47123456909213	0.274198700494029	-0.268138886356704	-0.334257447191795	0.439517247811379	0.220999936238513	0.220999936238513	0.638279071125204	1
52926	chr11	131910002	132336822	+	NTM	11	-8.47125875426744	0.274223328920119	-0.268145963098986	-0.334257890442573	0.440334277097433	0.220773674915108	0.220773674915108	0.638451048200025	1
27612	chr5	156325745	156767788	+	SGCD	5	-8.47129242025788	0.274257840351274	-0.268076216937697	-0.168599460103905	0.272985606684204	0.218661344522843	0.218661344522843	0.640061805049534	1
44861	chr10	28531492	28623112	+	WAC	10	-8.4712924202577	0.274257840351259	-0.268076216937654	-0.168599460103986	0.272985606684173	0.218661342591076	0.218661342591076	0.64006180652693	1
14706	chr2	241686084	241721805	+	ING5	2	-8.47129242023937	0.274257840316319	-0.26807621697378	-0.168599460078204	0.272986210551605	0.2186613320373	0.2186613320373	0.640061814598356	1
3165	chr1	68098472	68233545	-	WLS	1	-8.47125706156814	0.274221605231473	-0.268077963750178	-0.334257859453209	0.439584001307494	0.216438686751644	0.216438686751644	0.641766962015301	1
24304	chr5	14182797	14399400	+	TRIO	5	-8.47129456997307	0.274260029518625	-0.268081389269315	-0.168600574413666	0.26618339499245	0.215901461466274	0.215901461466274	0.642180702565248	1
5442	chr1	155946854	155991073	-	ARHGEF2	1	-8.47129456997279	0.274260029518528	-0.268081389269284	-0.168600574413708	0.266183394992402	0.215901457191649	0.215901457191649	0.642180705859812	1
198	chr1	1702378	1725357	-	CDK11A	1	-8.47127887785059	0.274243820688531	-0.268079463017081	-0.334258258627829	0.447181306366465	0.214871512609534	0.214871512609534	0.642975664396973	1
75496	chr17	82614561	82649444	-	WDR45B	17	-8.47127887785032	0.274243820688784	-0.26807946301764	-0.334258258628358	0.447181306366883	0.214871505329938	0.214871505329938	0.642975670023873	1
88339	chr22	50444999	50476035	-	SBF1	22	-8.471332977259	0.274283278967166	-0.267971780912457	-0.0291216119331602	-0.22530699978266	0.214086603547912	-0.214086603547912	0.643583048801747	1
85008	chr20	63195428	63217131	-	YTHDF1	20	-8.47133132750913	0.274232716719101	-0.267937051899744	0.0923113354496654	-0.12417089201412	0.21386043340317	-0.21386043340317	0.643758316380109	1
16676	chr3	56622737	56684017	-	TASOR	3	-8.47128874477758	0.274281428470161	-0.268104953498076	-0.145870480387496	0.153459364555679	0.213601765601197	0.213601765601197	0.643958905550872	1
13140	chr2	190880796	190883059	-	AC005540.1	2	-8.47126182196282	0.274265079610013	-0.268073084502077	-0.228061381715721	0.198323007681936	0.212087243809947	0.212087243809947	0.6451363395425	1
16880	chr3	65353524	66039308	-	MAGI1	3	-8.47147516755587	0.2738801865073	-0.267158120464839	0.350936484283809	-0.312357175794329	0.21194160228697	-0.21194160228697	0.645249833890622	1
86742	chr22	20506601	20587632	+	MED15	22	-8.47125862329254	0.274223195538688	-0.268060103244033	-0.334257888036034	0.437347126129606	0.211675116639526	0.211675116639526	0.645457621078269	1
30837	chr6	70666775	70861166	+	SMAP1	6	-8.47125862329255	0.27422319553869	-0.268060103244036	-0.334257888035994	0.437347126129569	0.211675115449907	0.211675115449907	0.645457622006206	1
17369	chr3	105365908	105576900	+	ALCAM	3	-8.47125862329255	0.274223195538689	-0.268060103244036	-0.334257888036008	0.437347126129584	0.211675115075195	0.211675115075195	0.645457622298492	1
66984	chr16	3111559	3120517	+	ZNF205	16	-8.47125862329257	0.274223195538693	-0.268060103244041	-0.334257888035993	0.437347126129572	0.211675114966056	0.211675114966056	0.645457622383624	1
65308	chr15	74630557	74697024	-	EDC3	15	-8.47128148001222	0.274246470434893	-0.26808551608664	-0.334258306212565	0.442666528966257	0.211201949634415	0.211201949634415	0.645826955031381	1
1090	chr1	22024510	22101360	+	CDC42	1	-8.47134101124494	0.274273107625175	-0.267968309698031	0.0713383006796084	-0.308814092788976	0.211103169454873	-0.211103169454873	0.645904121834683	1
35571	chr7	100837313	100853616	-	SLC12A9-AS1	7	-8.47134101124507	0.274273107625832	-0.26796830969896	0.0713383006790878	-0.308814092788706	0.211103162895597	-0.211103162895597	0.645904126959497	1
40801	chr8	143915146	143940590	-	PLEC	8	-8.47129976382681	0.274265318662949	-0.268094463667052	-0.168603266631121	0.252164640224588	0.210594942898751	0.210594942898751	0.646301493036418	1
77690	chr19	2162932	2232578	+	DOT1L	19	-8.47127524222899	0.27430039938447	-0.268095161376942	-0.173883104903073	0.130696379993735	0.207647412578808	0.207647412578808	0.648617620006012	1
13221	chr2	196133582	196172578	-	STK17B	2	-8.4713305892632	0.274294356342973	-0.268025021596514	-0.0661009128782892	-0.197183186555975	0.206757978525275	-0.206757978525275	0.649320421883539	1
58979	chr13	72781132	73016461	+	PIBF1	13	-8.47133203964541	0.274282324140534	-0.268000766554427	-0.0291212216586964	-0.234158447126421	0.206334833990695	-0.206334833990695	0.649655417453198	1
9580	chr2	39850306	40251729	+	SLC8A1-AS1	2	-8.47126693427842	0.274231658650727	-0.26807924317475	-0.334258040162178	0.430703779280584	0.205758189335029	0.205758189335029	0.650112603950027	1
81035	chr19	45358758	45371384	-	ERCC2	19	-8.47126693427839	0.27423165865132	-0.268079243176053	-0.334258040162815	0.430703779281147	0.205758164876897	0.205758164876897	0.650112623357767	1
59223	chr13	93226611	93228317	-	AL354811.1	13	-8.47136980328736	0.274342811380905	-0.26795405436789	-0.0535532324863077	-0.126695289211915	0.204900516589987	-0.204900516589987	0.650794031559511	1
32273	chr6	142751468	142946031	-	HIVEP2	6	-8.47124641532212	0.274255474164709	-0.268058957011654	-0.33430237463247	0.267495895365633	0.203467589966749	0.203467589966749	0.65193634653957	1
51193	chr11	75398530	75422280	+	RPS3	11	-8.47127995313188	0.274244915638504	-0.268060659812612	-0.3342582782965	0.447171367072308	0.198839796168613	0.198839796168613	0.655658963355496	1
