chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr17	35817398	35823713	+	AC015849.4	17	72419	2	6313	34728	1811005410	2	6313	28514	1811011624	0	6315	11334	1811028804	0	6315	1843	1811038295	2	6313	38925	1811001213	0	6315	17637	1811022501	2.56044350137661	19.6514428830706	19.6514428830706	9.29331089682961e-06	3.45409018308273e-05
chr21	39217092	39220805	-	BRWD1-IT1	21	86019	0	3713	34730	1811008010	1	3712	28515	1811014225	1	3712	11333	1811031407	0	3713	1843	1811040897	1	3712	38926	1811003814	2	3711	17635	1811025105	2.90927645812213	19.6366391023621	19.6366391023621	9.36559105435553e-06	3.47827765599692e-05
chr11	5688789	5710863	+	TRIM22	11	48176	1	22073	34729	1810989650	3	22071	28513	1810995866	1	22073	11333	1811013046	1	22073	1842	1811022537	4	22070	38923	1810985456	0	22074	17637	1811006742	1.81972627954657	19.6348137911409	19.6348137911409	9.3745422221625e-06	3.48106655508907e-05
chr17	77563367	77569695	-	AC021683.1	17	75028	0	6328	34730	1811005395	1	6327	28515	1811011610	2	6326	11332	1811028793	0	6328	1843	1811038282	2	6326	38925	1811001200	1	6327	17636	1811022489	2.55838666016859	19.6286727227271	19.6286727227271	9.40472059873798e-06	3.49066216965303e-05
chr12	8988620	9010760	+	KLRG1	12	53568	4	22136	34726	1810989587	1	22139	28515	1810995798	1	22139	11333	1811012980	0	22140	1843	1811022470	4	22136	38923	1810985390	0	22140	17637	1811006676	1.81674050898107	19.5847935979255	19.5847935979255	9.62320833264307e-06	3.56791679949838e-05
chr6	33288774	33298401	+	PFDN6	6	29853	4	9623	34726	1811002100	1	9626	28515	1811008311	1	9626	11333	1811025493	0	9627	1843	1811034983	1	9626	38926	1810997900	0	9627	17637	1811019189	2.29291491060886	19.513358022552	19.513358022552	9.98986471623109e-06	3.69761296502657e-05
chr15	77994984	78078652	-	TBC1D2B	15	65484	9	83659	34721	1810928064	2	83666	28514	1810934271	1	83667	11333	1810951452	0	83668	1843	1810960942	5	83663	38922	1810923863	3	83665	17634	1810945151	1.18041911194295	19.5008987463079	19.5008987463079	1.00552361306239e-05	3.72123882798563e-05
chr16	67108962	67147131	+	C16orf70	16	69209	5	38164	34725	1810973559	2	38167	28514	1810979770	1	38168	11333	1810996951	0	38169	1843	1811006441	3	38166	38924	1810969360	2	38167	17635	1810990649	1.53446029306001	19.4995570676401	19.4995570676401	1.00623012264656e-05	3.72314535213233e-05
chr6	31574564	31578336	+	TNF	6	29567	2	3770	34728	1811007953	0	3772	28516	1811014165	1	3771	11333	1811031348	0	3772	1843	1811040838	0	3772	38927	1811003754	2	3770	17635	1811025046	2.89350735704318	19.4876319039613	19.4876319039613	1.01253169469961e-05	3.74430467710637e-05
chr19	12929521	12933296	+	FARSA-AS1	19	78721	2	3773	34728	1811007950	1	3774	28515	1811014163	1	3774	11333	1811031345	0	3775	1843	1811040835	1	3774	38926	1811003752	0	3775	17637	1811025041	2.89271214335878	19.480121599976	19.480121599976	1.01652065852553e-05	3.75790457501768e-05
chr12	9866026	9869808	+	AC091814.1	12	53611	0	3782	34730	1811007941	0	3782	28516	1811014155	0	3782	11334	1811031337	0	3782	1843	1811040828	5	3777	38922	1811003749	0	3782	17637	1811025034	2.89085910024776	19.4626211859286	19.4626211859286	1.025877021954e-05	3.78843297920732e-05
chr9	136937168	136938988	-	AL807752.5	9	44002	1	1819	34729	1811009904	1	1819	28515	1811016118	1	1819	11333	1811033300	0	1820	1843	1811042790	0	1820	38927	1811005706	1	1819	17636	1811026997	3.39928686708054	19.4598455536179	19.4598455536179	1.02736890139621e-05	3.79278207267738e-05
chr16	68263559	68301819	+	SLC7A6	16	69371	2	38258	34728	1810973465	1	38259	28515	1810979678	1	38259	11333	1810996860	0	38260	1843	1811006350	8	38252	38919	1810969274	1	38259	17636	1810990557	1.53207879743894	19.4510045121424	19.4510045121424	1.03213542400615e-05	3.80921395249229e-05
chr11	62664311	62668108	+	CSKMT	11	50050	1	3796	34729	1811007927	1	3796	28515	1811014141	1	3796	11333	1811031323	0	3797	1843	1811040813	1	3796	38926	1811003730	1	3796	17636	1811025020	2.88689981951224	19.4252363452688	19.4252363452688	1.04615502237726e-05	3.85800624106867e-05
chr11	9838142	9929263	+	AC011092.2	11	48457	5	91116	34725	1810920607	2	91119	28514	1810926818	0	91121	11334	1810943998	0	91121	1843	1810953489	8	91113	38919	1810916413	6	91115	17631	1810937701	1.14387939504187	19.4213713919744	19.4213713919744	1.0482742421325e-05	3.86464090732127e-05
chr22	31439372	31489745	-	EIF4ENIF1	22	87428	4	50369	34726	1810961354	3	50370	28513	1810967567	0	50373	11334	1810984746	1	50372	1842	1810994238	5	50368	38922	1810957158	2	50371	17635	1810978445	1.40012990636472	19.3994163703173	19.3994163703173	1.06039460736618e-05	3.90813118611647e-05
chr9	125146572	125190818	-	PPP6C	9	43224	7	44239	34723	1810967484	2	44244	28514	1810973693	1	44245	11333	1810990874	1	44245	1842	1811000365	2	44244	38925	1810963282	1	44245	17636	1810984571	1.4608266741079	19.3990388228558	19.3990388228558	1.0606042601613e-05	3.90830727370795e-05
chr17	59952239	59965740	-	RNFT1	17	74085	1	13500	34729	1810998223	2	13499	28514	1811004438	1	13500	11333	1811021619	0	13501	1843	1811031109	3	13498	38924	1810994028	1	13500	17636	1811015316	2.08823480195321	19.3932082112879	19.3932082112879	1.06384729914311e-05	3.91667111779676e-05
chr19	301443	345782	-	MIER2	19	77419	3	44336	34727	1810967387	3	44336	28513	1810973601	1	44338	11333	1810990781	0	44339	1843	1811000271	6	44333	38921	1810963193	1	44338	17636	1810984478	1.45872682150868	19.3539035823196	19.3539035823196	1.08597022950852e-05	3.99324782535084e-05
chr2	231108229	231126042	-	HTR2B	2	14261	2	17811	34728	1810993912	2	17811	28514	1811000126	1	17812	11333	1811017307	1	17812	1842	1811026798	3	17810	38924	1810989716	0	17813	17637	1811011003	1.92884213082751	19.3337948992848	19.3337948992848	1.09746660091892e-05	4.03306447680157e-05
chr12	64451130	64501741	+	TBK1	12	55678	6	50605	34724	1810961118	2	50609	28514	1810967328	2	50609	11332	1810984510	0	50611	1843	1810993999	4	50607	38923	1810956919	1	50610	17636	1810978206	1.39541589026	19.2929549929686	19.2929549929686	1.12119279187528e-05	4.11649616287056e-05
chr1	54031965	54054504	-	TMEM59	1	2778	3	22536	34727	1810989187	5	22534	28511	1810995403	0	22539	11334	1811012580	0	22539	1843	1811022071	1	22538	38926	1810984988	1	22538	17636	1811006278	1.79887760487338	19.2861501919106	19.2861501919106	1.12519584662962e-05	4.12993744618815e-05
chr19	42297032	42303571	-	PAFAH1B3	19	80738	0	6539	34730	1811005184	2	6537	28514	1811011400	1	6538	11333	1811028581	0	6539	1843	1811038071	3	6536	38924	1811000990	0	6539	17637	1811022277	2.52558089156483	19.2660275083035	19.2660275083035	1.13711756974944e-05	4.17052508036311e-05
chr16	11750585	11783552	-	ZC3H7A	16	67376	4	32963	34726	1810978760	1	32966	28515	1810984971	1	32966	11333	1811002153	0	32967	1843	1811011643	3	32964	38924	1810974562	3	32964	17634	1810995852	1.600933854631	19.2622033441439	19.2622033441439	1.13939750554515e-05	4.17698350651109e-05
chr16	28552919	28591790	+	SGF29	16	68001	2	38869	34728	1810972854	3	38868	28513	1810979069	2	38869	11332	1810996250	2	38869	1841	1811005741	3	38868	38924	1810968658	1	38870	17636	1810989946	1.51623396937182	19.1287866351195	19.1287866351195	1.22187993109035e-05	4.46782811695373e-05
chr16	30956753	30984664	+	SETD1A	16	68339	2	27909	34728	1810983814	3	27908	28513	1810990029	1	27910	11333	1811007209	0	27911	1843	1811016699	3	27908	38924	1810979618	2	27909	17635	1811000907	1.68040947801522	19.0664266333915	19.0664266333915	1.26246382391448e-05	4.60784982079989e-05
chr19	48169691	48197620	+	ZSWIM9	19	81306	1	27928	34729	1810983795	1	27928	28515	1810990009	0	27929	11334	1811007190	0	27929	1843	1811016681	5	27924	38922	1810979602	4	27925	17633	1811000891	1.67976472214184	19.0548860058188	19.0548860058188	1.27012159371054e-05	4.63439863360242e-05
chr19	52031378	52049561	-	ZNF432	19	81876	4	18179	34726	1810993544	2	18181	28514	1810999756	2	18181	11332	1811016938	0	18183	1843	1811026427	1	18182	38926	1810989344	0	18183	17637	1811010633	1.9082814545124	19.0180606776848	19.0180606776848	1.29487030618991e-05	4.72113389801407e-05
chr1	24357004	24414725	-	STPG1	1	1226	3	57718	34727	1810954005	5	57716	28511	1810960221	2	57719	11332	1810977400	1	57720	1842	1810986890	4	57717	38923	1810949809	1	57720	17636	1810971096	1.32850235908512	18.9865508689545	18.9865508689545	1.31643083521871e-05	4.79539922835251e-05
chr22	38387917	38389857	-	Z98749.1	22	87774	1	1939	34729	1811009784	0	1940	28516	1811015997	0	1940	11334	1811033179	0	1940	1843	1811042670	1	1939	38926	1811005587	2	1938	17635	1811026878	3.33541029043361	18.966555823572	18.966555823572	1.33029901953075e-05	4.84518623133962e-05
chr1	32600171	32651565	-	ZBTB8OS	1	1725	4	51390	34726	1810960333	4	51390	28512	1810966547	2	51392	11332	1810983727	0	51394	1843	1810993216	4	51390	38923	1810956136	1	51393	17636	1810977423	1.38006213641995	18.9473524549976	18.9473524549976	1.34375622159455e-05	4.89051103620422e-05
chr9	132637862	132671401	-	DDX31	9	43694	3	33536	34727	1810978187	1	33538	28515	1810984399	0	33539	11334	1811001580	1	33538	1842	1811011072	5	33534	38922	1810973992	2	33537	17635	1810995279	1.58373051604856	18.9333420922048	18.9333420922048	1.35366048802377e-05	4.9258144420265e-05
chr16	18802082	18812181	+	AC138811.1	16	67626	2	10097	34728	1811001626	2	10097	28514	1811007840	1	10098	11333	1811025021	0	10099	1843	1811034511	1	10098	38926	1810997428	1	10098	17636	1811018718	2.24504363768768	18.9125232007355	18.9125232007355	1.36851344813005e-05	4.97686228221899e-05
chr11	65376193	65382951	-	SLC25A45	11	50415	1	6757	34729	1811004966	1	6757	28515	1811011180	1	6757	11333	1811028362	0	6758	1843	1811037852	1	6757	38926	1811000769	2	6756	17635	1811022060	2.49263255542912	18.9028421421535	18.9028421421535	1.37547591447795e-05	4.99917062760134e-05
chr19	41396822	41425001	+	BCKDHA	19	80630	4	28175	34726	1810983548	2	28177	28514	1810989760	2	28177	11332	1811006942	0	28179	1843	1811016431	3	28176	38924	1810979350	0	28179	17637	1811000637	1.67085248777679	18.8955412632786	18.8955412632786	1.38075011367755e-05	5.01758439865004e-05
chr12	121887808	121921470	+	AC069503.2	12	57355	5	33657	34725	1810978066	2	33660	28514	1810984277	0	33662	11334	1811001457	0	33662	1843	1811010948	4	33658	38923	1810973868	1	33661	17636	1810995155	1.58006954350172	18.8635479500517	18.8635479500517	1.40410284403814e-05	5.09631074360444e-05
chr19	49473585	49487637	+	AC010619.3	19	81492	2	14050	34728	1810997673	0	14052	28516	1811003885	1	14051	11333	1811021068	0	14052	1843	1811030558	4	14048	38923	1810993478	1	14051	17636	1811014765	2.04822924097675	18.8340759635903	18.8340759635903	1.42596607546341e-05	5.17177781673256e-05
chr12	26905180	26938981	-	INTS13	12	54131	1	33800	34729	1810977923	3	33798	28513	1810984139	2	33799	11332	1811001320	0	33801	1843	1811010809	2	33799	38925	1810973727	4	33797	17633	1810995019	1.57594841367909	18.7850586134009	18.7850586134009	1.46308855450972e-05	5.30322925387819e-05
chr19	52300692	52346229	-	AC010320.5	19	81912	2	45535	34728	1810966188	1	45536	28515	1810972401	0	45537	11334	1810989582	0	45537	1843	1810999073	4	45533	38923	1810961993	7	45530	17630	1810983286	1.43206409909825	18.783314102795	18.783314102795	1.46442747028797e-05	5.30728562633333e-05
chr1	246839097	246932363	-	AHCTF1	1	8287	6	93260	34724	1810918463	7	93259	28509	1810924678	1	93265	11333	1810941854	0	93266	1843	1810951344	4	93262	38923	1810914264	3	93263	17634	1810935553	1.12060990268061	18.7591101923026	18.7591101923026	1.4831315124697e-05	5.36942978513548e-05
chr19	8222152	8240648	-	AC022146.2	19	78231	1	18495	34729	1810993228	1	18495	28515	1810999442	1	18495	11333	1811016624	0	18496	1843	1811026114	5	18491	38922	1810989035	1	18495	17636	1811010321	1.8912123535929	18.756800243631	18.756800243631	1.48492906443254e-05	5.37513153398189e-05
chr6	31462169	31472408	+	HCP5	6	29545	2	10237	34728	1811001486	0	10239	28516	1811007698	0	10239	11334	1811024880	0	10239	1843	1811034371	3	10236	38924	1810997290	2	10237	17635	1811018579	2.23127426566894	18.7403232022189	18.7403232022189	1.49781477107869e-05	5.41609103383613e-05
chr19	3184562	3207856	+	NCLN	19	77784	1	23293	34729	1810988430	3	23291	28513	1810994646	0	23294	11334	1811011825	0	23294	1843	1811021316	4	23290	38923	1810984236	2	23292	17635	1811005524	1.76592586575757	18.738024991937	18.738024991937	1.4996209662721e-05	5.42181021408708e-05
chr11	9981752	10000290	+	AC011092.3	11	48459	0	18538	34730	1810993185	2	18536	28514	1810999401	0	18538	11334	1811016581	0	18538	1843	1811026072	5	18533	38922	1810988993	2	18536	17635	1811010280	1.88894394043815	18.7221390693449	18.7221390693449	1.51216589809877e-05	5.46634727409743e-05
chr7	128955087	129056093	-	TNPO3	7	36279	1	101005	34729	1810910718	8	100998	28508	1810916939	2	101004	11332	1810934115	0	101006	1843	1810943604	8	100998	38919	1810906528	3	101003	17634	1810927813	1.08740751568371	18.6758724111132	18.6758724111132	1.54930592707325e-05	5.59725307545363e-05
chr12	121887785	121916399	+	PSMD9	12	57353	5	28609	34725	1810983114	2	28612	28514	1810989325	0	28614	11334	1811006505	0	28614	1843	1811015996	3	28611	38924	1810978915	1	28613	17636	1811000203	1.65553207477498	18.6223888620734	18.6223888620734	1.59338253501451e-05	5.74188476498363e-05
chr7	17792841	17941468	-	SNX13	7	33422	7	148620	34723	1810863103	6	148621	28510	1810869316	2	148625	11332	1810886494	1	148626	1842	1810895984	6	148621	38921	1810858905	6	148621	17631	1810880195	0.942323094753894	18.5919352727942	18.5919352727942	1.61904032580651e-05	5.81784635009263e-05
chr2	112274596	112340059	+	ZC3H6	2	11501	3	65460	34727	1810946263	4	65459	28512	1810952478	4	65459	11330	1810969660	0	65463	1843	1810979147	5	65458	38922	1810942068	1	65462	17636	1810963354	1.26326296413507	18.5622232696041	18.5622232696041	1.64447324617623e-05	5.90045505360065e-05
chr19	1815247	1849483	-	REXO1	19	77651	2	34234	34728	1810977489	5	34231	28511	1810983706	0	34236	11334	1811000883	0	34236	1843	1811010374	3	34233	38924	1810973293	2	34234	17635	1810994582	1.56316000873303	18.5420336900279	18.5420336900279	1.66198376504445e-05	5.95797119869832e-05
chr12	9594550	9608916	-	KLRB1	12	53586	4	14362	34726	1810997361	2	14364	28514	1811003573	0	14366	11334	1811020753	0	14366	1843	1811030244	2	14364	38925	1810993162	0	14366	17637	1811014450	2.02612720558214	18.5265780063346	18.5265780063346	1.67551501614183e-05	5.9993525952437e-05
chr14	70945639	70960029	-	AC004825.3	14	61555	0	14390	34730	1810997333	3	14387	28513	1811003550	1	14389	11333	1811020730	0	14390	1843	1811030220	3	14387	38924	1810993139	1	14389	17636	1811014427	2.02445780630368	18.5033930824138	18.5033930824138	1.69602091169008e-05	6.06917576579891e-05
chr15	76930748	76954393	+	RCN2	15	65448	2	23643	34728	1810988080	0	23645	28516	1810994292	2	23643	11332	1811011476	0	23645	1843	1811020965	5	23640	38922	1810983886	1	23644	17636	1811005172	1.75096863267094	18.4904410713352	18.4904410713352	1.70758586640618e-05	6.10784491237197e-05
chr2	174075236	174249360	-	OLA1	2	12737	14	174110	34716	1810837613	4	174120	28512	1810843817	1	174123	11333	1810860996	2	174122	1841	1810870488	9	174115	38918	1810833411	1	174123	17636	1810854693	0.885784488465937	18.4840065329336	18.4840065329336	1.71336073598871e-05	6.12759318763316e-05
chr19	12529767	12533973	-	AC010422.4	19	78651	0	4206	34730	1811007517	2	4204	28514	1811013733	0	4206	11334	1811030913	0	4206	1843	1811040404	2	4204	38925	1811003322	1	4205	17636	1811024611	2.78457521653635	18.462174391374	18.462174391374	1.733101247825e-05	6.19177219998324e-05
chr19	4361315	4401525	-	SH3GL1	19	77902	6	40204	34724	1810971519	3	40207	28513	1810977730	2	40208	11332	1810994911	0	40210	1843	1811004400	2	40208	38925	1810967318	0	40210	17637	1810988606	1.48236392978535	18.4448472820222	18.4448472820222	1.74893082204308e-05	6.24370630894694e-05
chr1	161046947	161070666	-	ARHGAP30	1	5811	1	23718	34729	1810988005	1	23718	28515	1810994219	1	23718	11333	1811011401	0	23719	1843	1811020891	6	23713	38921	1810983813	1	23718	17636	1811005098	1.7478436166631	18.4388116579503	18.4388116579503	1.75447884236402e-05	6.26258680810716e-05
chr9	133097719	133150334	-	RALGDS	9	43734	3	52612	34727	1810959111	5	52610	28511	1810965327	3	52612	11331	1810982507	1	52614	1842	1810991996	2	52613	38925	1810954913	1	52614	17636	1810976202	1.35658039906143	18.4222454205155	18.4222454205155	1.76979775777797e-05	6.31260113218958e-05
chr17	59109856	59156186	-	SKA2	17	74028	4	46326	34726	1810965397	6	46324	28510	1810971613	0	46330	11334	1810988789	0	46330	1843	1810998280	3	46327	38924	1810961199	1	46329	17636	1810982487	1.41479817512384	18.4163479809649	18.4163479809649	1.7752835298479e-05	6.32936289791019e-05
chr1	32936667	32965685	-	RNF19B	1	1754	2	29016	34728	1810982707	3	29015	28513	1810988922	1	29017	11333	1811006102	0	29018	1843	1811015592	3	29015	38924	1810978511	2	29016	17635	1810999800	1.6415106476626	18.3732612826861	18.3732612826861	1.81588427495827e-05	6.46743028980564e-05
chr14	93287627	93334092	-	BTBD7	14	62244	6	46459	34724	1810965264	4	46461	28512	1810971476	1	46464	11333	1810988655	0	46465	1843	1810998145	3	46462	38924	1810961064	0	46465	17637	1810982351	1.41188829738478	18.3547000186518	18.3547000186518	1.83366085498848e-05	6.52689188896387e-05
chr17	35816716	35831293	-	AC015849.3	17	72418	2	14575	34728	1810997148	3	14574	28513	1811003363	0	14577	11334	1811020542	0	14577	1843	1811030033	2	14575	38925	1810992951	1	14576	17636	1811014240	2.01154496663365	18.3242603796534	18.3242603796534	1.8631928789925e-05	6.62614948746428e-05
chrX	155276210	155335614	-	CLIC2	23	91567	4	59400	34726	1810952323	5	59399	28511	1810958538	2	59402	11332	1810975717	0	59404	1843	1810985206	4	59400	38923	1810948126	1	59403	17636	1810969413	1.29975947830087	18.3139802063815	18.3139802063815	1.87327408058824e-05	6.66102053044513e-05
chr19	17510648	17521288	+	PGLS	19	79126	1	10639	34729	1811001084	2	10638	28514	1811007299	1	10639	11333	1811024480	1	10639	1842	1811033971	2	10638	38925	1810996888	0	10640	17637	1811018176	2.19285277449021	18.261349325534	18.261349325534	1.92575115860461e-05	6.84258071719641e-05
chr15	68276744	68295862	+	FEM1B	15	65013	3	19115	34727	1810992608	2	19116	28514	1810998821	0	19118	11334	1811016001	0	19118	1843	1811025492	1	19117	38926	1810988409	3	19115	17634	1811009701	1.85813328796384	18.2527521061711	18.2527521061711	1.93446249824314e-05	6.87252244814337e-05
chr19	16479066	16629204	-	AC008764.1	19	79012	7	150131	34723	1810861592	6	150132	28510	1810867805	2	150136	11332	1810884983	0	150138	1843	1810894472	7	150131	38920	1810857395	6	150132	17631	1810878684	0.932206851704602	18.2473639934324	18.2473639934324	1.93994230204275e-05	6.89097645145214e-05
chr19	52116912	52140922	-	ZNF616	19	81885	3	24007	34727	1810987716	2	24008	28514	1810993929	0	24010	11334	1811011109	0	24010	1843	1811020600	4	24006	38923	1810983520	1	24009	17636	1811004807	1.73564851960772	18.237654726021	18.237654726021	1.94985619307309e-05	6.92238326717141e-05
chr20	50889047	50929732	-	ADNP	20	84574	5	40680	34725	1810971043	4	40681	28512	1810977256	1	40684	11333	1810994435	0	40685	1843	1811003925	2	40683	38925	1810966843	1	40684	17636	1810988132	1.4706192191626	18.2092555123381	18.2092555123381	1.97914705170055e-05	7.01887873329289e-05
chr2	27381198	27410591	-	PPM1G	2	9214	5	29388	34725	1810982335	1	29392	28515	1810988545	1	29392	11333	1811005727	0	29393	1843	1811015217	2	29391	38925	1810978135	2	29391	17635	1810999425	1.6286693264256	18.1458376161754	18.1458376161754	2.04616182317707e-05	7.25121547905288e-05
chr9	135932968	135962373	-	UBAC1	9	43905	5	29400	34725	1810982323	3	29402	28513	1810988535	1	29404	11333	1811005715	0	29405	1843	1811015205	1	29404	38926	1810978122	1	29404	17636	1810999412	1.6282611143747	18.1386198187247	18.1386198187247	2.05393206957893e-05	7.27768357615406e-05
chr1	23845076	23869294	-	FUCA1	1	1193	4	24214	34726	1810987509	0	24218	28516	1810993719	2	24216	11332	1811010903	0	24218	1843	1811020392	4	24214	38923	1810983312	0	24218	17637	1811004598	1.72702194977593	18.0956814782694	18.0956814782694	2.10077353071103e-05	7.44038083108217e-05
chr11	60087663	60098466	+	MS4A2	11	49818	2	10801	34728	1811000922	2	10801	28514	1811007136	0	10803	11334	1811024316	0	10803	1843	1811033807	2	10801	38925	1810996725	1	10802	17636	1811018014	2.1776474672127	18.0724281570874	18.0724281570874	2.12658705360802e-05	7.53070076595952e-05
chr20	3249304	3408625	-	C20orf194	20	83033	5	159316	34725	1810852407	9	159312	28507	1810858625	3	159318	11331	1810875801	0	159321	1843	1810885289	9	159312	38918	1810848214	3	159318	17634	1810869498	0.907933634376268	18.0522513962351	18.0522513962351	2.1492433711745e-05	7.60758421838985e-05
chr1	154206719	154221619	-	C1orf43	1	5198	6	14894	34724	1810996829	2	14898	28514	1811003039	0	14900	11334	1811020219	0	14900	1843	1811029710	0	14900	38927	1810992626	0	14900	17637	1811013916	1.98962632877582	18.021017851308	18.021017851308	2.18479447494646e-05	7.72594168718443e-05
chr22	32474236	32498608	+	FBXO7	22	87506	2	24370	34728	1810987353	1	24371	28515	1810993566	1	24371	11333	1811010748	0	24372	1843	1811020238	3	24369	38924	1810983157	3	24369	17634	1811004447	1.72068265849409	17.991514143534	17.991514143534	2.21891912948191e-05	7.84271460433484e-05
chr12	54279725	54287087	+	HNRNPA1	12	55147	3	7359	34727	1811004364	1	7361	28515	1811010576	0	7362	11334	1811027757	1	7361	1842	1811037249	0	7362	38927	1811000164	1	7361	17636	1811021455	2.40701416208304	17.964208192192	17.964208192192	2.25097881039193e-05	7.95020953746385e-05
chr16	29961103	29972005	+	TMEM219	16	68164	3	10899	34727	1811000824	0	10902	28516	1811007035	1	10901	11333	1811024218	0	10902	1843	1811033708	3	10899	38924	1810996627	0	10902	17637	1811017914	2.16852393930408	17.9592459476553	17.9592459476553	2.25685471626491e-05	7.96979673387451e-05
chr1	160536072	160571458	+	AL138930.1	1	5764	0	35386	34730	1810976337	4	35382	28512	1810982555	1	35385	11333	1810999734	0	35386	1843	1811009224	5	35381	38922	1810972145	2	35384	17635	1810993432	1.53011873662735	17.9179646647535	17.9179646647535	2.30633804491065e-05	8.13858897344676e-05
chr19	35888240	35903303	-	NFKBID	19	80059	4	15059	34726	1810996664	1	15062	28515	1811002875	1	15062	11333	1811020057	0	15063	1843	1811029547	1	15062	38926	1810992464	1	15062	17636	1811013754	1.97874497616801	17.8708633994684	17.8708633994684	2.36413068246399e-05	8.33521775663123e-05
chr16	67726030	67807560	-	RANBP10	16	69309	6	81524	34724	1810930199	3	81527	28513	1810936410	1	81529	11333	1810953590	0	81530	1843	1810963080	7	81523	38920	1810926003	2	81528	17635	1810947288	1.15500390914417	17.8606319581158	17.8606319581158	2.37687565788347e-05	8.37892916979683e-05
chr19	17469488	17504986	+	SLC27A1	19	79119	5	35493	34725	1810976230	3	35495	28513	1810982442	1	35497	11333	1810999622	0	35498	1843	1811009112	2	35496	38925	1810972030	1	35497	17636	1810993319	1.52695838254682	17.8585667577572	17.8585667577572	2.3794565728541e-05	8.38680284598385e-05
chr3	129087574	129162036	-	ISY1-RAB43	3	18065	4	74458	34726	1810937265	5	74457	28511	1810943480	0	74462	11334	1810960657	1	74461	1842	1810970149	4	74458	38923	1810933068	4	74458	17633	1810954358	1.19161679289603	17.830907962285	17.830907962285	2.41429484814093e-05	8.50090926258052e-05
chr17	75046224	75065886	+	KCTD2	17	74721	1	19661	34729	1810992062	5	19657	28511	1810998280	0	19662	11334	1811015457	0	19662	1843	1811024948	3	19659	38924	1810987867	0	19662	17637	1811009154	1.83007304997261	17.8275847146288	17.8275847146288	2.41851506420643e-05	8.51328585948389e-05
chr13	45464004	45493936	+	COG3	13	58545	2	29930	34728	1810981793	4	29928	28512	1810988009	0	29932	11334	1811005187	0	29932	1843	1811014678	3	29929	38924	1810977597	2	29930	17635	1810998886	1.61049619647411	17.8252038429491	17.8252038429491	2.42154310691189e-05	8.52270215353947e-05
chr2	207528891	207603431	+	CREB1	2	13611	5	74535	34725	1810937188	2	74538	28514	1810943399	2	74538	11332	1810960581	0	74540	1843	1810970070	5	74535	38922	1810932991	4	74536	17633	1810954280	1.19056973734172	17.804670272395	17.804670272395	2.44781673840455e-05	8.61015258333909e-05
chr12	69238568	69274358	+	CPSF6	12	55843	3	35787	34727	1810975936	3	35787	28513	1810982150	0	35790	11334	1810999329	0	35790	1843	1811008820	3	35787	38924	1810971739	3	35787	17634	1810993029	1.51876554561991	17.7048293184489	17.7048293184489	2.57970835172427e-05	9.06087844690586e-05
chr17	75145260	75147546	-	AC022211.2	17	74744	2	2284	34728	1811009439	1	2285	28515	1811015652	0	2286	11334	1811032833	0	2286	1843	1811042324	0	2286	38927	1811005240	1	2285	17636	1811026531	3.17123703169563	17.7042174683884	17.7042174683884	2.58053824939708e-05	9.06247498086445e-05
chr12	123000302	123082333	-	PITPNM2	12	57450	2	82029	34728	1810929694	7	82024	28509	1810935913	1	82030	11333	1810953089	1	82030	1842	1810962580	4	82027	38923	1810925499	4	82027	17633	1810946789	1.14887719650193	17.7014038613997	17.7014038613997	2.58435800815082e-05	9.07456948062732e-05
chr5	77029403	77065234	+	AGGF1	5	25526	4	35827	34726	1810975896	3	35828	28513	1810982109	1	35830	11333	1810999289	0	35831	1843	1811008779	3	35828	38924	1810971698	1	35830	17636	1810992986	1.51762053660206	17.6833727676421	17.6833727676421	2.60897229451551e-05	9.15833484716233e-05
chr7	5189245	5231104	+	WIPI2	7	33173	5	41854	34725	1810969869	1	41858	28515	1810976079	2	41857	11332	1810993262	0	41859	1843	1811002751	1	41858	38926	1810965668	4	41855	17633	1810986961	1.44216956746648	17.6420054305345	17.6420054305345	2.66633685968021e-05	9.35290384136553e-05
chr14	91965990	92041059	-	TRIP11	14	62193	3	75066	34727	1810936657	3	75066	28513	1810942871	0	75069	11334	1810960050	0	75069	1843	1810969541	11	75058	38916	1810932468	1	75068	17636	1810953748	1.18349733536205	17.6277623861097	17.6277623861097	2.68637979097264e-05	9.42047257418204e-05
chr3	46921725	46982982	-	CCDC12	3	16060	6	61251	34724	1810950472	1	61256	28515	1810956681	2	61255	11332	1810973864	0	61257	1843	1810983353	7	61250	38920	1810946276	0	61257	17637	1810967559	1.26904034503422	17.6031392267905	17.6031392267905	2.72138748463879e-05	9.53492663316195e-05
chr12	49127781	49132395	-	TUBA1B	12	54677	0	4614	34730	1811007109	1	4613	28515	1811013324	0	4614	11334	1811030505	1	4613	1842	1811039997	1	4613	38926	1811002913	2	4612	17635	1811024204	2.69197255076488	17.5961670977995	17.5961670977995	2.73138305418863e-05	9.5671714000189e-05
chr3	56622737	56684017	-	TASOR	3	16676	4	61276	34726	1810950447	3	61277	28513	1810956660	0	61280	11334	1810973839	0	61280	1843	1810983330	7	61273	38920	1810946253	2	61278	17635	1810967538	1.26866496294672	17.5945038381033	17.5945038381033	2.73377302622002e-05	9.57276518419959e-05
