chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr3	97763520	97798535	+	ARL6	3	17221	1	35014	13954	1810997484	1	35014	7260	1811004178	2	35013	14527	1810996911	1.75589402035853	7.42875580606051	7.42875580606051	0.00641897080968268	0.0265840366988099
chr2	131681490	131699779	+	C2orf27A	2	11933	0	18289	13955	1811014209	1	18288	7260	1811020904	2	18287	14527	1811013637	2.11768783243806	7.42765130172484	7.42765130172484	0.00642291194814593	0.0265840366988099
chr5	132409980	132465109	+	IRF1-AS1	5	26557	1	55128	13954	1810977370	2	55127	7259	1810984065	2	55127	14527	1810976797	1.52514664110483	7.42682926228736	7.42682926228736	0.00642584678693925	0.0265867122402636
chr5	65148737	65482920	-	ADAMTS6	5	25171	1	334182	13954	1810698316	0	334183	7261	1810705009	0	334183	14529	1810697741	-1.88660161452377	7.41971038840711	-7.41971038840711	0.00645131986834147	0.0266636563839344
chr17	40019528	40054608	-	MED24	17	72725	4	35076	13951	1810997422	0	35080	7261	1811004112	0	35080	14529	1810996844	1.75403925993365	7.41648276976775	7.41648276976775	0.00646290302409525	0.0266925017184282
chr2	95986622	95992831	-	ANKRD36C	2	10982	1	6208	13954	1811026290	0	6209	7261	1811032983	1	6208	14528	1811025716	2.79255808538138	7.41498618270271	7.41498618270271	0.00646828112194742	0.0267004761324516
chr17	64891823	64910180	+	AC103810.2	17	74359	1	18356	13954	1811014142	1	18356	7260	1811020836	1	18356	14528	1811013568	2.11397638952511	7.40806725271978	7.40806725271978	0.00649320426849442	0.0267890792582984
chr7	102483561	102518755	-	RASA4B	7	35677	1	35193	13954	1810997305	2	35192	7259	1811004000	1	35193	14528	1810996731	1.75079464112666	7.39502654667012	7.39502654667012	0.00654044596171266	0.0269597653576323
chr17	60177326	60393133	-	USP32	17	74100	3	215804	13952	1810816694	3	215804	7258	1810823388	5	215802	14524	1810816122	0.948960316883006	7.39293138566427	7.39293138566427	0.00654806861659107	0.0269818979207502
chr18	32017824	32073219	+	RNF125	18	76280	2	55393	13953	1810977105	1	55394	7260	1810983798	2	55393	14527	1810976531	1.52033289736911	7.38919342355803	7.38919342355803	0.00656169067695811	0.0270236519974829
chr11	31432492	31510645	-	IMMP1L	11	48943	2	78151	13953	1810954347	2	78151	7259	1810961041	2	78151	14527	1810953773	1.35848591973549	7.38577945542056	7.38577945542056	0.00657415730359545	0.027065400266893
chr5	160401640	160420081	-	SLU7	5	27726	1	18440	13954	1811014058	1	18440	7260	1811020752	1	18440	14528	1811013484	2.10941060252064	7.38399056578055	7.38399056578055	0.00658069936114891	0.0270779405623616
chr6	31879758	31898202	-	EHMT2	6	29676	3	18441	13952	1811014057	0	18444	7261	1811020748	0	18444	14529	1811013480	2.1092479219343	7.38313176832162	7.38313176832162	0.00658384238695375	0.0270791446030564
chr3	129647826	129894606	-	TMCC1	3	18116	5	246775	13950	1810785723	3	246777	7258	1810792415	4	246776	14525	1810785148	0.901868971163681	7.38281024363823	7.38281024363823	0.00658501949687518	0.0270791446030564
chr1	215566303	215621807	+	KCTD3	1	7455	0	55504	13955	1810976994	0	55504	7261	1810983688	5	55499	14524	1810976425	1.51836702043506	7.37383795762435	7.37383795762435	0.00661795407257626	0.0271593581898015
chr1	161100560	161119037	-	PFDN2	1	5817	0	18477	13955	1811014021	1	18476	7260	1811020716	2	18475	14527	1811013449	2.10746020045633	7.37370846036356	7.37370846036356	0.00661843064757151	0.0271593581898015
chr8	128634198	128967001	-	CCDC26	8	40380	0	332803	13955	1810699695	0	332803	7261	1810706389	1	332802	14528	1810699122	-1.88246282413854	7.37350276962388	-7.37350276962388	0.00661918770136194	0.0271593581898015
chr19	12968481	12974762	+	DAND5	19	78730	1	6280	13954	1811026218	0	6281	7261	1811032911	1	6280	14528	1811025644	2.78102736920572	7.37170931766741	7.37170931766741	0.00662579232777938	0.0271705283695044
chr8	119730773	119833841	-	TAF2	8	40091	3	103065	13952	1810929433	2	103066	7259	1810936126	2	103066	14527	1810928858	1.23592712369516	7.37011695641559	7.37011695641559	0.00663166205047694	0.0271817427068058
chr19	7394112	7472477	+	ARHGEF18	19	78130	3	78362	13952	1810954136	1	78364	7260	1810960828	2	78363	14527	1810953561	1.35577677241232	7.36163885158021	7.36163885158021	0.00666300334696357	0.0272957591273
chr12	49064675	49070979	-	RHEBL1	12	54672	0	6304	13955	1811026194	1	6303	7260	1811032889	1	6303	14528	1811025621	2.77737179332117	7.35799539973959	7.35799539973959	0.00667651864678631	0.0273414852444002
chr4	147616385	147672044	+	TMEM184C	4	23183	2	55657	13953	1810976841	1	55658	7260	1810983534	2	55657	14527	1810976267	1.51557814519766	7.35206832736731	7.35206832736731	0.00669856482691178	0.0274269343291845
chr2	195737702	196069837	-	DNAH7	2	13219	1	332134	13954	1810700364	0	332135	7261	1810707057	0	332135	14529	1810699789	-1.88045324249637	7.35114643059205	-7.35114643059205	0.00670200056425563	0.0274361672147716
chr7	134299308	134317897	-	SLC35B4	7	36422	1	18588	13954	1811013910	1	18588	7260	1811020604	1	18588	14528	1811013336	2.10141649460097	7.34186935331672	7.34186935331672	0.0067366748371499	0.0275635457855283
chr5	131169943	131205428	+	LYRM7	5	26490	2	35483	13953	1810997015	1	35484	7260	1811003708	1	35484	14528	1810996440	1.74255968677414	7.34063609945588	7.34063609945588	0.00674129805860035	0.0275776059312743
chr5	55941764	55977278	-	IL6ST	5	25033	1	35513	13954	1810996985	1	35513	7260	1811003679	2	35512	14527	1810996412	1.74174272490631	7.33524542441592	7.33524542441592	0.00676154468651036	0.0276458300784365
chr20	25633102	25688936	+	ZNF337-AS1	20	83579	2	55832	13953	1810976666	1	55833	7260	1810983359	2	55832	14527	1810976092	1.51243873440052	7.32758349820506	7.32758349820506	0.00679042873566094	0.0277541604400734
chr16	14631931	14650589	+	BFAR	16	67468	0	18658	13955	1811013840	1	18657	7260	1811020535	2	18656	14527	1811013268	2.09771124203478	7.32236320304219	7.32236320304219	0.00681018043705639	0.0278149859412516
chr2	138568089	138574458	+	AC092620.1	2	12041	0	6369	13955	1811026129	1	6368	7260	1811032824	1	6368	14528	1811025556	2.76711247644581	7.31952646723948	7.31952646723948	0.00682093821225882	0.027849467633113
chr6	85608328	85643991	-	SYNCRIP	6	31125	1	35662	13954	1810996836	1	35662	7260	1811003530	2	35661	14527	1810996263	1.73755572190551	7.30763302650303	7.30763302650303	0.00686623107439188	0.027960698430524
chr20	9068053	9480813	+	PLCB4	20	83182	3	412757	13952	1810619741	4	412756	7257	1810626436	10	412750	14519	1810619174	0.735852206670677	7.3060112738749	7.3060112738749	0.00687243082405509	0.0279761392129895
chr15	42497393	42533081	-	AC018362.1	15	64029	1	35687	13954	1810996811	1	35687	7260	1811003505	2	35686	14527	1810996238	1.73685491884647	7.30301270354539	7.30301270354539	0.00688390903313596	0.0280081439842317
chr12	68686454	68742531	+	NUP107	12	55820	2	56075	13953	1810976423	1	56076	7260	1810983116	2	56075	14527	1810975849	1.50809571748154	7.29374588164501	7.29374588164501	0.00691950536584784	0.0281480438867018
chr7	89882352	90212635	-	STEAP2-AS1	7	35077	1	330282	13954	1810702216	0	330283	7261	1810708909	0	330283	14529	1810701641	-1.87486056356789	7.28921199694742	-7.28921199694742	0.00693698966843437	0.028214229290345
chr2	192176742	192195524	-	TMEFF2	2	13187	1	18781	13954	1811013717	1	18781	7260	1811020411	1	18781	14528	1811013143	2.09108683637012	7.2875123830745	7.2875123830745	0.00694355561942384	0.0282261123815487
chr5	177519788	177555563	-	FAM193B	5	28170	1	35774	13954	1810996724	1	35774	7260	1811003418	2	35773	14527	1810996151	1.73441994536359	7.28696747508366	7.28696747508366	0.0069456620524978	0.0282297364792442
chr17	6754837	6773663	+	XAF1	17	70920	0	18826	13955	1811013672	1	18825	7260	1811020367	2	18824	14527	1811013100	2.08874674970096	7.27520737436134	7.27520737436134	0.00699128210406619	0.0283754464576562
chr6	106186539	106317208	-	ATG5	6	31404	5	130664	13950	1810901834	1	130668	7260	1810908524	2	130667	14527	1810901257	1.13219039775762	7.27136621100362	7.27136621100362	0.00700624905779679	0.0284199528806028
chr4	146956437	146975314	+	AC092435.1	4	23166	1	18876	13954	1811013622	1	18876	7260	1811020316	1	18876	14528	1811013048	2.08604121000336	7.26098839880433	7.26098839880433	0.00704684972518954	0.0285577079389532
chr1	52423274	52554092	-	TUT4	1	2676	3	130815	13952	1810901683	2	130816	7259	1810908376	3	130815	14526	1810901109	1.13105066799696	7.25901418470312	7.25901418470312	0.00705460052892926	0.0285704232484446
chr2	175923881	176003267	-	LNPK	2	12802	2	79384	13953	1810953114	2	79384	7259	1810959808	2	79384	14527	1810952540	1.34283122448307	7.24659926712047	7.24659926712047	0.00710354175150252	0.0287235690438563
chr14	81498807	81534833	-	SEL1L	14	61970	1	36025	13954	1810996473	1	36025	7260	1811003167	2	36024	14527	1810995900	1.72742795262003	7.24094129016157	7.24094129016157	0.00712596117128483	0.0288013278441424
chrX	85969086	86048539	-	CHM	23	90126	3	79450	13952	1810953048	1	79452	7260	1810959740	2	79451	14527	1810952473	1.34198754257195	7.23912039061543	7.23912039061543	0.00713319175142546	0.0288205257409358
chr2	149569643	149588602	-	MMADHC	2	12209	1	18958	13954	1811013540	0	18959	7261	1811020233	2	18957	14527	1811012967	2.08170641534543	7.23821714019869	7.23821714019869	0.00713678123473838	0.0288300154329591
chr12	25051739	25108248	+	LRMP	12	54064	2	56507	13953	1810975991	1	56508	7260	1810982684	2	56507	14527	1810975417	1.5004210630832	7.2340539121069	7.2340539121069	0.0071533496192524	0.0288891086169632
chr17	79932342	80036872	-	TBC1D16	17	75164	5	104525	13950	1810927973	1	104529	7260	1810934663	1	104529	14528	1810927395	1.22184082873727	7.23062708857469	7.23062708857469	0.00716701682271126	0.0289270110982315
chr6	31665819	31672346	+	AL662899.4	6	29615	1	6526	13954	1811025972	1	6526	7260	1811032666	0	6527	14529	1811025397	2.74260471253914	7.22773757856339	7.22773757856339	0.00717856179068077	0.0289636169236699
chr21	46301133	46320137	-	C21orf58	21	86417	2	19002	13953	1811013496	0	19004	7261	1811020188	1	19003	14528	1811012921	2.07933552551271	7.2257698266767	7.2257698266767	0.00718643477111758	0.0289821596289347
chr15	34233258	34337844	-	SLC12A6	15	63637	4	104582	13951	1810927916	1	104585	7260	1810934607	2	104584	14527	1810927340	1.22130519273627	7.22533784504049	7.22533784504049	0.00718816431148006	0.0289821596289347
chr5	36875789	37064190	+	NIPBL	5	24690	3	188398	13952	1810844100	2	188399	7259	1810850793	5	188396	14524	1810843528	0.989449863013247	7.22344005689956	7.22344005689956	0.00719576759399532	0.0290077820635106
chr12	56751452	56787576	+	HSD17B6	12	55430	0	36124	13955	1810996374	2	36122	7259	1811003070	2	36122	14527	1810995802	1.72471122657593	7.22307542141061	7.22307542141061	0.00719722940745771	0.0290086422396682
chr13	23978804	24307069	+	SPATA13	13	58020	0	328265	13955	1810704233	0	328265	7261	1810710927	1	328264	14528	1810703660	-1.86873078870854	7.22179891355336	-7.22179891355336	0.0072023492826937	0.0290141795999776
chr17	67825032	67984317	+	BPTF	17	74417	5	159280	13950	1810873218	1	159284	7260	1810879908	3	159282	14526	1810872642	1.05195628616509	7.22074475395493	7.22074475395493	0.0072065801590957	0.0290196117333369
chr1	38839332	38875494	-	AL139260.2	1	1988	1	36161	13954	1810996337	1	36161	7260	1811003031	2	36160	14527	1810995764	1.72365978392756	7.21616481128149	7.21616481128149	0.00722499129459853	0.0290751468169885
chrX	77505712	77787216	-	ATRX	23	90053	5	281499	13950	1810750999	3	281501	7258	1810757691	5	281499	14524	1810750425	0.850270205035534	7.21518972457852	7.21518972457852	0.00722891729504904	0.0290856327946138
chr21	14961234	15065934	-	NRIP1	21	85331	1	104699	13954	1810927799	3	104697	7258	1810934495	3	104697	14526	1810927227	1.22021567816761	7.21458523778711	7.21458523778711	0.00723135224025151	0.0290856327946138
chr11	119086994	119093547	+	HMBS	11	52437	0	6553	13955	1811025945	1	6552	7260	1811032640	1	6552	14528	1811025372	2.73862872140859	7.21286169614177	7.21286169614177	0.00723829947497623	0.0291085369679037
chrX	118345142	118449937	+	WDR44	23	90635	2	104793	13953	1810927705	2	104793	7259	1810934399	3	104792	14526	1810927132	1.21930867212094	7.20563734252937	7.20563734252937	0.00726749361625623	0.0291956226949049
chr10	32900318	32936558	-	ITGB1	10	44970	3	36237	13952	1810996261	0	36240	7261	1811002952	1	36239	14528	1810995685	1.72150501852789	7.20200623257551	7.20200623257551	0.0072822126072577	0.0292294856006633
chr17	42119673	42155916	-	AC099811.2	17	72941	2	36241	13953	1810996257	1	36242	7260	1811002950	1	36242	14528	1810995682	1.72142223485666	7.20146275428124	7.20146275428124	0.00728441825900794	0.029233288888827
chrX	55143101	55162195	-	FAM104B	23	89639	1	19093	13954	1811013405	1	19093	7260	1811020099	1	19093	14528	1811012831	2.07461054215244	7.20097232016269	7.20097232016269	0.00728640922232304	0.0292362294404936
chrX	120524611	120560915	-	CUL4B	23	90718	2	36302	13953	1810996196	1	36303	7260	1811002889	1	36303	14528	1810995621	1.71974046578509	7.19041641894728	7.19041641894728	0.00732939695337254	0.0293660525853169
chr17	28553386	28572524	-	PIGS	17	71971	1	19137	13954	1811013361	1	19137	7260	1811020055	1	19137	14528	1811012787	2.07230865042778	7.18889956118073	7.18889956118073	0.00733559545083229	0.029367105433678
chr5	20610820	20937689	+	LINC02241	5	24408	1	326868	13954	1810705630	0	326869	7261	1810712323	0	326869	14529	1810705055	-1.86446828306517	7.17520654003602	-7.17520654003602	0.00739179374971333	0.0295516352455397
chr5	103258035	103277228	+	MACIR	5	26056	1	19192	13954	1811013306	1	19192	7260	1811020000	1	19192	14528	1811012732	2.06943871696778	7.17385134065989	7.17385134065989	0.00739737957579556	0.0295589874158531
chr1	100990357	101026767	-	DPH5	1	3865	1	36409	13954	1810996089	2	36408	7259	1811002784	1	36409	14528	1810995515	1.71682475868668	7.17127534549218	7.17127534549218	0.00740800914376449	0.0295935892219486
chr5	134647784	134727909	+	SEC24A	5	26684	1	80124	13954	1810952374	3	80122	7258	1810959070	2	80123	14527	1810951801	1.33356468165296	7.16457659809385	7.16457659809385	0.00743572394924996	0.0296816026141166
chr12	42159123	42239248	-	YAF2	12	54381	1	80124	13954	1810952374	2	80123	7259	1810959069	3	80122	14526	1810951802	1.33356467879168	7.16457527817693	7.16457527817693	0.00743572942058757	0.0296816026141166
chr17	73209507	73228748	-	FAM104A	17	74585	1	19240	13954	1811013258	1	19240	7260	1811019952	1	19240	14528	1811012684	2.06694076079716	7.16075871838257	7.16075871838257	0.00745156709709305	0.0297295008702016
chr19	48748010	48754660	-	FUT1	19	81387	0	6650	13955	1811025848	1	6649	7260	1811032543	1	6649	14528	1811025275	2.72393317535564	7.1579115568893	7.1579115568893	0.0074634044882208	0.0297716165988496
chr1	65146669	65226891	+	AK4	1	3075	1	80221	13954	1810952277	2	80220	7259	1810958972	3	80219	14526	1810951705	1.33235471650298	7.15388566814363	7.15388566814363	0.00748017538181367	0.0297975921775797
chr1	159301335	159307993	+	FCER1A	1	5677	0	6658	13955	1811025840	1	6657	7260	1811032535	1	6657	14528	1811025267	2.72273075674761	7.15341683919542	7.15341683919542	0.00748213091401739	0.02980027321188
chr1	193121179	193253325	+	CDC73	1	6701	4	132142	13951	1810900356	1	132145	7260	1810907047	3	132143	14526	1810899781	1.12094938474816	7.14981982263271	7.14981982263271	0.00749715182347754	0.0298432231834485
chr1	173867354	173886636	+	ZBTB37	1	6313	1	19281	13954	1811013217	1	19281	7260	1811019911	1	19281	14528	1811012643	2.0648120198649	7.14960448688362	7.14960448688362	0.00749805202896248	0.0298432231834485
chr13	75548790	75605933	+	UCHL3	13	59018	3	57140	13952	1810975358	1	57142	7260	1810982050	1	57142	14528	1810974782	1.4892633728375	7.14750626333989	7.14750626333989	0.00750682938325975	0.0298623501242033
chr6	145884815	145965097	-	SHPRH	6	32355	1	80281	13954	1810952217	2	80280	7259	1810958912	3	80279	14526	1810951645	1.33160701835604	7.14728178502992	7.14728178502992	0.00750776904965445	0.0298623501242033
chr8	73549691	73739344	-	STAU2	8	39153	2	189651	13953	1810842847	3	189650	7258	1810849542	5	189648	14524	1810842276	0.982825628509755	7.14038460352458	7.14038460352458	0.00753669933307111	0.0299457499492545
chr12	51950743	51987346	+	ACVR1B	12	54897	2	36601	13953	1810995897	1	36602	7260	1811002590	1	36602	14528	1810995322	1.71153770143158	7.13659861451015	7.13659861451015	0.007552628113215	0.0299885281679193
chr8	81702913	81722263	-	ZFAND1	8	39339	1	19349	13954	1811013149	1	19349	7260	1811019843	1	19349	14528	1811012575	2.06129138484622	7.13116581563372	7.13116581563372	0.00757554565673402	0.0300743855936907
chr12	66301492	66338199	+	HELB	12	55762	2	36705	13953	1810995793	1	36706	7260	1811002486	1	36706	14528	1810995218	1.70870026457457	7.11800519924145	7.11800519924145	0.0076313571263773	0.0302752627946906
chr19	20006003	20025419	-	ZNF682	19	79387	1	19415	13954	1811013083	1	19415	7260	1811019777	1	19415	14528	1811012509	2.05788611030318	7.11334041634109	7.11334041634109	0.00765124026458808	0.0303282529491587
chr12	20368244	20684381	+	PDE3A	12	53953	6	316131	13949	1810716367	3	316134	7258	1810723058	5	316132	14524	1810715792	0.808357350084883	7.10875496186782	7.10875496186782	0.00767083689480552	0.0303903778495654
chr12	19439580	19520223	+	AEBP2	12	53940	4	80639	13951	1810951859	1	80642	7260	1810958550	1	80642	14528	1810951282	1.32712013221351	7.10769076144788	7.10769076144788	0.00767539224740399	0.0304032414355062
chr19	5586998	5623776	-	SAFB2	19	77977	2	36776	13953	1810995722	1	36777	7260	1811002415	1	36777	14528	1810995147	1.70676778211625	7.10534779552836	7.10534779552836	0.00768543115709119	0.0304378180273003
chr6	30646163	30652915	+	C6orf136	6	29442	1	6751	13954	1811025747	0	6752	7261	1811032440	1	6751	14528	1811025173	2.70870958270951	7.10104621667415	7.10104621667415	0.00770389710069486	0.0305057520503997
chr5	153489669	153813869	+	GRIA1	5	27551	1	324199	13954	1810708299	0	324200	7261	1810714992	0	324200	14529	1810707724	-1.85626793030833	7.08623034029733	-7.08623034029733	0.00776784705576439	0.0307327931530293
chr18	49043668	49461665	-	DYM	18	76654	7	417990	13948	1810614508	4	417993	7257	1810621199	6	417991	14523	1810613933	0.723241185090546	7.08401402283926	7.08401402283926	0.00777745993878842	0.0307603504915213
chr3	4362108	4468273	-	SUMF1	3	14801	3	106162	13952	1810926336	2	106163	7259	1810933029	2	106163	14527	1810925761	1.20631917940254	7.07787016860675	7.07787016860675	0.00780417146096391	0.0308502429511666
chr3	160755230	161078902	+	PPM1L	3	18927	1	323671	13954	1810708827	0	323672	7261	1810715520	0	323672	14529	1810708252	-1.85463768494793	7.06864477763884	-7.06864477763884	0.00784445682429247	0.0309778719866179
chr6	140575787	140899381	-	AL035446.2	6	32251	0	323594	13955	1810708904	0	323594	7261	1810715598	1	323593	14528	1810708331	-1.8543966278597	7.06604869442526	-7.06604869442526	0.00785583167411807	0.0310175199285994
chr2	178479456	178516463	+	PLEKHA3	2	12909	1	37006	13954	1810995492	1	37006	7260	1811002186	2	37005	14527	1810994919	1.70056017064131	7.06472886248957	7.06472886248957	0.00786162104000121	0.0310351047375923
chr6	57089187	57170305	+	ZNF451	6	30737	3	81115	13952	1810951383	0	81118	7261	1810958074	3	81115	14526	1810950809	1.32124683486327	7.05596351064742	7.05596351064742	0.00790018061100917	0.0311714377105466
chr1	235166894	235328487	-	ARID4B	1	8035	3	161590	13952	1810870908	2	161591	7259	1810877601	4	161589	14525	1810870335	1.03756894896938	7.05289046012331	7.05289046012331	0.00791374498002073	0.0312196567666828
chr2	30446242	30607845	+	LCLAT1	2	9325	4	161599	13951	1810870899	2	161601	7259	1810877591	3	161600	14526	1810870324	1.03750706023042	7.05217077292036	7.05217077292036	0.00791692510211506	0.0312216007591218
chr11	43643238	43650096	+	AC068205.2	11	49237	0	6858	13955	1811025640	1	6857	7260	1811032335	1	6857	14528	1811025067	2.69313078713607	7.04291898105294	7.04291898105294	0.00795792309444998	0.0313566730579345
chr15	74540205	74598129	+	ARID3B	15	65303	4	57920	13951	1810974578	0	57924	7261	1810981268	1	57923	14528	1810974001	1.47568761711018	7.04258129117079	7.04258129117079	0.00795942361937529	0.0313572680942361
chr6	96199839	96522717	-	UFL1-AS1	6	31279	1	322877	13954	1810709621	0	322878	7261	1810716314	0	322878	14529	1810709046	-1.85218112926834	7.04220889054705	-7.04220889054705	0.00796107871697815	0.0313584717863544
chr19	9291139	9310838	-	ZNF699	19	78297	1	19698	13954	1811012800	1	19698	7260	1811019494	1	19698	14528	1811012226	2.04341475274081	7.03768647415564	7.03768647415564	0.00798120626193122	0.0314266705184185
chr14	30893803	31027379	-	STRN3	14	60515	1	133575	13954	1810898923	2	133574	7259	1810905618	5	133571	14524	1810898353	1.11018511695221	7.03404665191192	7.03404665191192	0.00799744351322762	0.0314803654876092
chr19	12937608	12944489	+	CALR	19	78722	1	6880	13954	1811025618	0	6881	7261	1811032311	1	6880	14528	1811025044	2.68978228538193	7.03043292812072	7.03043292812072	0.00801359776311106	0.0315208105270486
chr4	94994942	95156876	+	BMPR1B	4	22102	4	161930	13951	1810870568	1	161933	7260	1810877259	4	161930	14525	1810869994	1.0354607005013	7.02840403083246	7.02840403083246	0.00802268206639367	0.0315392690988663
chr3	48467910	48505129	-	SHISA5	3	16166	1	37218	13954	1810995280	1	37218	7260	1811001974	2	37217	14527	1810994707	1.69484753297436	7.02739686286077	7.02739686286077	0.00802719553043119	0.0315440411542532
chr2	165873361	165954776	-	TTC21B	2	12518	2	81413	13953	1810951085	1	81414	7260	1810957778	3	81412	14526	1810950512	1.31759192683737	7.02383003511932	7.02383003511932	0.00804320060039787	0.0315855685568438
chr11	67403186	67410088	+	TBC1D10C	11	50719	0	6902	13955	1811025596	1	6901	7260	1811032291	1	6901	14528	1811025023	2.68673472491753	7.01907336653676	7.01907336653676	0.00806459552578154	0.0316375049193077
chr16	53433470	53491648	+	RBL2	16	68735	3	58175	13952	1810974323	0	58178	7261	1810981014	2	58176	14527	1810973748	1.47131187169564	7.00885181652848	7.00885181652848	0.00811076799625965	0.03177774893693
chr12	46188564	46270119	-	SLC38A1	12	54476	3	81552	13952	1810950946	1	81554	7260	1810957638	2	81553	14527	1810950371	1.31587369590527	7.00873759924434	7.00873759924434	0.00811128545984385	0.03177774893693
chr19	55675624	55695441	+	EPN1	19	82443	1	19816	13954	1811012682	1	19816	7260	1811019376	1	19816	14528	1811012108	2.03744207996786	7.0065091321012	7.0065091321012	0.00812138833242715	0.0318066036224974
chr9	124952787	125144496	-	SCAI	9	43223	4	191705	13951	1810840793	2	191707	7259	1810847485	4	191705	14525	1810840219	0.972041780415072	7.00587731786072	7.00587731786072	0.008124255036707	0.0318071782041236
chr19	55044315	55064148	-	RDH13	19	82315	0	19833	13955	1811012665	1	19832	7260	1811019360	2	19831	14527	1811012093	2.03663496582079	7.00229785731062	7.00229785731062	0.00814051552731887	0.0318600334837092
chr3	14961406	15043029	+	NR2C2	3	15192	1	81622	13954	1810950876	2	81621	7259	1810957571	3	81620	14526	1810950304	1.3150401885986	7.00142031372525	7.00142031372525	0.00814450704172842	0.031870287238397
chr13	80697176	81018737	-	AL590807.1	13	59130	0	321561	13955	1810710937	0	321561	7261	1810717631	1	321560	14528	1810710364	-1.84809311577562	6.99838907131925	-6.99838907131925	0.00815831008137424	0.0319081792713031
chr1	90916184	91023272	-	ZNF644	1	3615	2	107086	13953	1810925412	0	107088	7261	1810932104	5	107083	14524	1810924841	1.19766202728042	6.99310933053494	6.99310933053494	0.00818240902930778	0.0319888094192446
chr7	73441564	73523278	-	BAZ1B	7	34696	0	81714	13955	1810950784	3	81711	7258	1810957481	3	81711	14526	1810950213	1.31392585101748	6.99164082633797	6.99164082633797	0.0081891248324435	0.0320017666677863
chr6	144290828	144853034	+	UTRN	6	32327	6	562200	13949	1810470298	5	562201	7256	1810476991	10	562196	14519	1810469728	0.638187327334396	6.98751969181467	6.98751969181467	0.00820800184843618	0.0320593597159628
chr1	35078390	35115859	+	ZMYM1	1	1837	1	37468	13954	1810995030	0	37469	7261	1811001723	3	37466	14526	1810994458	1.68815259728077	6.98370655730832	6.98370655730832	0.00822550770630926	0.0320925317230173
chr10	110226678	110285048	+	MXI1	10	47019	2	58368	13953	1810974130	1	58369	7260	1810980823	2	58368	14527	1810973556	1.46801688127369	6.98348126863129	6.98348126863129	0.0082265431864923	0.0320925317230173
chr12	130396176	130717281	-	RIMBP2	12	57710	0	321105	13955	1810711393	0	321105	7261	1810718087	1	321104	14528	1810710820	-1.84667377350889	6.98322423535865	-6.98322423535865	0.0082277247352266	0.0320925317230173
chr17	59892045	59950421	+	RPS6KB1	17	74080	1	58375	13954	1810974123	1	58375	7260	1810980817	3	58373	14526	1810973551	1.46791408167363	6.98269042558968	6.98269042558968	0.00823017914444113	0.0320925317230173
chr22	37905296	37942822	+	MICALL1	22	87722	4	37522	13951	1810994976	0	37526	7261	1811001666	0	37526	14529	1810994398	1.68663240597724	6.9737951613497	6.9737951613497	0.00827118918462999	0.032246535552695
chr3	50292831	50299831	-	HYAL3	3	16382	0	7000	13955	1811025498	1	6999	7260	1811032193	1	6999	14528	1811024925	2.67263429034366	6.96654211950954	6.96654211950954	0.00830478274523106	0.0323557900516748
chr22	24554998	24574971	+	SNRPD3	22	87021	1	19972	13954	1811012526	1	19972	7260	1811019220	1	19972	14528	1811011952	2.0296003631571	6.9656178096775	6.9656178096775	0.00830907384262247	0.0323670812753019
chr2	20032649	20052628	-	LAPTM4A	2	8939	1	19978	13954	1811012520	1	19978	7260	1811019214	1	19978	14528	1811011946	2.02929998321957	6.96405275003053	6.96405275003053	0.00831634478637655	0.0323899744311508
chr12	112160187	112383092	-	HECTD4	12	56981	2	222903	13953	1810809595	4	222901	7257	1810816291	5	222900	14524	1810809024	0.916594630530187	6.96111813618336	6.96111813618336	0.00832999594751471	0.0324214046627223
chr4	145159136	145179155	-	OTUD4	4	23116	1	20018	13954	1811012480	1	20018	7260	1811019174	1	20018	14528	1811011906	2.02729975277744	6.9536305628717	6.9536305628717	0.0083649304180583	0.0325191342050392
chr9	121406	180008	-	CBWD1	9	40958	2	58600	13953	1810973898	1	58601	7260	1810980591	2	58600	14527	1810973324	1.46404986497713	6.952970172395	6.952970172395	0.00836801876003745	0.0325191342050392
chr19	16184422	16191448	+	FAM32A	19	78991	0	7026	13955	1811025472	1	7025	7260	1811032167	1	7025	14528	1811024899	2.66892649170973	6.95273888867814	6.95273888867814	0.00836910064323182	0.0325191342050392
chr11	118400606	118482737	+	AP001267.5	11	52343	1	82130	13954	1810950368	1	82130	7260	1810957062	4	82127	14525	1810949797	1.30883526891667	6.94701651588548	6.94701651588548	0.00839591399240647	0.032583599074947
chr16	667131	674171	+	RHOT2	16	66489	1	7039	13954	1811025459	0	7040	7261	1811032152	1	7039	14528	1811024885	2.66693566144323	6.94532700243872	6.94532700243872	0.00840384734842592	0.0326050754696986
chr6	123822239	123829285	+	AL354936.1	6	31792	1	7045	13954	1811025453	0	7046	7261	1811032146	1	7045	14528	1811024879	2.66608366155032	6.94215728086419	6.94215728086419	0.00841875193735831	0.0326560817219178
chr3	81489932	81744629	-	GBE1	3	17115	4	254693	13951	1810777805	3	254694	7258	1810784498	5	254692	14524	1810777232	0.870286704679069	6.93740529962815	6.93740529962815	0.00844114727781509	0.0326951988910337
chr15	91852855	92172435	+	SLCO3A1	15	66047	1	319579	13954	1810712919	0	319580	7261	1810719612	0	319580	14529	1810712344	-1.84191238723163	6.93253666209057	-6.93253666209057	0.0084641556299373	0.0327733911376809
