chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr8	13304576	13515887	-	DLC1	8	37681	1	211310	5819	1810829323	0	211311	4067	1810831075	2	211309	2293	1810832849	1	211310	1254	1810833888	0	211311	13955	1810821187	0	211311	7261	1810827881	0	211311	14529	1810820613	13.9497357151413	10.3810057768133	10.3810057768133	0.00127318319343017	0.0516805218438954
chr3	23202326	23591794	+	UBE2E2	3	15359	1	389467	5819	1810651166	1	389467	4066	1810652919	2	389466	2293	1810654692	0	389468	1255	1810655730	0	389468	13955	1810643030	0	389468	7261	1810649724	0	389468	14529	1810642456	13.9497301709764	10.3810052224435	10.3810052224435	0.0012731835757116	0.0516805218438954
chr16	68842530	69085182	+	TANGO6	16	69406	1	242651	5819	1810797982	2	242650	4065	1810799736	1	242651	2294	1810801507	0	242652	1255	1810802546	0	242652	13955	1810789846	0	242652	7261	1810796540	0	242652	14529	1810789272	13.9497341527248	10.3810047067236	10.3810047067236	0.00127318393134102	0.0516805218438954
chr14	51488136	51730459	+	FRMD6	14	60938	2	242321	5818	1810798312	2	242321	4065	1810800065	0	242323	2295	1810801835	0	242323	1255	1810802875	0	242323	13955	1810790175	0	242323	7261	1810796869	0	242323	14529	1810789601	13.9497341274636	10.3810041202232	10.3810041202232	0.00127318433577917	0.0516805218438954
chr3	156119577	156537346	+	KCNAB1	3	18768	1	417768	5819	1810622865	2	417767	4065	1810624619	1	417768	2294	1810626390	0	417769	1255	1810627429	0	417769	13955	1810614729	0	417769	7261	1810621423	0	417769	14529	1810614155	13.9497297342055	10.3810032652691	10.3810032652691	0.00127318492533768	0.0516805218438954
chr1	67831308	68202987	+	GNG12-AS1	1	3161	1	371678	5819	1810668955	1	371678	4066	1810670708	1	371678	2294	1810672480	1	371678	1254	1810673520	0	371679	13955	1810660819	0	371679	7261	1810667513	0	371679	14529	1810660245	13.9497304947737	10.3810032648034	10.3810032648034	0.00127318492565887	0.0516805218438954
chr10	126904455	127451465	+	DOCK1	10	47478	0	547010	5820	1810493623	2	547008	4065	1810495378	1	547009	2294	1810497149	1	547009	1254	1810498189	0	547010	13955	1810485488	0	547010	7261	1810492182	0	547010	14529	1810484914	13.9497282851373	10.381002565613	10.381002565613	0.00127318540780608	0.0516805218438954
chr12	1690069	1788674	+	ADIPOR2	12	53069	0	98605	5820	1810942028	0	98605	4067	1810943781	0	98605	2295	1810945553	0	98605	1255	1810946593	10	98595	13945	1810933903	3	98602	7258	1810940590	3	98602	14526	1810933322	-13.0687143425344	10.2140212215018	-10.2140212215018	0.00139376943048819	0.0555682270187473
chr5	179955452	180073101	-	RNF130	5	28326	0	117649	5820	1810922984	0	117649	4067	1810924737	0	117649	2295	1810926509	0	117649	1255	1810927549	4	117645	13951	1810914853	5	117644	7256	1810921548	7	117642	14522	1810914282	-13.0687027877235	10.2139608517755	-10.2139608517755	0.0013938150542997	0.0555682270187473
chr12	62259337	62416389	+	USP15	12	55626	0	157052	5820	1810883581	0	157052	4067	1810885334	0	157052	2295	1810887106	0	157052	1255	1810888146	6	157046	13949	1810875452	1	157051	7260	1810882141	9	157043	14520	1810874881	-13.0686877773055	10.2138826565351	-10.2138826565351	0.00139387415181103	0.0555682270187473
chr6	119177204	119350761	-	MAN1A1	6	31736	0	173557	5820	1810867076	0	173557	4067	1810868829	0	173557	2295	1810870601	0	173557	1255	1810871641	8	173549	13947	1810858949	3	173554	7258	1810865638	5	173552	14524	1810858372	-13.0686835151327	10.2138571823016	-10.2138571823016	0.00139389340498608	0.0555682270187473
chr14	46063158	46501823	+	LINC00871	14	60810	0	438665	5820	1810601968	0	438665	4067	1810603721	0	438665	2295	1810605493	0	438665	1255	1810606533	5	438660	13950	1810593838	5	438660	7256	1810600532	6	438659	14523	1810593265	-13.0686590023617	10.2137285091449	-10.2137285091449	0.00139399065900625	0.0555682270187473
chr17	80543837	80966368	+	RPTOR	17	75223	2	422529	5818	1810618104	0	422531	4067	1810619855	0	422531	2295	1810621627	1	422530	1254	1810622668	12	422519	13943	1810609979	9	422522	7252	1810616670	16	422515	14513	1810609409	-1.53474412858188	10.0957459909841	-10.0957459909841	0.00148611988226266	0.0590046249286165
chr1	1785284	1892117	-	GNB1	1	210	0	106833	5820	1810933800	1	106832	4066	1810935554	0	106833	2295	1810937325	0	106833	1255	1810938365	11	106822	13944	1810925676	6	106827	7255	1810932365	8	106825	14521	1810925099	-2.24117905969507	10.0781791785266	-10.0781791785266	0.00150035524194347	0.0592166207477802
chr1	155335267	155563803	-	ASH1L	1	5389	4	228532	5816	1810812101	2	228534	4065	1810813852	1	228535	2294	1810815623	0	228536	1255	1810816662	23	228513	13932	1810803985	10	228526	7251	1810810666	23	228513	14506	1810803411	-1.10216354731404	9.96539720986038	-9.96539720986038	0.00159509760542609	0.0627080678337713
chr4	85474149	86002666	+	ARHGAP24	4	21836	4	528513	5816	1810512120	3	528514	4064	1810513872	2	528515	2293	1810515643	0	528517	1255	1810516681	0	528517	13955	1810503981	2	528515	7259	1810510677	2	528515	14527	1810503409	1.78989404250336	9.86301618302241	9.86301618302241	0.0016863441364765	0.0661649877201812
chr18	26016252	26091613	-	SS18	18	76173	0	75361	5820	1810965272	0	75361	4067	1810967025	0	75361	2295	1810968797	0	75361	1255	1810969837	5	75356	13950	1810957142	3	75358	7258	1810963834	7	75354	14522	1810956570	-13.0041650874775	9.57560988073237	-9.57560988073237	0.00197179339737585	0.0744550873451954
chr10	28532539	28608433	+	WAC	10	44865	0	75894	5820	1810964739	0	75894	4067	1810966492	0	75894	2295	1810968264	0	75894	1255	1810969304	5	75889	13950	1810956609	4	75890	7257	1810963302	6	75888	14523	1810956036	-13.0041644649835	9.57560748350807	-9.57560748350807	0.0019717959720279	0.0744550873451954
chr22	42871127	42960878	-	PACSIN2	22	88056	0	89751	5820	1810950882	0	89751	4067	1810952635	0	89751	2295	1810954407	0	89751	1255	1810955447	4	89747	13951	1810942751	5	89746	7256	1810949446	6	89745	14523	1810942179	-13.0041508761102	9.57553954655305	-9.57553954655305	0.00197186893867263	0.0744550873451954
chr12	79584878	79691964	-	PAWR	12	56063	0	107086	5820	1810933547	0	107086	4067	1810935300	0	107086	2295	1810937072	0	107086	1255	1810938112	6	107080	13949	1810925418	4	107082	7257	1810932110	5	107081	14524	1810924843	-13.0041388281752	9.57548132003285	-9.57548132003285	0.00197193147815233	0.0744550873451954
chr6	100715129	100882364	-	ASCC3	6	31350	0	167235	5820	1810873398	0	167235	4067	1810875151	0	167235	2295	1810876923	0	167235	1255	1810877963	5	167230	13950	1810865268	3	167232	7258	1810871960	7	167228	14522	1810864696	-13.00411639279	9.57537042582408	-9.57537042582408	0.00197205059208783	0.0744550873451954
chr4	17841198	18022876	-	LCORL	4	20623	0	181678	5820	1810858955	0	181678	4067	1810860708	0	181678	2295	1810862480	0	181678	1255	1810863520	5	181673	13950	1810850825	3	181675	7258	1810857517	7	181671	14522	1810850253	-13.0041132173609	9.57535422896035	-9.57535422896035	0.00197206799010985	0.0744550873451954
chr7	17131189	17346150	+	AHR	7	33403	0	214961	5820	1810825672	0	214961	4067	1810827425	0	214961	2295	1810829197	0	214961	1255	1810830237	8	214953	13947	1810817545	3	214958	7258	1810824234	4	214957	14525	1810816967	-13.0041075243403	9.57532846205868	-9.57532846205868	0.00197209566820378	0.0744550873451954
chr5	40512332	40756908	-	TTC33	5	24771	0	244576	5820	1810796057	0	244576	4067	1810797810	0	244576	2295	1810799582	0	244576	1255	1810800622	5	244571	13950	1810787927	4	244572	7257	1810794620	6	244570	14523	1810787354	-13.0041037613513	9.57530841464177	-9.57530841464177	0.00197211720285762	0.0744550873451954
chr17	63008559	63422356	+	TANC2	17	74184	0	413797	5820	1810626836	0	413797	4067	1810628589	0	413797	2295	1810630361	0	413797	1255	1810631401	4	413793	13951	1810618705	3	413794	7258	1810625398	8	413789	14521	1810618135	-13.0040925902645	9.57525513600558	-9.57525513600558	0.0019721744351795	0.0744550873451954
chr12	61710122	62192436	-	TAFA2	12	55624	0	482314	5820	1810558319	0	482314	4067	1810560072	0	482314	2295	1810561844	0	482314	1255	1810562884	8	482306	13947	1810550192	3	482311	7258	1810556881	4	482310	14525	1810549614	-13.0040902961161	9.57524376991205	-9.57524376991205	0.0019721866449427	0.0744550873451954
chr19	6771727	6857360	+	VAV1	19	78105	0	85633	5820	1810955000	0	85633	4067	1810956753	0	85633	2295	1810958525	1	85632	1254	1810959566	12	85621	13943	1810946877	2	85631	7259	1810953561	10	85623	14519	1810946301	-2.20034491079032	9.51974354591221	-9.51974354591221	0.00203272986547698	0.0757505886284328
chr17	77088154	77216802	+	SEC14L1	17	74988	1	128647	5819	1810911986	0	128648	4067	1810913738	0	128648	2295	1810915510	0	128648	1255	1810916550	11	128637	13944	1810903861	6	128642	7255	1810910550	7	128641	14522	1810903283	-2.20031252074612	9.51945509645157	-9.51945509645157	0.00203304939849047	0.0757505886284328
chr6	35580556	35689942	-	FKBP5	6	30006	3	109383	5817	1810931250	3	109383	4064	1810933003	3	109383	2292	1810934775	3	109383	1252	1810935815	6	109380	13949	1810923118	0	109386	7261	1810929806	2	109384	14527	1810922540	1.38454630628757	9.33006971864961	9.33006971864961	0.00225423777758371	0.0836791499184467
chr17	47521956	47622006	+	NPEPPS	17	73463	1	100049	5819	1810940584	0	100050	4067	1810942336	0	100050	2295	1810944108	0	100050	1255	1810945148	7	100043	13948	1810932455	8	100042	7253	1810939150	8	100042	14521	1810931882	-2.15773975760008	8.96436210093088	-8.96436210093088	0.00275296802244784	0.0926668866797785
chr3	78597238	79768998	-	ROBO1	3	17095	8	1171752	5812	1809868881	2	1171758	4065	1809870628	1	1171759	2294	1809872399	0	1171760	1255	1809873438	3	1171757	13952	1809860741	1	1171759	7260	1809867433	3	1171757	14526	1809860167	1.43101211392767	8.95987725327723	8.95987725327723	0.002759734348867	0.0926668866797785
chr2	113889597	113957591	+	ACTR3	2	11600	0	67994	5820	1810972639	0	67994	4067	1810974392	0	67994	2295	1810976164	0	67994	1255	1810977204	5	67989	13950	1810964509	3	67991	7258	1810971201	6	67988	14523	1810963936	-12.9351485535006	8.93714082054794	-8.93714082054794	0.00279429770868611	0.0926668866797785
chr16	88874857	88978207	-	CBFA2T3	16	70293	0	103350	5820	1810937283	0	103350	4067	1810939036	0	103350	2295	1810940808	0	103350	1255	1810941848	7	103343	13948	1810929155	3	103347	7258	1810935845	4	103346	14525	1810928578	-12.9351167513505	8.9369955661241	-8.9369955661241	0.00279451992820223	0.0926668866797785
chr2	24220318	24361508	-	ITSN2	2	9045	0	141190	5820	1810899443	0	141190	4067	1810901196	0	141190	2295	1810902968	0	141190	1255	1810904008	7	141183	13948	1810891315	3	141187	7258	1810898005	4	141186	14525	1810890738	-12.9351003600424	8.93692482635379	-8.93692482635379	0.00279462815692921	0.0926668866797785
chr4	26859840	27023966	+	STIM2	4	20751	0	164126	5820	1810876507	0	164126	4067	1810878260	0	164126	2295	1810880032	0	164126	1255	1810881072	6	164120	13949	1810868378	3	164123	7258	1810875069	5	164121	14524	1810867803	-12.9350941037098	8.93689582101069	-8.93689582101069	0.00279467253505472	0.0926668866797785
chr11	3855181	4091798	+	STIM1	11	48060	0	236617	5820	1810804016	0	236617	4067	1810805769	0	236617	2295	1810807541	0	236617	1255	1810808581	5	236612	13950	1810795886	4	236613	7257	1810802579	5	236612	14524	1810795312	-12.9350823043369	8.93684245552868	-8.93684245552868	0.0027947541860206	0.0926668866797785
chr1	44404287	44651724	+	RNF220	1	2367	0	247437	5820	1810793196	0	247437	4067	1810794949	0	247437	2295	1810796721	0	247437	1255	1810797761	3	247434	13952	1810785064	4	247433	7257	1810791759	7	247430	14522	1810784494	-12.9350811360912	8.93683635420166	-8.93683635420166	0.00279476352140862	0.0926668866797785
chr16	23834982	24220611	+	PRKCB	16	67869	0	385629	5820	1810655004	0	385629	4067	1810656757	0	385629	2295	1810658529	0	385629	1255	1810659569	6	385623	13949	1810646875	3	385626	7258	1810653566	5	385624	14524	1810646300	-12.9350719801152	8.93679502187297	-8.93679502187297	0.00279482676312826	0.0926668866797785
chr7	79767049	80218087	+	GNAI1	7	34940	0	451038	5820	1810589595	0	451038	4067	1810591348	0	451038	2295	1810593120	0	451038	1255	1810594160	7	451031	13948	1810581467	2	451036	7259	1810588156	5	451033	14524	1810580891	-12.9350696022158	8.93678419687785	-8.93678419687785	0.00279484332646385	0.0926668866797785
chr6	152121686	152637890	-	SYNE1	6	32505	4	516200	5816	1810524433	5	516199	4062	1810526187	1	516203	2294	1810527955	0	516204	1255	1810528994	2	516202	13953	1810516296	1	516203	7260	1810522989	3	516201	14526	1810515723	1.48980722762487	8.61297781369649	8.61297781369649	0.00333776157993959	0.0926668866797785
chr16	287440	353449	-	AXIN1	16	66436	0	66009	5820	1810974624	1	66008	4066	1810976378	0	66009	2295	1810978149	0	66009	1255	1810979189	9	66000	13946	1810966498	5	66004	7256	1810973188	8	66001	14521	1810965923	-2.11329549352665	8.41306361323223	-8.41306361323223	0.00372534362207255	0.0926668866797785
chr9	37119597	37358146	+	ZCCHC7	9	41758	1	238548	5819	1810802085	0	238549	4067	1810803837	0	238549	2295	1810805609	0	238549	1255	1810806649	7	238542	13948	1810793956	6	238543	7255	1810800649	9	238540	14520	1810793384	-2.11321243930269	8.41239334992133	-8.41239334992133	0.00372671730436835	0.0926668866797785
chr19	37906207	38208369	+	SIPA1L3	19	80285	0	302162	5820	1810738471	0	302162	4067	1810740224	1	302161	2294	1810741997	0	302162	1255	1810743036	12	302150	13943	1810730348	1	302161	7260	1810737031	9	302153	14520	1810729771	-2.11320573989541	8.41233992669731	-8.41233992669731	0.00372682681564906	0.0926668866797785
chr12	45919130	45991574	-	SCAF11	12	54468	3	72441	5817	1810968192	2	72442	4065	1810969944	2	72442	2293	1810971716	2	72442	1253	1810972756	1	72443	13954	1810960055	1	72443	7260	1810966749	3	72441	14526	1810959483	1.56673445279064	8.29996342537925	8.29996342537925	0.0039645876906238	0.0926668866797785
chr2	48313681	48379295	+	FOXN2	2	9822	1	65613	5819	1810975020	4	65610	4063	1810976776	3	65611	2292	1810978547	1	65613	1254	1810979585	3	65611	13952	1810966887	1	65613	7260	1810973579	1	65613	14528	1810966311	1.56673597511573	8.29995433287695	8.29995433287695	0.00396460753979344	0.0926668866797785
chr9	136375576	136399797	-	SNAPC4	9	43933	4	24217	5816	1811016416	5	24216	4062	1811018170	0	24221	2295	1811019937	0	24221	1255	1811020977	3	24218	13952	1811008280	0	24221	7261	1811014971	2	24219	14527	1811007705	1.56676357361234	8.29976838757284	8.29976838757284	0.00396501348542055	0.0926668866797785
chr16	2910998	2951199	+	FLYWCH1	16	66894	0	40201	5820	1811000432	0	40201	4067	1811002185	0	40201	2295	1811003957	0	40201	1255	1811004997	5	40196	13950	1810992302	3	40198	7258	1810998994	5	40196	14524	1810991728	-12.8610679363643	8.29889678163454	-8.29889678163454	0.00396691689168294	0.0926668866797785
chr7	87833567	87877360	-	SLC25A40	7	35047	0	43793	5820	1810996840	0	43793	4067	1810998593	0	43793	2295	1811000365	0	43793	1255	1811001405	9	43784	13946	1810988714	1	43792	7260	1810995400	3	43790	14526	1810988134	-12.8610557719994	8.29884565621615	-8.29884565621615	0.0039670285678346	0.0926668866797785
chr4	89878531	89954629	+	MMRN1	4	22059	0	76098	5820	1810964535	0	76098	4067	1810966288	0	76098	2295	1810968060	0	76098	1255	1810969100	7	76091	13948	1810956407	3	76095	7258	1810963097	3	76095	14526	1810955829	-12.8609979783084	8.29860591888428	-8.29860591888428	0.00396755228235879	0.0926668866797785
chr13	45962175	46053759	-	ZC3H13	13	58554	0	91584	5820	1810949049	0	91584	4067	1810950802	0	91584	2295	1810952574	0	91584	1255	1810953614	4	91580	13951	1810940918	4	91580	7257	1810947612	5	91579	14524	1810940345	-12.8609847308902	8.29855251940899	-8.29855251940899	0.0039676689449456	0.0926668866797785
chr14	22380679	22483959	-	AC244502.1	14	59971	0	103280	5820	1810937353	0	103280	4067	1810939106	0	103280	2295	1810940878	0	103280	1255	1810941918	6	103274	13949	1810929224	3	103277	7258	1810935915	4	103276	14525	1810928648	-12.8609773588643	8.2985211268533	-8.2985211268533	0.00396773753033386	0.0926668866797785
chr7	7967795	8089080	+	GLCCI1	7	33289	0	121285	5820	1810919348	0	121285	4067	1810921101	0	121285	2295	1810922873	0	121285	1255	1810923913	5	121280	13950	1810911218	4	121281	7257	1810917911	4	121281	14525	1810910643	-12.8609687893379	8.29848666372709	-8.29848666372709	0.00396781282558911	0.0926668866797785
chr10	11453945	11612754	-	USP6NL	10	44452	0	158809	5820	1810881824	0	158809	4067	1810883577	0	158809	2295	1810885349	0	158809	1255	1810886389	6	158803	13949	1810873695	2	158807	7259	1810880385	5	158804	14524	1810873120	-12.8609571743339	8.2984384119045	-8.2984384119045	0.00396791824891796	0.0926668866797785
chr20	33489116	33650036	+	CBFA2T2	20	83760	0	160920	5820	1810879713	0	160920	4067	1810881466	0	160920	2295	1810883238	0	160920	1255	1810884278	4	160916	13951	1810871582	4	160916	7257	1810878276	5	160915	14524	1810871009	-12.8609566818399	8.29843666218221	-8.29843666218221	0.00396792207186436	0.0926668866797785
chr10	74823935	75032284	+	KAT6B	10	45936	0	208349	5820	1810832284	0	208349	4067	1810834037	0	208349	2295	1810835809	0	208349	1255	1810836849	4	208345	13951	1810824153	3	208346	7258	1810830846	6	208343	14523	1810823581	-12.8609482475437	8.29840362211689	-8.29840362211689	0.00396799426139449	0.0926668866797785
chr14	90847860	91061641	-	RPS6KA5	14	62149	0	213781	5820	1810826852	0	213781	4067	1810828605	0	213781	2295	1810830377	0	213781	1255	1810831417	6	213775	13949	1810818723	2	213779	7259	1810825413	5	213776	14524	1810818148	-12.8609475204052	8.29839723417535	-8.29839723417535	0.00396800821861854	0.0926668866797785
chrX	77505712	77787216	-	ATRX	23	90053	0	281504	5820	1810759129	0	281504	4067	1810760882	0	281504	2295	1810762654	0	281504	1255	1810763694	5	281499	13950	1810750999	3	281501	7258	1810757691	5	281499	14524	1810750425	-12.8609408104872	8.29837173526175	-8.29837173526175	0.0039680639325328	0.0926668866797785
chr16	1809102	1827841	-	HAGH	16	66670	3	18736	5817	1811021897	2	18737	4065	1811023649	0	18739	2295	1811025419	0	18739	1255	1811026459	1	18738	13954	1811013760	0	18739	7261	1811020453	0	18739	14529	1811013185	2.588250599419	8.20787822757848	8.20787822757848	0.00417088945970423	0.0926668866797785
chr19	1107636	1133221	-	SBNO2	19	77536	0	25585	5820	1811015048	2	25583	4065	1811016803	2	25583	2293	1811018575	1	25584	1254	1811019614	1	25584	13954	1811006914	0	25585	7261	1811013607	0	25585	14529	1811006339	2.58823309099857	8.20786924590357	8.20786924590357	0.00417091010565696	0.0926668866797785
chr6	159726505	159756319	+	WTAP	6	32684	0	29814	5820	1811010819	0	29814	4067	1811012572	3	29811	2292	1811014347	2	29812	1253	1811015386	0	29814	13955	1811002684	0	29814	7261	1811009378	1	29813	14528	1811002111	2.58822629155731	8.20786437019706	8.20786437019706	0.00417092131336583	0.0926668866797785
chr9	127450504	127503499	+	LRSAM1	9	43307	1	52994	5819	1810987639	2	52993	4065	1810989393	1	52994	2294	1810991164	1	52994	1254	1810992204	0	52995	13955	1810979503	0	52995	7261	1810986197	1	52994	14528	1810978930	2.58820829400541	8.20785727002658	8.20785727002658	0.0041709376344693	0.0926668866797785
chr5	173892077	173956457	+	CPEB4	5	27993	2	64378	5818	1810976255	0	64380	4067	1810978006	1	64379	2294	1810979779	2	64378	1253	1810980820	1	64379	13954	1810968119	0	64380	7261	1810974812	0	64380	14529	1810967544	2.58820420067891	8.20785536919721	8.20785536919721	0.00417094200390122	0.0926668866797785
chr19	3636600	3701390	-	PIP5K1C	19	77828	3	64787	5817	1810975846	2	64788	4065	1810977598	0	64790	2295	1810979368	0	64790	1255	1810980408	0	64790	13955	1810967708	0	64790	7261	1810974402	1	64789	14528	1810967135	2.58820404872086	8.20785468956456	8.20785468956456	0.00417094356617231	0.0926668866797785
chr7	155643450	155701183	+	RBM33	7	37200	2	57731	5818	1810982902	0	57733	4067	1810984653	3	57730	2292	1810986428	0	57733	1255	1810987465	0	57733	13955	1810974765	0	57733	7261	1810981459	1	57732	14528	1810974192	2.58820639438767	8.20785448001698	8.20785448001698	0.00417094404785923	0.0926668866797785
chr4	169619528	169720278	+	CLCN3	4	23570	2	100748	5818	1810939885	1	100749	4066	1810941637	1	100749	2294	1810943409	1	100749	1254	1810944449	1	100749	13954	1810931749	0	100750	7261	1810938442	0	100750	14529	1810931174	2.58819732254081	8.20785309304483	8.20785309304483	0.00417094723609335	0.0926668866797785
chr6	170305757	170405642	+	FAM120B	6	32977	2	99883	5818	1810940750	2	99883	4065	1810942503	1	99884	2294	1810944274	0	99885	1255	1810945313	0	99885	13955	1810932613	0	99885	7261	1810939307	1	99884	14528	1810932040	2.58819742789977	8.207851808751	8.207851808751	0.00417095018830282	0.0926668866797785
chr4	123773263	123865573	+	LINC01091	4	22726	0	92310	5820	1810948323	3	92307	4064	1810950079	2	92308	2293	1810951850	0	92310	1255	1810952888	0	92310	13955	1810940188	0	92310	7261	1810946882	1	92309	14528	1810939615	2.58819843572707	8.20785125414841	8.20785125414841	0.00417095146316993	0.0926668866797785
chr5	115840934	115914081	+	AP3S1	5	26234	2	73145	5818	1810967488	0	73147	4067	1810969239	2	73145	2293	1810971013	1	73146	1254	1810972052	0	73147	13955	1810959351	0	73147	7261	1810966045	1	73146	14528	1810958778	2.58820191500507	8.20785116869956	8.20785116869956	0.00417095165959147	0.0926668866797785
chr2	10570753	10690975	-	NOL10	2	8752	1	120221	5819	1810920412	1	120221	4066	1810922165	2	120220	2293	1810923938	1	120221	1254	1810924977	0	120222	13955	1810912276	0	120222	7261	1810918970	1	120221	14528	1810911703	2.58819535046279	8.20785058382899	8.20785058382899	0.00417095300403625	0.0926668866797785
chr14	75744129	75887307	+	TTLL5	14	61819	1	143177	5819	1810897456	2	143176	4065	1810899210	2	143176	2293	1810900982	0	143178	1255	1810902020	1	143177	13954	1810889321	0	143178	7261	1810896014	0	143178	14529	1810888746	2.58819371190352	8.2078498210758	8.2078498210758	0.00417095475738116	0.0926668866797785
chr9	35161001	35404175	+	UNC13B	9	41624	1	243173	5819	1810797460	3	243171	4064	1810799215	1	243173	2294	1810800985	0	243174	1255	1810802024	1	243173	13954	1810789325	0	243174	7261	1810796018	0	243174	14529	1810788750	2.58819017634117	8.20784768741578	8.20784768741578	0.00417095966204106	0.0926668866797785
chr6	128321040	128521587	-	PTPRK	6	31885	2	200545	5818	1810840088	0	200547	4067	1810841839	3	200544	2292	1810843614	0	200547	1255	1810844651	0	200547	13955	1810831951	1	200546	7260	1810838646	0	200547	14529	1810831377	2.58819126404132	8.20784690184519	8.20784690184519	0.00417096146783946	0.0926668866797785
chr1	113389971	113685923	+	MAGI3	1	4267	1	295951	5819	1810744682	2	295950	4065	1810746436	1	295951	2294	1810748207	1	295951	1254	1810749247	1	295951	13954	1810736547	0	295952	7261	1810743240	0	295952	14529	1810735972	2.58818929253189	8.20784682477824	8.20784682477824	0.00417096164499398	0.0926668866797785
chr7	14145048	14842450	-	DGKB	7	33365	4	697398	5816	1810343235	0	697402	4067	1810344984	0	697402	2295	1810346756	1	697401	1254	1810347797	0	697402	13955	1810335096	0	697402	7261	1810341790	1	697401	14528	1810334523	2.58818690765136	8.20784666575491	8.20784666575491	0.00417096201054246	0.0926668866797785
chr8	98454632	98826688	-	STK3	8	39699	2	372054	5818	1810668579	0	372056	4067	1810670330	2	372054	2293	1810672104	1	372055	1254	1810673143	1	372055	13954	1810660443	0	372056	7261	1810667136	0	372056	14529	1810659868	2.58818844073848	8.20784645830281	8.20784645830281	0.00417096248741478	0.0926668866797785
chr10	23693745	24547843	+	KIAA1217	10	44743	2	854096	5818	1810186537	1	854097	4066	1810188289	2	854096	2293	1810190062	0	854098	1255	1810191100	0	854098	13955	1810178400	0	854098	7261	1810185094	1	854097	14528	1810177827	2.588186580538	8.20784465619363	8.20784465619363	0.00417096662994376	0.0926668866797785
chr13	50081170	50528534	+	DLEU1	13	58706	3	447361	5817	1810593272	2	447362	4065	1810595024	0	447364	2295	1810596794	0	447364	1255	1810597834	0	447364	13955	1810585134	0	447364	7261	1810591828	1	447363	14528	1810584561	2.58818772672229	8.20784388063476	8.20784388063476	0.00417096841273112	0.0926668866797785
chr4	108823875	109303367	-	COL25A1	4	22399	3	479489	5817	1810561144	1	479491	4066	1810562895	1	479491	2294	1810564667	2	479490	1253	1810565708	3	479489	13952	1810553009	0	479492	7261	1810559700	0	479492	14529	1810552432	1.82614043432421	7.86453781672753	7.86453781672753	0.00504137109882341	0.0926668866797785
chr4	168496051	168928441	+	PALLD	4	23548	3	432387	5817	1810608246	2	432388	4065	1810609998	1	432389	2294	1810611769	1	432389	1254	1810612809	0	432390	13955	1810600108	1	432389	7260	1810606803	2	432388	14527	1810599536	1.82614069389814	7.86453759018332	7.86453759018332	0.00504137173045494	0.0926668866797785
chr9	130712015	130885683	+	ABL1	9	43614	3	173665	5817	1810866968	3	173665	4064	1810868721	1	173667	2294	1810870491	0	173668	1255	1810871530	0	173668	13955	1810858830	0	173668	7261	1810865524	3	173665	14526	1810858259	1.82614465781388	7.86452708253637	7.86452708253637	0.00504140102707973	0.0926668866797785
chr17	76309477	76354916	-	PRPSAP1	17	74892	4	45435	5816	1810995198	2	45437	4065	1810996949	0	45439	2295	1810998719	1	45438	1254	1810999760	1	45438	13954	1810987060	1	45438	7260	1810993754	1	45438	14528	1810986486	1.82616320570392	7.86448679235764	7.86448679235764	0.00504151336271019	0.0926668866797785
chr12	121308244	121353411	-	ANAPC5	12	57308	2	45165	5818	1810995468	4	45163	4063	1810997223	1	45166	2294	1810998992	0	45167	1255	1811000031	1	45166	13954	1810987332	0	45167	7261	1810994025	2	45165	14527	1810986759	1.82616335342893	7.86448526778258	7.86448526778258	0.00504151761352567	0.0926668866797785
chr19	1406585	1435684	+	DAZAP1	19	77589	4	29095	5816	1811011538	1	29098	4066	1811013288	1	29098	2294	1811015060	1	29098	1254	1811016100	1	29098	13954	1811003400	0	29099	7261	1811010093	2	29097	14527	1811002827	1.82617733346868	7.86445468221791	7.86445468221791	0.00504160289287592	0.0926668866797785
chr12	80443234	80680273	+	PTPRQ	12	56079	2	237037	5818	1810803596	1	237038	4066	1810805348	0	237039	2295	1810807119	3	237036	1252	1810808162	0	237039	13955	1810795459	0	237039	7261	1810802153	2	237037	14527	1810794887	2.07741099718203	7.85081864264794	7.85081864264794	0.00507977000683202	0.0926668866797785
chr5	95961001	96319018	+	AC104123.1	5	25953	1	358016	5819	1810682617	3	358014	4064	1810684372	1	358016	2294	1810686142	1	358016	1254	1810687182	1	358016	13954	1810674482	0	358017	7261	1810681175	1	358016	14528	1810673908	2.07740930826335	7.85081737465225	7.85081737465225	0.00507977356959488	0.0926668866797785
chr1	91680342	91887151	-	TGFBR3	1	3621	0	206809	5820	1810833824	4	206805	4063	1810835581	2	206807	2293	1810837351	0	206809	1255	1810838389	0	206809	13955	1810825689	2	206807	7259	1810832385	0	206809	14529	1810825115	2.07741172777817	7.8508164640516	7.8508164640516	0.00507977612816524	0.0926668866797785
chrX	123960705	124102656	+	STAG2	23	90769	1	141950	5819	1810898683	5	141946	4062	1810900440	0	141951	2295	1810902207	0	141951	1255	1810903247	1	141950	13954	1810890548	0	141951	7261	1810897241	1	141950	14528	1810889974	2.07741434516287	7.85081574809738	7.85081574809738	0.00507977813982652	0.0926668866797785
