testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	patip3	patip4	patip5	patip6	patip7	patip8	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
91578	chrX	155489010	155613952	-	TMLHE	23	-7.38131345092461	0.241862219706877	-0.849944513841875	-1.00717617847288	-0.573629218062227	1.16358935057085	-1.03647838311592	0.165259473416172	-0.172316886810411	7.69096779217944	-7.69096779217944	0.00554978596801936	0.00819466388584385	TRUE	-1.03601959191292	79.404064648319	-79.404064648319	0	0
34047	chr7	39622571	39708120	+	RALA	7	-7.38158508989905	0.24224393923077	-0.849821018273322	-1.00711765849698	-0.57350251767254	1.16368639528845	-1.03617661016204	0.165317737280414	-0.131456442821038	16.5366259301081	-16.5366259301081	4.77193592831604e-05	9.22198042738956e-05	TRUE	-0.398440683252624	79.3832596316934	-79.3832596316934	0	0
63769	chr15	39600030	39783841	-	FSIP1	15	-7.38165116749838	0.242054455554077	-0.849596507247671	-1.00703563913431	-0.573317396760562	1.16388141677825	-1.0362076114369	0.165304742793657	-0.840905693510988	81.6405056449585	-81.6405056449585	0	0	TRUE	-0.842756462289526	79.3559188656509	-79.3559188656509	0	0
8273	chr1	246565455	246668595	+	CNST	1	-7.38154407819814	0.241712128833474	-0.849857454997567	-1.00725686417275	-0.573627964890374	1.16346497411303	-1.03653889870783	0.165377941110672	-0.385689746852542	73.2600089153275	-73.2600089153275	0	0	TRUE	-0.413860960344907	79.2341082193889	-79.2341082193889	0	0
87898	chr22	40411143	40553311	-	MRTFA	22	-7.38104788451721	0.242057580846957	-0.849977321882893	-1.00722888402115	-0.573715048622585	1.1634280164893	-1.0364493486429	0.165224689751485	-0.42965175625053	68.2917002220638	-68.2917002220638	1.11022302462516e-16	4.99826937208795e-16	TRUE	-0.502410598465721	79.0953025417402	-79.0953025417402	0	0
36572	chr7	139561569	139778998	-	HIPK2	7	-7.38207956838092	0.242217379634126	-0.849317819823878	-1.00684760063488	-0.573144242127619	1.16397226732583	-1.03608040420604	0.165387350567827	-0.437464584945569	55.6438099932857	-55.6438099932857	8.68194405256872e-14	3.36449162581759e-13	TRUE	-0.762265460291577	79.0689252521843	-79.0689252521843	0	0
88782	chrX	18424582	18653625	+	CDKL5	23	-7.38165605988871	0.241920633165035	-0.849771253973291	-1.00718064941658	-0.573431048823465	1.16366695915203	-1.03639209372301	0.165347906480582	-0.792782865640294	79.628394478932	-79.628394478932	0	0	TRUE	-0.796303607835625	79.0686709336005	-79.0686709336005	0	0
2564	chr1	48295372	48473204	-	SPATA6	1	-7.38172329404224	0.242194655615303	-0.849775608268724	-1.00718269076187	-0.573403980310721	1.16369525387857	-1.03636252316428	0.165360900809022	-0.800206800457015	79.5579304466955	-79.5579304466955	0	0	TRUE	-0.867090356078919	79.0509167127311	-79.0509167127311	0	0
78434	chr19	10486124	10504356	-	KEAP1	19	-7.38090672635288	0.241771346982566	-0.850031106043674	-1.00724635551421	-0.573698072539967	1.16347714440481	-1.0365389009186	0.165161188292671	-0.710050011190244	43.3186503499746	-43.3186503499746	4.65129046389734e-11	1.55054730084738e-10	TRUE	-1.26518875881379	79.0375375193544	-79.0375375193544	0	0
74254	chr17	63745254	63774597	-	CCDC47	17	-7.38154822980928	0.242607324555183	-0.849339566050752	-1.00692763276066	-0.573424923375958	1.1637479564957	-1.03624030063441	0.1652848931747	-0.519610820173611	71.3407948077656	-71.3407948077656	0	0	TRUE	-0.600317726074969	79.0240819640458	-79.0240819640458	0	0
43697	chr9	132669463	132694953	+	GTF3C4	9	-7.38168710079196	0.241935146519743	-0.849750652066452	-1.00719100815655	-0.573417931823086	1.16368258880502	-1.03637501988676	0.165353049314292	-0.821003613720761	77.8543052375317	-77.8543052375317	0	0	TRUE	-0.923043406112917	78.9118912429549	-78.9118912429549	0	0
3433	chr1	84163381	84235309	+	PRKACB	1	-7.38178148603128	0.242119393359363	-0.84960319944636	-1.00684397115021	-0.573353003412665	1.16384642778699	-1.03616826031012	0.165329872116183	-0.0910304896702822	10.0214672577567	-10.0214672577567	0.00154726159898155	0.00246622766427262	TRUE	-0.353046715466225	78.8579457970336	-78.8579457970336	0	0
36337	chr7	130393770	130442016	-	CEP41	7	-7.38129243604234	0.241918029868847	-0.849817509585876	-1.00701699166664	-0.573495800452287	1.16363997179093	-1.03643010799162	0.165235567552996	-0.697605796585336	69.6050914591178	-69.6050914591178	1.11022302462516e-16	4.99826937208795e-16	TRUE	-0.808625878559542	78.8366076587699	-78.8366076587699	0	0
29250	chr6	28266057	28278201	+	ZSCAN26	6	-7.38219559941485	0.242500513828563	-0.849367132766603	-1.00686532285763	-0.572949658369323	1.16402125180473	-1.03603173093387	0.165409724244147	-0.691764709042869	123.974956578109	-123.974956578109	0	0	TRUE	-0.918919983653775	78.7892303937115	-78.7892303937115	0	0
51005	chr11	72285494	72435531	-	CLPB	11	-7.38198728868717	0.24252260637416	-0.849253213287087	-1.00694942768919	-0.573157804046647	1.16393331003632	-1.03601924862116	0.165369556626441	-0.576405798928783	83.4289896576665	-83.4289896576665	0	0	TRUE	-0.615077120637927	78.7873503998853	-78.7873503998853	0	0
61249	chr14	61320719	61550976	+	PRKCH	14	-7.38191818096292	0.242156002389682	-0.849450343866023	-1.00697122341977	-0.573205245022815	1.16390413524095	-1.03607179851954	0.165356230780496	-0.60868343496181	68.3817239427008	-68.3817239427008	1.11022302462516e-16	4.99826937208795e-16	TRUE	-0.857745599377175	78.787141954992	-78.787141954992	0	0
45788	chr10	72096031	72217109	-	ASCC1	10	-7.38175895427996	0.242316673705771	-0.849632158397925	-1.00699909935906	-0.573313030085045	1.16383691575898	-1.03619594112986	0.165325527333552	-0.170985586537275	18.4138730308041	-18.4138730308041	1.77759080267625e-05	3.64778168437564e-05	TRUE	-0.51019122619945	78.7653383188881	-78.7653383188881	0	0
75164	chr17	79932342	80036872	-	TBC1D16	17	-7.38173137220882	0.242261606316976	-0.84967103585443	-1.00700176657069	-0.573385633881126	1.16382527169391	-1.03617600757677	0.165320208692382	-0.0626550156241242	4.29476548079401	-4.29476548079401	0.0382298682769627	0.0502144027502112	TRUE	-0.395401442463033	78.6885697548278	-78.6885697548278	0	0
50286	chr11	64606173	64724188	-	NRXN2	11	-7.38169258973013	0.241883429710952	-0.849697488264341	-1.00733095749753	-0.573576293688181	1.1635297340275	-1.03643118306787	0.165405889359953	-0.373433770002384	64.8662111330777	-64.8662111330777	7.7715611723761e-16	3.34518320902667e-15	TRUE	-0.449358111015442	78.5330220842734	-78.5330220842734	0	0
31499	chr6	109128303	109163910	+	CEP57L1	6	-7.38130667408075	0.241829426671439	-0.850135658300415	-1.00759418678359	-0.573841631639238	1.16396740418645	-1.03672466266492	0.16536349961143	-0.331676329881437	56.6936088181101	-56.6936088181101	5.09592368302947e-14	1.99496142764206e-13	TRUE	-0.512520489918037	78.5041528856382	-78.5041528856382	0	0
71108	chr17	7613063	7633354	+	SHBG	17	-7.38209167027219	0.242221982123025	-0.849381103213972	-1.00688609705668	-0.573102810047805	1.16397737633509	-1.03607757440043	0.165389684122047	-0.625900951703318	74.6834878511727	-74.6834878511727	0	0	TRUE	-0.670845654077655	78.3979034968652	-78.3979034968652	0	0
51128	chr11	74330315	74399433	-	PGM2L1	11	-7.38068566875863	0.242229676070657	-0.849952939749124	-1.00735993290817	-0.573726729738196	1.16363681492578	-1.0365084454066	0.165118559310615	-0.592637041017142	81.2563954656944	-81.2563954656944	0	0	TRUE	-0.604588786047156	78.3830116237514	-78.3830116237514	0	0
36463	chr7	135361794	135511080	-	CNOT4	7	-7.38134614206291	0.242216609957758	-0.849892226281603	-1.0068769111047	-0.57353602720213	1.16366264398558	-1.03640641946186	0.165245923940722	-0.276258369276767	29.9517156123184	-29.9517156123184	4.42939805944675e-08	1.19892664038522e-07	TRUE	-0.594374051749427	78.3343298691325	-78.3343298691325	0	0
31471	chr6	108294053	108526001	+	AFG1L	6	-7.38161716642459	0.241848929018448	-0.849961422613564	-1.00742041771756	-0.573613409492973	1.16347805205051	-1.03651911410731	0.165397966797761	-0.576407831297195	76.1832121312618	-76.1832121312618	0	0	TRUE	-0.656269832101095	78.2967339167371	-78.2967339167371	0	0
34962	chr7	80368574	80674409	+	CD36	7	-7.38184834844718	0.242092554000493	-0.849709015634855	-1.00708260654138	-0.573398019542841	1.16373881915563	-1.03631628771356	0.165388094139938	-0.34276012515443	42.3209940800443	-42.3209940800443	7.74565966921159e-11	2.55505424004198e-10	TRUE	-0.694330489434176	78.28458985826	-78.28458985826	0	0
70706	chr17	4142701	4187310	+	CYB5D2	17	-7.38256940535916	0.242403672442782	-0.849189422504764	-1.00667256303648	-0.572723916470262	1.16417906185234	-1.03586684123144	0.165481802249983	-0.895193557320902	176.204680856317	-176.204680856317	0	0	TRUE	-0.791845841628753	78.271959559992	-78.271959559992	0	0
66282	chr15	99250361	99386202	+	LRRC28	15	-7.38162412337144	0.241814424731114	-0.849830786327802	-1.00724384929666	-0.573603860159509	1.16356576716302	-1.0363416547366	0.165371017440075	-0.185220644205675	27.2064508204348	-27.2064508204348	1.82847578189538e-07	4.73290416528155e-07	TRUE	-0.458706433392332	78.2425654348917	-78.2425654348917	0	0
80376	chr19	38817470	38841178	-	AC008982.1	19	-7.38188861143648	0.242144756855253	-0.849510165897266	-1.00695046114672	-0.573236332779867	1.1645498122695	-1.03607680440572	0.165350528955433	-0.417948339799639	52.0802365196869	-52.0802365196869	5.32796029517613e-13	1.99804171885398e-12	TRUE	-0.626154043089418	78.205156957265	-78.205156957265	0	0
62818	chr14	103384391	103503252	+	MARK3	14	-7.43059612296315	0.403849121290401	-0.725147998945761	-0.839936929316045	-0.4592130970626	1.33746729406751	-0.887444345857072	0.123524235843242	1.12953479779967	146402.231226381	146402.231226381	0	0	TRUE	-0.193008113730988	77.9905543536879	-77.9905543536879	0	0
26025	chr5	100806932	100904282	-	ST8SIA4	5	-7.38177500354676	0.242263037159296	-0.849621516058296	-1.00695833838858	-0.573260120863266	1.16384369113351	-1.03585477256781	0.165328622103516	-0.298078250943529	59.2159789688885	-59.2159789688885	1.40998324127395e-14	5.69674547664896e-14	TRUE	-0.373049019476853	77.9801605287939	-77.9801605287939	0	0
1492	chr1	28147165	28194936	-	PTAFR	1	-7.38204636048676	0.242373037688224	-0.849304529328784	-1.0068956137284	-0.573164440604675	1.16395824808705	-1.0360975605828	0.165380947227791	-0.319001615769318	41.5839464422315	-41.5839464422315	1.12916676009434e-10	3.68210180749165e-10	TRUE	-0.577464831430734	77.9773109680973	-77.9773109680973	0	0
32725	chr6	160990726	161117385	+	MAP3K4	6	-7.38178844542144	0.242420136196211	-0.849650561360562	-1.00701862387939	-0.573274320110495	1.16384389337261	-1.0360818966752	0.165333040270821	-0.355042556512248	47.919440203812	-47.919440203812	4.44100312080309e-12	1.5756900497775e-11	TRUE	-0.573205578133883	77.9117000908591	-77.9117000908591	0	0
44621	chr10	17315420	17455595	-	ST8SIA6	10	-7.38190235222918	0.242236482238443	-0.849684348577413	-1.00709520992417	-0.573320492755301	1.16443922001867	-1.03626876801803	0.165401739926969	-0.222166086783092	44.4877135101706	-44.4877135101706	2.55958587658256e-11	8.66019393211829e-11	TRUE	-0.338812052226724	77.9014636767097	-77.9014636767097	0	0
50806	chr11	68707439	68752520	-	TESMIN	11	-7.38130555606796	0.241923019376892	-0.849868947642654	-1.00714598814775	-0.573506622037734	1.16364551045352	-1.03631757182608	0.165238097552984	-0.612416218187621	50.5677444706671	-50.5677444706671	1.15119025423382e-12	4.23254283473303e-12	TRUE	-0.955985492246555	77.850121921394	-77.850121921394	0	0
80547	chr19	40447764	40466764	-	BLVRB	19	-7.3822007284156	0.242395056557795	-0.849344303621385	-1.00688211104138	-0.573084096598007	1.16402341710516	-1.03591945410934	0.1654107132399	-0.668884343350395	75.0691838716157	-75.0691838716157	0	0	TRUE	-0.719137464598001	77.8468025424518	-77.8468025424518	0	0
74045	chr17	59219521	59275505	+	GDPD1	17	-7.38211573451111	0.242231134039503	-0.849372225995545	-1.00679229736939	-0.573132740484732	1.1639875354508	-1.03606695962018	0.165394324316946	-0.457424331823586	57.3079185215756	-57.3079185215756	3.73034936274053e-14	1.47014751124709e-13	TRUE	-0.6879600219552	77.7500427286141	-77.7500427286141	0	0
59104	chr13	79318867	79407221	-	RBM26	13	-7.38164675515451	0.241805326255658	-0.849895122755976	-1.00727476566023	-0.573600405652536	1.16355881179703	-1.03643713860214	0.165380890818066	-0.215657141955899	27.7718292502686	-27.7718292502686	1.36499285319225e-07	3.57303379904135e-07	TRUE	-0.622407595073517	77.7347562070936	-77.7347562070936	0	0
16542	chr3	52315318	52400491	+	DNAH1	3	-7.38175667733818	0.242094581428315	-0.849620201843473	-1.00696398124653	-0.573271313131252	1.16383595452316	-1.03622533855814	0.165325088271699	-0.858194823743792	78.9283634182066	-78.9283634182066	0	0	TRUE	-0.870555727575205	77.7176533248276	-77.7176533248276	0	0
24753	chr5	39105251	39220563	-	FYB1	5	-7.38202681676684	0.242197317616993	-0.849507080579983	-1.00679099991417	-0.573168489545057	1.16394999740537	-1.03605560225016	0.165377178687951	-0.442325069267718	60.8623349359259	-60.8623349359259	6.10622663543836e-15	2.5002943773136e-14	TRUE	-0.660664302315049	77.7016396229155	-77.7016396229155	0	0
67802	chr16	22205277	22288738	+	EEF2K	16	-7.3818455943549	0.242692233548428	-0.849637490158866	-1.00688789939167	-0.573280883327823	1.16383960250113	-1.03621889695282	0.165353543155407	-0.313453058968125	49.5030472287908	-49.5030472287908	1.98063787593128e-12	7.17158334723743e-12	TRUE	-0.501966605454666	77.6656171539798	-77.6656171539798	0	0
54438	chr12	43835080	44389758	+	TMEM117	12	-7.38196187708663	0.242406870365886	-0.849517578373788	-1.00687077911153	-0.573186334374713	1.16392258216381	-1.03613482610929	0.165364656586767	-0.584195450275234	69.7603086885065	-69.7603086885065	1.11022302462516e-16	4.99826937208795e-16	TRUE	-0.81931093544775	77.5712404162623	-77.5712404162623	0	0
72112	chr17	29928902	30073753	+	EFCAB5	17	-7.38192133512396	0.242157201943922	-0.849568834909688	-1.00697022863726	-0.573209223206828	1.1639054668125	-1.03595029468506	0.165356838989434	-0.533716486898194	67.6356823886745	-67.6356823886745	2.22044604925031e-16	9.87063775243565e-16	TRUE	-0.725616071585122	77.5433944324032	-77.5433944324032	0	0
1752	chr1	32936444	32965685	-	RNF19B	1	-7.38168985767913	0.242101533014842	-0.849698243144672	-1.00718195472559	-0.573418447238404	1.16369066019173	-1.0362592088572	0.165351275832103	-0.633240881850528	78.4413365852088	-78.4413365852088	0	0	TRUE	-0.651590888566745	77.5192183651961	-77.5192183651961	0	0
40843	chr8	144290590	144314668	+	HSF1	8	-7.38158028275382	0.242027497876733	-0.849771581862307	-1.00708666795865	-0.573499989107109	1.16376148789273	-1.03630585313563	0.165291074003002	0.00669051852279383	0.0575146274641156	0.0575146274641156	0.81046819323349	0.831106436599568	TRUE	-0.412536413624144	77.3746295766905	-77.3746295766905	0	0
87749	chr22	38111494	38182826	-	PLA2G6	22	-7.38172714039815	0.242336034690232	-0.849637439357471	-1.00699748770251	-0.573160264023815	1.16382348519107	-1.03623836702945	0.165319392672455	-0.860984694620535	132.75601708563	-132.75601708563	0	0	TRUE	-1.0559074418449	77.3220245074481	-77.3220245074481	0	0
9998	chr2	58045641	58159920	+	VRK2	2	-7.38166036475716	0.241967061007764	-0.849782423338917	-1.00694411406772	-0.573405976806107	1.1643647277511	-1.03617743059065	0.16533479916629	-0.295998055575647	58.5067717749626	-58.5067717749626	2.02060590481779e-14	8.08608911751117e-14	TRUE	-0.382204577594179	77.2954749646597	-77.2954749646597	0	0
44628	chr10	17643150	17716824	+	STAM	10	-7.3813080966189	0.241612403167784	-0.850064991441074	-1.00743884864652	-0.573744338290701	1.16335604550112	-1.0366488300582	0.165335542765624	-0.457447660174473	69.6746614053846	-69.6746614053846	1.11022302462516e-16	4.99826937208795e-16	TRUE	-0.504348792228475	77.2683941219002	-77.2683941219002	0	0
52569	chr11	122654721	122814473	+	UBASH3B	11	-7.38118008246194	0.241875302251363	-0.849521448283007	-1.00713533467943	-0.57355109131633	1.16359254146408	-1.03641588198753	0.165213901762914	-0.727494083381911	77.2590700886212	-77.2590700886212	0	0	TRUE	-0.745324448793241	77.1908729127608	-77.1908729127608	0	0
77757	chr19	2899897	2918469	+	ZNF57	19	-7.38158129587302	0.24181107650767	-0.849891615887428	-1.00731699168509	-0.573565602770345	1.16355975244708	-1.03649823746312	0.165358732809485	-0.361710643898968	41.2698795213364	-41.2698795213364	1.32596378321637e-10	4.29684334304121e-10	TRUE	-0.719586660698935	77.1762320655398	-77.1762320655398	0	0
12367	chr2	158456096	158680836	+	PKP4	2	-7.38187320303854	0.242535195974822	-0.849589643547549	-1.00698540887587	-0.573303649731805	1.16388514722074	-1.03613092703673	0.165347557784403	-0.135822925849499	11.4012539247051	-11.4012539247051	0.000733945492675026	0.00121896010302361	TRUE	-0.755629365717372	77.079348672647	-77.079348672647	0	0
24193	chr5	8333480	8458558	-	LINC02226	5	-7.38185034944532	0.242553947259026	-0.849566114355813	-1.00699261659412	-0.573253637793479	1.16387549928959	-1.03609570668585	0.165343150966243	-0.821435483549685	76.6448109201156	-76.6448109201156	0	0	TRUE	-0.858986679737402	77.0228683310561	-77.0228683310561	0	0
41672	chr9	35771310	35790432	+	AL133410.1	9	-7.38146009069459	0.242058465787551	-0.849723128809767	-1.00689845397439	-0.573493432153422	1.16371074797707	-1.03606064492271	0.165267897084497	-0.614303088731632	73.3264328250662	-73.3264328250662	0	0	TRUE	-0.649524240777784	76.9375877063721	-76.9375877063721	0	0
2982	chr1	62454725	62689264	-	DOCK7	1	-7.38101391542416	0.241775728667093	-0.850201149085823	-1.00726749882235	-0.573854130010575	1.1633255463135	-1.03669855251773	0.16524754946579	-0.340070737590033	43.7699837372638	-43.7699837372638	3.6932568114878e-11	1.23491087929399e-10	TRUE	-0.565008427435264	76.8857614262961	-76.8857614262961	0	0
52541	chr11	121673260	121928976	+	AP001977.1	11	-7.3819520183305	0.242168871038251	-0.849550871390949	-1.00696055153577	-0.573182396882262	1.16391842015058	-1.03602555720487	0.165362755551006	-0.744360508217486	79.0149721070193	-79.0149721070193	0	0	TRUE	-0.922130979936083	76.7642146921717	-76.7642146921717	0	0
6096	chr1	167629092	167706248	+	RCSD1	1	-7.38192039332101	0.242156843768122	-0.84956938628934	-1.00697052567047	-0.573189309902569	1.16390506921747	-1.03615312446875	0.165356657383699	-0.832967759009178	73.3569828844629	-73.3569828844629	0	0	TRUE	-0.922130897017677	76.7641895767301	-76.7641895767301	0	0
73045	chr17	42874669	42899704	-	LINC00671	17	-7.38168807497302	0.241938460346774	-0.849792382734517	-1.0071874492187	-0.573418208897871	1.1636857446084	-1.03637287481176	0.165352321292732	-0.731218026868102	70.3219828591682	-70.3219828591682	0	0	TRUE	-0.922128651140304	76.7635051757097	-76.7635051757097	0	0
29594	chr6	31639027	31653393	-	BAG6	6	-7.38140115419407	0.241959375166869	-0.849824916877649	-1.00690053356565	-0.573451276301079	1.16368586760856	-1.03633718440438	0.165256532156841	-0.349214543791537	49.9398430292495	-49.9398430292495	1.58528745686226e-12	5.77563027223476e-12	TRUE	-0.488051109968475	76.7556450339034	-76.7556450339034	0	0
75202	chr17	80259869	80321463	+	RNF213	17	-7.38155049084167	0.24221422125458	-0.849714509484674	-1.00718729344984	-0.573477727472255	1.16366441781823	-1.036277854969	0.165313525349925	-0.294389877058796	38.5756657230668	-38.5756657230668	5.26715449034043e-10	1.62394728241663e-09	TRUE	-0.530609486861376	76.6997389714234	-76.6997389714234	0	0
9105	chr2	26190634	26245632	-	HADHA	2	-7.38066732791133	0.241542909967314	-0.850394907616839	-1.00748184196233	-0.573897306929174	1.16324796702328	-1.03682658585929	0.165157777344088	-1.04819115605341	65.0971144782379	-65.0971144782379	6.66133814775094e-16	2.88559881275181e-15	TRUE	-1.37156087480511	76.6242315750569	-76.6242315750569	0	0
18597	chr3	149811707	149962139	+	RNF13	3	-7.38170839057349	0.242076217725799	-0.849693503681858	-1.00690747130212	-0.57332678724638	1.16381556976144	-1.03611970990969	0.165315777144336	-0.165545366506745	24.7604030654766	-24.7604030654766	6.49174711875311e-07	1.59474322315917e-06	TRUE	-0.36351317108899	76.5192760415375	-76.5192760415375	0	0
5388	chr1	155335267	155563693	-	ASH1L	1	-7.37895423853565	0.240632591343957	-0.851253973387559	-1.00876680716831	-0.575344862519514	1.16328207891069	-1.03956738245346	0.164403615224612	0.13174359078505	466.936692117248	466.936692117248	0	0	TRUE	-0.069993656584314	76.2130057802424	-76.2130057802424	0	0
2835	chr1	55066358	55216364	-	USP24	1	-7.38133139341133	0.242243700971168	-0.849707341577787	-1.00697356966306	-0.573557095125122	1.16371058499706	-1.03616280082906	0.165243079891115	-0.336952236631553	44.1443043374457	-44.1443043374457	3.0503821690786e-11	1.02617507662789e-10	TRUE	-0.53152967141176	76.0642075594515	-76.0642075594515	0	0
78526	chr19	11321155	11324195	+	AC011472.3	19	-7.38146932471916	0.242218044056992	-0.849764821380067	-1.0070054994125	-0.573503790398325	1.16371464617653	-1.03621580156764	0.165269677709415	-0.208899464754642	18.4459895445034	-18.4459895445034	1.7478828251094e-05	3.58932232924491e-05	TRUE	-0.640368799761645	76.0123781720176	-76.0123781720176	0	0
54689	chr12	49232789	49265756	-	AC010173.1	12	-7.38234156969209	0.242139349985641	-0.849534437954821	-1.00718718214727	-0.573004245268482	1.163787895443	-1.03625265279214	0.165536305240716	-0.80776519894514	221.215410328936	-221.215410328936	0	0	TRUE	-0.701319501616808	76.0069186859764	-76.0069186859764	0	0
53444	chr12	7101604	7110210	-	C1RL	12	-7.3823067185778	0.242303767927089	-0.84934321208404	-1.00669029476117	-0.573036449108031	1.16406816286027	-1.03598271556064	0.16543115063801	-0.613607902904916	76.3471406744793	-76.3471406744793	0	0	TRUE	-0.763515660231193	75.9591664629988	-75.9591664629988	0	0
36379	chr7	130938962	131108923	-	LINC-PINT	7	-7.38178541348245	0.242105509950809	-0.849494589477127	-1.00663476466646	-0.573244952152678	1.16384808580483	-1.03621266328622	0.165330629443775	-0.260114961663658	58.484169899486	-58.484169899486	2.05391259555654e-14	8.21565038222616e-14	TRUE	-0.319401210844982	75.9405766152777	-75.9405766152777	0	0
75254	chr17	81189592	81223945	-	CEP131	17	-7.38219546186345	0.242261455375346	-0.849088606214381	-1.00688377206312	-0.573084191816515	1.16402119373521	-1.03591804078201	0.165409697720886	-0.747494680561505	87.7703932509758	-87.7703932509758	0	0	TRUE	-0.745275472838472	75.9220535433851	-75.9220535433851	0	0
16101	chr3	47850695	48089839	-	MAP4	3	-7.38096871305106	0.241603766198776	-0.850170486572204	-1.00736209448947	-0.573906997638391	1.16318818023341	-1.03678054742463	0.16529463704002	-0.148839460291312	49.5404065796174	-49.5404065796174	1.94322336000141e-12	7.04189031977514e-12	TRUE	-0.198895771506601	75.8770010280423	-75.8770010280423	0	0
89817	chrX	70289103	70420886	+	KIF4A	23	-7.38204053547836	0.242202534988518	-0.849499048951504	-1.00693263426209	-0.573131087411295	1.1648888005796	-1.03603858086612	0.165379824014629	-0.718251213656578	79.9324658657424	-79.9324658657424	0	0	TRUE	-0.755900199322066	75.8695990699343	-75.8695990699343	0	0
91567	chrX	155276210	155335614	-	CLIC2	23	-7.38172783461009	0.242311476103611	-0.849682120125545	-1.00694567316187	-0.573321173979232	1.16382377825987	-1.03609276063067	0.165319526537733	-0.202517700146292	29.2631865791045	-29.2631865791045	6.3184764309554e-08	1.69311375726543e-07	TRUE	-0.423729988463546	75.8567965999246	-75.8567965999246	0	0
29847	chr6	33279107	33290239	-	WDR46	6	-7.38192001407083	0.242156699536425	-0.849484493382756	-1.0069384407885	-0.573198170750909	1.16390490911244	-1.0361532917537	0.165356584254511	-0.726805725600568	72.9112995103933	-72.9112995103933	0	0	TRUE	-0.799001059110833	75.6326635116711	-75.6326635116711	0	0
85711	chr21	32628758	32728939	-	SYNJ1	21	-7.38165464835359	0.242055779336005	-0.849724967199635	-1.00705433784705	-0.573351744786657	1.16379288196704	-1.0362180380638	0.16530541400951	-0.179702253227808	17.7228055177256	-17.7228055177256	2.55544521644557e-05	5.1411875490004e-05	TRUE	-0.700959032566263	75.5339695261791	-75.5339695261791	0	0
74485	chr17	69244310	69328133	-	ABCA5	17	-7.38165549082577	0.242096056409615	-0.849540637932386	-1.00661873196976	-0.573266066467339	1.16379323762449	-1.03617340355147	0.165305576464658	-0.404357929463164	103.433672141284	-103.433672141284	0	0	TRUE	-0.451868365486302	75.4933127774857	-75.4933127774857	0	0
44622	chr10	17385935	17445758	+	ST8SIA6-AS1	10	-7.38167184924536	0.241948606197708	-0.849790966965754	-1.00717454059963	-0.573429627013008	1.16369410927859	-1.03631321310017	0.165344115315453	-0.469968775728885	50.9715153188445	-50.9715153188445	9.37139255086095e-13	3.46721877856591e-12	TRUE	-0.770476914196926	75.4412597576156	-75.4412597576156	0	0
68565	chr16	48538725	48611180	-	N4BP1	16	-7.38212890088581	0.242236141372763	-0.849340207294812	-1.00685579162673	-0.573116671683305	1.16399309385694	-1.03588809388696	0.165396863124623	-0.705248099847636	87.7003941927105	-87.7003941927105	0	0	TRUE	-0.784232967568661	75.3904341491871	-75.3904341491871	0	0
71033	chr17	7335528	7351477	+	ACAP1	17	-7.38204778840091	0.24220529335277	-0.849429016824345	-1.00671632664363	-0.573128034916097	1.1639588509034	-1.03609693072947	0.165381222567046	-0.363210802331926	64.7251732484438	-64.7251732484438	8.88178419700125e-16	3.81190971567797e-15	TRUE	-0.452526819704733	75.3389515071176	-75.3389515071176	0	0
12480	chr2	164680185	164843168	-	COBLL1	2	-7.38192613120772	0.242159025935734	-0.84954387244574	-1.0068886105333	-0.573235625915851	1.16390749154422	-1.03609729121031	0.165357763806382	-0.258444062520158	31.4060669527389	-31.4060669527389	2.09325796696191e-08	5.81760891353447e-08	TRUE	-0.560072946142515	75.3228087630123	-75.3228087630123	0	0
50610	chr11	66479012	66509550	+	DPP3	11	-7.38199821674212	0.242556096487214	-0.84952382448661	-1.00693044323784	-0.573169445116794	1.16393792347526	-1.03611879675776	0.165371663846942	-0.416379277554477	50.2882595658302	-50.2882595658302	1.32738264824184e-12	4.86412977079982e-12	TRUE	-0.64454148695391	75.2619412378408	-75.2619412378408	0	0
15631	chr3	37860879	37984469	+	CTDSPL	3	-7.38195455887084	0.242215664663621	-0.849448036561771	-1.00684723415826	-0.573182523495991	1.16391949267556	-1.03613805415491	0.165363245436361	-0.713222899095158	83.5917791300453	-83.5917791300453	0	0	TRUE	-0.757712340107083	75.2500516599976	-75.2500516599976	0	0
71165	chr17	7883795	7912755	+	CHD3	17	-7.38135220238646	0.241940758864448	-0.84990203523862	-1.00705846459875	-0.573431228322365	1.16409993210766	-1.03640374638241	0.165247092579938	-0.755521559998322	81.3346436265856	-81.3346436265856	0	0	TRUE	-0.81660479625271	75.2197552458383	-75.2197552458383	0	0
71558	chr17	17041758	17192647	+	MPRIP	17	-7.38191751205232	0.24215574799724	-0.84957107313182	-1.00697143438549	-0.573191644617355	1.16390385285121	-1.03615346521773	0.165356101796068	-0.805296069792836	71.8531476086937	-71.8531476086937	0	0	TRUE	-0.884011780847127	75.1013718671165	-75.1013718671165	0	0
8339	chr1	247638689	247758452	+	AL390860.1	1	-7.38152356152705	0.242192742914144	-0.849712142175898	-1.0068276374869	-0.573444239865502	1.16373754260202	-1.03632816305416	0.165280136336551	-0.383683557940454	45.0926368581131	-45.0926368581131	1.87930782047374e-11	6.4076554126199e-11	TRUE	-0.625489535974632	75.0804059752263	-75.0804059752263	0	0
