testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	typeMacr	typeNeut	typeT	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
22354	chr22	21919424	21953848	-	PPM1F	22	-5.12480816012339	-1.21769186975341	-0.219812987655079	1.84082657106096	-2.69643861607004	-0.470113231389466	0.119242594677985	-0.119242594677985	0.729857412764103	0.999212607740616	TRUE	-0.469931968362018	0.0596435371019197	-0.0596435371019197	0.807060234133764	0.99888041561542
15966	chr14	39266245	39388513	+	MIA2	14	-5.12480816012334	-1.2176918697534	-0.219812987655076	1.84082657106096	-2.69643861607006	-0.470113231389459	0.119242594638763	-0.119242594638763	0.729857412806793	0.999212607740616	TRUE	-0.469931968362023	0.0596435370542849	-0.0596435370542849	0.807060234209291	0.99888041561542
2257	chr1	228207129	228378874	+	OBSCN	1	-5.12480816012339	-1.2176918697534	-0.219812987655081	1.84082657106096	-2.69643861607004	-0.470113231389477	0.119242594685488	-0.119242594685488	0.729857412755936	0.999212607740616	TRUE	-0.469931968362026	0.0596435370448489	-0.0596435370448489	0.807060234224252	0.99888041561542
144	chr1	9035105	9070635	-	SLC2A5	1	-5.12480816012338	-1.2176918697534	-0.219812987655078	1.84082657106096	-2.69643861607006	-0.47011323138947	0.119242594397633	-0.119242594397633	0.729857413069247	0.999212607740616	TRUE	-0.469931968362022	0.0596435369202482	-0.0596435369202482	0.807060234421812	0.99888041561542
18561	chr17	29625937	29931228	-	SSH2	17	-5.12480816012333	-1.2176918697534	-0.219812987655077	1.84082657106095	-2.69643861607006	-0.470113231389463	0.1192425946615	-0.1192425946615	0.729857412782045	0.999212607740616	TRUE	-0.469931968362023	0.0596435368960329	-0.0596435368960329	0.807060234460206	0.99888041561542
1967	chr1	199147597	199393307	+	LINC02789	1	-5.12480816012338	-1.2176918697534	-0.219812987655078	1.84082657106096	-2.69643861607006	-0.47011323138947	0.119242594397633	-0.119242594397633	0.729857413069247	0.999212607740616	TRUE	-0.469931968362024	0.0596435368771608	-0.0596435368771608	0.807060234490128	0.99888041561542
17301	chr16	2046976	2089487	+	TSC2	16	-5.12480816012338	-1.2176918697534	-0.219812987655078	1.84082657106096	-2.69643861607006	-0.470113231389466	0.119242594397747	-0.119242594397747	0.729857413069123	0.999212607740616	TRUE	-0.469931968362019	0.0596435368394168	-0.0596435368394168	0.807060234549973	0.99888041561542
2004	chr1	202724494	202809421	-	KDM5B	1	-5.12480816012339	-1.2176918697534	-0.219812987655081	1.84082657106096	-2.69643861607004	-0.470113231389477	0.119242594685488	-0.119242594685488	0.729857412755936	0.999212607740616	TRUE	-0.469931968362024	0.0596435367928052	-0.0596435367928052	0.807060234623877	0.99888041561542
16769	chr15	51828652	51915725	+	TMOD3	15	-5.12480816012339	-1.2176918697534	-0.219812987655079	1.84082657106096	-2.69643861607004	-0.470113231389472	0.119242594447201	-0.119242594447201	0.729857413015296	0.999212607740616	TRUE	-0.469931968362022	0.0596435366314836	-0.0596435366314836	0.807060234879659	0.99888041561542
16172	chr14	73275106	73459617	-	NUMB	14	-5.12517036629657	-1.21728727943991	-0.21934313178649	1.84127345313472	-2.69660815263098	-0.126858205571893	0.00819663936033521	-0.00819663936033521	0.927861848982554	0.999212607740616	TRUE	-0.46976003640437	0.0595983148220967	-0.0595983148220967	0.807131950231264	0.99888041561542
20849	chr19	47129828	47210636	+	SAE1	19	-5.12517036629652	-1.21728727943992	-0.219343131786493	1.84127345313474	-2.69660815263099	-0.12685820557189	0.00819663957690864	-0.00819663957690864	0.92786184803213	0.999212607740616	TRUE	-0.469760036404371	0.0595983147699144	-0.0595983147699144	0.807131950314034	0.99888041561542
1271	chr1	117366448	117528872	+	MAN1A2	1	-5.12517036629652	-1.21728727943992	-0.219343131786491	1.84127345313472	-2.696608152631	-0.126858205571899	0.00819663963454786	-0.00819663963454786	0.927861847779183	0.999212607740616	TRUE	-0.469760036404374	0.0595983147640027	-0.0595983147640027	0.807131950323411	0.99888041561542
18902	chr17	45023345	45062109	-	DCAKD	17	-5.12517036629655	-1.21728727943992	-0.219343131786489	1.84127345313473	-2.69660815263098	-0.126858205571893	0.00819663947822846	-0.00819663947822846	0.927861848465184	0.999212607740616	TRUE	-0.46976003640437	0.0595983147327388	-0.0595983147327388	0.807131950373001	0.99888041561542
17981	chr16	74998023	75110994	+	ZNRF1	16	-5.12517036629649	-1.21728727943993	-0.219343131786496	1.84127345313473	-2.69660815263101	-0.126858205571894	0.00819663937295445	-0.00819663937295445	0.927861848927175	0.999212607740616	TRUE	-0.469760036404373	0.05959831467203	-0.05959831467203	0.807131950469296	0.99888041561542
2872	chr2	68733810	68826833	+	ARHGAP25	2	-5.12517036629654	-1.21728727943992	-0.219343131786497	1.84127345313473	-2.69660815263097	-0.126858205571897	0.00819663954746375	-0.00819663954746375	0.927861848161348	0.999212607740616	TRUE	-0.469760036404368	0.0595983145145738	-0.0595983145145738	0.807131950719049	0.99888041561542
9400	chr7	110662643	111563492	-	IMMP2L	7	-5.12517036629656	-1.21728727943992	-0.219343131786499	1.84127345313473	-2.69660815263099	-0.126858205571896	0.00819663935226345	-0.00819663935226345	0.927861849017977	0.999212607740616	TRUE	-0.469760036404371	0.0595983144976344	-0.0595983144976344	0.807131950745918	0.99888041561542
23004	chrX	44147871	44344672	-	EFHC2	23	-5.12517036629656	-1.21728727943992	-0.21934313178649	1.84127345313472	-2.69660815263099	-0.126858205571894	0.0081966393984203	-0.0081966393984203	0.927861848815419	0.999212607740616	TRUE	-0.46976003640437	0.0595983144828551	-0.0595983144828551	0.807131950769361	0.99888041561542
18575	chr17	31294646	31298239	-	OMG	17	-5.12517036629655	-1.21728727943992	-0.219343131786489	1.84127345313473	-2.69660815263098	-0.126858205571893	0.00819663947822846	-0.00819663947822846	0.927861848465184	0.999212607740616	TRUE	-0.469760036404371	0.0595983144710317	-0.0595983144710317	0.807131950788115	0.99888041561542
4495	chr3	52254433	52279649	-	WDR82	3	-5.12517036629655	-1.21728727943991	-0.21934313178649	1.84127345313472	-2.69660815263099	-0.126858205571896	0.00819663945867433	-0.00819663945867433	0.927861848550997	0.999212607740616	TRUE	-0.469760036404371	0.0595983144623915	-0.0595983144623915	0.80713195080182	0.99888041561542
13897	chr12	280056	390320	-	KDM5A	12	-5.1251703662965	-1.21728727943992	-0.219343131786492	1.84127345313473	-2.69660815263099	-0.126858205571897	0.00819663937306814	-0.00819663937306814	0.927861848926676	0.999212607740616	TRUE	-0.469760036404369	0.0595983143890635	-0.0595983143890635	0.807131950918131	0.99888041561542
19428	chr18	157556	214629	+	USP14	18	-5.12517036629654	-1.21728727943992	-0.219343131786494	1.84127345313472	-2.69660815263098	-0.126858205571893	0.008196639547009	-0.008196639547009	0.927861848163344	0.999212607740616	TRUE	-0.469760036404372	0.059598314296295	-0.059598314296295	0.807131951065278	0.99888041561542
7940	chr6	34791014	34883138	+	UHRF1BP1	6	-5.12496823587085	-1.21738185554986	-0.219428977745098	1.84128619689958	-2.69703836989388	-0.0978457300320792	0.00327493224813225	-0.00327493224813225	0.954364351584452	0.999212607740616	TRUE	-0.469723498788059	0.059588629386667	-0.059588629386667	0.807147313701151	0.99888041561542
7919	chr6	33419064	33453689	+	SYNGAP1	6	-5.12483429440791	-1.21766149435317	-0.21978051915681	1.84456470333438	-2.69645558053272	-0.992632928603163	0.578934902672245	-0.578934902672245	0.446730108149133	0.999212607740616	TRUE	-0.469583245766839	0.0595516480865399	-0.0595516480865399	0.807205987262477	0.99888041561542
18267	chr17	6755045	6775647	+	XAF1	17	-5.12496468636399	-1.21737677149177	-0.219543102546352	1.84113473316903	-2.69674221867453	-0.387144260972968	0.0504285638193096	-0.0504285638193096	0.822319211850883	0.999212607740616	TRUE	-0.469581037394614	0.0595510658042713	-0.0595510658042713	0.807206911250597	0.99888041561542
13721	chr11	118747762	118792164	-	DDX6	11	-5.12496468636393	-1.21737677149177	-0.219543102546341	1.84113473316904	-2.69674221867453	-0.387144260972963	0.0504285640043918	-0.0504285640043918	0.822319211530266	0.999212607740616	TRUE	-0.469581037394612	0.0595510657286695	-0.0595510657286695	0.807206911370565	0.99888041561542
9975	chr8	28889394	29053262	+	HMBOX1	8	-5.12496468636387	-1.21737677149176	-0.219543102546329	1.84113473316904	-2.69674221867454	-0.387144260972966	0.0504285643035018	-0.0504285643035018	0.82231921101212	0.999212607740616	TRUE	-0.469581037394614	0.0595510656995657	-0.0595510656995657	0.807206911416748	0.99888041561542
11822	chr10	65912522	67697195	-	CTNNA3	10	-5.12496468636393	-1.21737677149177	-0.219543102546341	1.84113473316904	-2.69674221867453	-0.387144260972963	0.0504285640043918	-0.0504285640043918	0.822319211530266	0.999212607740616	TRUE	-0.469581037394614	0.0595510656208944	-0.0595510656208944	0.807206911541587	0.99888041561542
11915	chr10	74150239	74709926	+	ADK	10	-5.12496468636386	-1.21737677149176	-0.219543102546325	1.84113473316904	-2.69674221867452	-0.387144260972967	0.0504285635342967	-0.0504285635342967	0.822319212344609	0.999212607740616	TRUE	-0.469581037394618	0.059551065516871	-0.059551065516871	0.807206911706656	0.99888041561542
11508	chr10	5683837	5763740	+	TASOR2	10	-5.12496468636393	-1.21737677149177	-0.219543102546341	1.84113473316904	-2.69674221867453	-0.387144260972963	0.0504285640043918	-0.0504285640043918	0.822319211530266	0.999212607740616	TRUE	-0.469581037394616	0.0595510654918598	-0.0595510654918598	0.807206911746345	0.99888041561542
16683	chr15	42574605	42720998	+	STARD9	15	-5.12496468636392	-1.21737677149177	-0.219543102546321	1.84113473316904	-2.69674221867452	-0.387144260972966	0.0504285641881097	-0.0504285641881097	0.822319211212013	0.999212607740616	TRUE	-0.469581037394619	0.059551065472192	-0.059551065472192	0.807206911777555	0.99888041561542
18160	chr17	1650628	1685867	-	PRPF8	17	-5.12496468636389	-1.21737677149175	-0.219543102546316	1.84113473316904	-2.69674221867452	-0.387144260972965	0.0504285643197591	-0.0504285643197591	0.822319210983958	0.999212607740616	TRUE	-0.469581037394615	0.0595510654063673	-0.0595510654063673	0.807206911882008	0.99888041561542
16708	chr15	43804491	43825690	-	MFAP1	15	-5.12496468636392	-1.21737677149177	-0.219543102546321	1.84113473316904	-2.69674221867452	-0.387144260972966	0.0504285641881097	-0.0504285641881097	0.822319211212013	0.999212607740616	TRUE	-0.469581037394615	0.0595510654037526	-0.0595510654037526	0.807206911886157	0.99888041561542
8873	chr7	29193774	29514328	+	CHN2	7	-5.12496468636396	-1.21737677149176	-0.219543102546337	1.84113473316904	-2.69674221867451	-0.387144260972965	0.0504285640532771	-0.0504285640532771	0.822319211445582	0.999212607740616	TRUE	-0.469581037394616	0.0595510653208748	-0.0595510653208748	0.807206912017671	0.99888041561542
1516	chr1	154219848	154271509	+	UBAP2L	1	-5.12496468636395	-1.21737677149177	-0.219543102546343	1.84113473316904	-2.69674221867453	-0.387144260972968	0.0504285640541866	-0.0504285640541866	0.822319211444007	0.999212607740616	TRUE	-0.469581037394618	0.0595510653128031	-0.0595510653128031	0.80720691203048	0.99888041561542
10451	chr8	132774383	132848807	+	PHF20L1	8	-5.12496468636398	-1.21737677149177	-0.219543102546337	1.84113473316903	-2.69674221867452	-0.38714426097297	0.0504285639785849	-0.0504285639785849	0.822319211574971	0.999212607740616	TRUE	-0.469581037394611	0.0595510653123483	-0.0595510653123483	0.807206912031201	0.99888041561542
18795	chr17	41848517	41866423	-	KLHL11	17	-5.12496468636403	-1.21737677149175	-0.219543102546343	1.84113473316904	-2.69674221867453	-0.387144260972964	0.0504285640433864	-0.0504285640433864	0.822319211462716	0.999212607740616	TRUE	-0.46958103739462	0.0595510653082556	-0.0595510653082556	0.807206912037696	0.99888041561542
4366	chr3	47413693	47476955	-	SCAP	3	-5.12496468636389	-1.21737677149175	-0.219543102546315	1.84113473316904	-2.69674221867453	-0.387144260972963	0.0504285642487048	-0.0504285642487048	0.822319211107045	0.999212607740616	TRUE	-0.469581037394614	0.059551065250389	-0.059551065250389	0.807206912129521	0.99888041561542
22990	chrX	41084444	41236579	+	USP9X	23	-5.1249646863639	-1.21737677149175	-0.219543102546319	1.84113473316905	-2.69674221867452	-0.387144260972968	0.0504285642438163	-0.0504285642438163	0.822319211115513	0.999212607740616	TRUE	-0.469581037394613	0.0595510652481153	-0.0595510652481153	0.807206912133129	0.99888041561542
18360	chr17	8474206	8631761	-	MYH10	17	-5.1249646863639	-1.21737677149175	-0.219543102546312	1.84113473316904	-2.69674221867451	-0.387144260972963	0.050428564274057	-0.050428564274057	0.822319211063127	0.999212607740616	TRUE	-0.469581037394615	0.0595510652181019	-0.0595510652181019	0.807206912180756	0.99888041561542
19078	chr17	58982650	59107921	-	TRIM37	17	-5.124964686364	-1.21737677149176	-0.219543102546344	1.84113473316904	-2.69674221867452	-0.387144260972968	0.0504285638232886	-0.0504285638232886	0.82231921184399	0.999212607740616	TRUE	-0.469581037394616	0.0595510651887707	-0.0595510651887707	0.8072069122273	0.99888041561542
21832	chr20	58650252	58679524	+	STX16	20	-5.1249646863639	-1.21737677149175	-0.219543102546319	1.84113473316905	-2.69674221867452	-0.387144260972968	0.0504285642438163	-0.0504285642438163	0.822319211115513	0.999212607740616	TRUE	-0.469581037394613	0.0595510651631912	-0.0595510651631912	0.80720691226789	0.99888041561542
3477	chr2	165956400	166352930	+	SCN1A-AS1	2	-5.1249646863639	-1.21737677149177	-0.21954310254634	1.84113473316904	-2.6967422186745	-0.387144260972959	0.0504285643203275	-0.0504285643203275	0.822319210982973	0.999212607740616	TRUE	-0.469581037394617	0.0595510651589848	-0.0595510651589848	0.807206912274565	0.99888041561542
14348	chr12	50129305	50168533	-	CERS5	12	-5.12496468636393	-1.21737677149177	-0.219543102546341	1.84113473316904	-2.69674221867453	-0.387144260972964	0.0504285640043918	-0.0504285640043918	0.822319211530266	0.999212607740616	TRUE	-0.46958103739461	0.0595510650424558	-0.0595510650424558	0.807206912459478	0.99888041561542
17656	chr16	30698170	30741409	+	SRCAP	16	-5.12455769506572	-1.21769129736976	-0.219561278136653	1.84107763367286	-2.69744276583476	-0.536700821463582	0.096120587972564	-0.096120587972564	0.756535705935787	0.999212607740616	TRUE	-0.469230567082788	0.0594586088514006	-0.0594586088514006	0.807353686297798	0.99888041561542
16998	chr15	76347903	76906340	-	SCAPER	15	-5.12455769506572	-1.21769129736976	-0.219561278136654	1.84107763367286	-2.69744276583476	-0.536700821463579	0.0961205879708587	-0.0961205879708587	0.756535705937879	0.999212607740616	TRUE	-0.469230567082786	0.0594586087531752	-0.0594586087531752	0.807353686453794	0.99888041561542
7505	chr6	1623805	2246605	-	GMDS	6	-5.12455769506573	-1.21769129736977	-0.219561278136664	1.84107763367286	-2.69744276583475	-0.536700821463578	0.0961205878918463	-0.0961205878918463	0.756535706034779	0.999212607740616	TRUE	-0.469230567082781	0.0594586086270965	-0.0594586086270965	0.807353686654026	0.99888041561542
176	chr1	11106534	11263551	-	MTOR	1	-5.12455769506572	-1.21769129736976	-0.219561278136655	1.84107763367285	-2.69744276583474	-0.536700821463584	0.0961205880586249	-0.0961205880586249	0.756535705830243	0.999212607740616	TRUE	-0.469230567082793	0.0594586085697983	-0.0594586085697983	0.807353686745024	0.99888041561542
16843	chr15	63608617	63834948	-	HERC1	15	-5.12455769506579	-1.21769129736979	-0.219561278136677	1.84107763367285	-2.69744276583476	-0.536700821463575	0.0961205878958253	-0.0961205878958253	0.756535706029899	0.999212607740616	TRUE	-0.469230567082785	0.0594586085189803	-0.0594586085189803	0.807353686825731	0.99888041561542
3140	chr2	99547255	100143575	-	AFF3	2	-5.12455769506572	-1.21769129736976	-0.219561278136653	1.84107763367286	-2.69744276583477	-0.536700821463584	0.0961205879708587	-0.0961205879708587	0.756535705937879	0.999212607740616	TRUE	-0.469230567082791	0.0594586085047695	-0.0594586085047695	0.8073536868483	0.99888041561542
1085	chr1	97077742	97922034	-	DPYD	1	-5.12455769506572	-1.21769129736976	-0.219561278136655	1.84107763367286	-2.69744276583476	-0.536700821463584	0.0961205879573299	-0.0961205879573299	0.75653570595447	0.999212607740616	TRUE	-0.469230567082789	0.0594586084632738	-0.0594586084632738	0.807353686914201	0.99888041561542
15303	chr13	40931923	41020316	-	ELF1	13	-5.12455769506571	-1.21769129736978	-0.21956127813667	1.84107763367285	-2.69744276583476	-0.536700821463581	0.096120587955852	-0.096120587955852	0.756535705956283	0.999212607740616	TRUE	-0.469230567082787	0.0594586084463344	-0.0594586084463344	0.807353686941104	0.99888041561542
22733	chr22	45670797	45845304	+	ATXN10	22	-5.12455769506571	-1.21769129736978	-0.219561278136667	1.84107763367286	-2.69744276583477	-0.536700821463577	0.0961205879038971	-0.0961205879038971	0.75653570602	0.999212607740616	TRUE	-0.469230567082781	0.0594586084429238	-0.0594586084429238	0.80735368694652	0.99888041561542
9834	chr8	9554911	9782346	+	TNKS	8	-5.12574813904466	-1.21672721151781	-0.21883614961547	1.84181585482052	-2.69653733332703	0.538679205175535	0.12142589227085	0.12142589227085	0.727493110573427	0.999212607740616	TRUE	-0.468940778111851	0.0593821404935397	-0.0593821404935397	0.807475170887085	0.99888041561542
19101	chr17	60676851	61392831	+	BCAS3	17	-5.12531967849953	-1.21693240865274	-0.218931168062461	1.84183343441975	-2.69743038696751	0.344053166560625	0.0835378778986069	0.0835378778986069	0.772559033064754	0.999212607740616	TRUE	-0.467735399222667	0.0590647231160801	-0.0590647231160801	0.807980336966335	0.99888041561542
18141	chr17	508667	715839	-	VPS53	17	-5.12583197598676	-1.21617206794957	-0.218048434594709	1.84284127752487	-2.69842255983163	0.922656199719491	0.730666842124379	0.730666842124379	0.392667124379772	0.999212607740616	TRUE	-0.465536369654095	0.0584883075769085	-0.0584883075769085	0.80890138446697	0.99888041561542
15521	chr13	88539816	88607814	+	LINC00433	13	-5.12634505431475	-1.21541084582124	-0.217164785402023	1.84385010229123	-2.69941513503297	1.3721849018679	1.88637912862669	1.88637912862669	0.16961088594594	0.999212607740616	TRUE	-0.463334874038634	0.0579142951767153	-0.0579142951767153	0.809823378506142	0.99888041561542
19368	chr17	81556886	81638112	-	NPLOC4	17	-5.1234521364891	-1.21866729442303	-0.220406140426283	1.84159678491601	-2.70069573270543	0.906864836448124	0.698606834770089	0.698606834770089	0.403252214260467	0.999212607740616	TRUE	0.337826002661111	0.0548854202681923	0.0548854202681923	0.814770424994321	0.99888041561542
14530	chr12	56520819	56596193	+	RBMS2	12	-5.12540874858756	-1.21737442329956	-0.219229310173631	1.84140453850705	-2.69639332467676	0.385382611494039	0.0358245618323281	0.0358245618323281	0.849878248472343	0.999212607740616	TRUE	0.535879280427221	0.0513454207812174	0.0513454207812174	0.820738463087101	0.99888041561542
4467	chr3	50673926	51384198	+	DOCK3	3	-5.12483177927173	-1.21756660569028	-0.219772260558771	1.84087307474154	-2.69648443506678	-0.42428136773586	0.10914612822387	-0.10914612822387	0.741118358449927	0.999212607740616	TRUE	-0.387431751877771	0.0505063018473493	-0.0505063018473493	0.82218460128552	0.99888041561542
7470	chr5	179911650	180072721	-	RNF130	5	-5.12483177927173	-1.21756660569028	-0.219772260558771	1.84087307474154	-2.69648443506678	-0.424281367735861	0.10914612822387	-0.10914612822387	0.741118358449927	0.999212607740616	TRUE	-0.387431751877766	0.05050630155813	-0.05050630155813	0.822184601786128	0.99888041561542
5477	chr4	3073680	3243960	+	HTT	4	-5.12516328534339	-1.21726177891095	-0.219343480224473	1.84127992806528	-2.69663529397762	-0.116839479144357	0.0078189331932208	-0.0078189331932208	0.929539105152914	0.999212607740616	TRUE	-0.387290991537743	0.0504682975769129	-0.0504682975769129	0.822250395578462	0.99888041561542
18166	chr17	1779484	1830902	-	SMYD4	17	-5.12516328534334	-1.21726177891097	-0.219343480224483	1.84127992806527	-2.69663529397763	-0.116839479144363	0.0078189333780756	-0.0078189333780756	0.929539104322166	0.999212607740616	TRUE	-0.387290991537754	0.0504682969292389	-0.0504682969292389	0.822250396699959	0.99888041561542
17263	chr16	1363204	1415704	-	UNKL	16	-5.1245266475375	-1.2174659004751	-0.219374857930474	1.84186199288284	-2.69907535924294	0.625758263224643	0.283924530815057	0.283924530815057	0.594140401883523	0.999212607740616	TRUE	-0.387259370100872	0.0504597321199753	-0.0504597321199753	0.822265227983651	0.99888041561542
13249	chr11	65832962	65853701	+	SNX32	11	-5.12497958553172	-1.21729464674724	-0.21951741525058	1.8411640633067	-2.69677111210387	-0.331789922170115	0.0442044195226572	-0.0442044195226572	0.83347375058266	0.999212607740616	TRUE	-0.387150121198119	0.0504300607416326	-0.0504300607416326	0.822316618763083	0.99888041561542
22653	chr22	41091591	41180077	+	EP300	22	-5.1249795855317	-1.21729464674721	-0.219517415250566	1.8411640633067	-2.69677111210384	-0.331789922170125	0.0442044187856254	-0.0442044187856254	0.833473751950592	0.999212607740616	TRUE	-0.387150121198119	0.050430060495728	-0.050430060495728	0.822316619189055	0.99888041561542
17767	chr16	55508071	55586666	+	LPCAT2	16	-5.12497958553174	-1.21729464674723	-0.219517415250577	1.8411640633067	-2.69677111210383	-0.331789922170123	0.0442044195057179	-0.0442044195057179	0.833473750614099	0.999212607740616	TRUE	-0.38715012119812	0.050430060246299	-0.050430060246299	0.822316619621132	0.99888041561542
8091	chr6	44826725	45378934	-	SUPT3H	6	-5.12497958553171	-1.21729464674723	-0.219517415250586	1.8411640633067	-2.69677111210387	-0.331789922170115	0.0442044195654034	-0.0442044195654034	0.833473750503323	0.999212607740616	TRUE	-0.387150121198117	0.0504300601694467	-0.0504300601694467	0.822316619754261	0.99888041561542
1566	chr1	155749661	155860400	-	GON4L	1	-5.12497958553172	-1.21729464674724	-0.219517415250589	1.84116406330671	-2.69677111210389	-0.331789922170123	0.044204419442849	-0.044204419442849	0.833473750730784	0.999212607740616	TRUE	-0.387150121198123	0.0504300600280203	-0.0504300600280203	0.822316619999249	0.99888041561542
16685	chr15	42738729	42921778	-	TTBK2	15	-5.12462939935989	-1.21754026657287	-0.219533448754102	1.84111450478136	-2.69737302344245	-0.457025832207285	0.0835291577791395	-0.0835291577791395	0.772570577243493	0.999212607740616	TRUE	-0.386856971398621	0.0503508155291002	-0.0503508155291002	0.822453949238397	0.99888041561542
16404	chr14	101963572	102056443	+	DYNC1H1	14	-5.12462939935994	-1.21754026657288	-0.219533448754107	1.84111450478138	-2.69737302344244	-0.457025832207284	0.0835291582216087	-0.0835291582216087	0.772570576657711	0.999212607740616	TRUE	-0.386856971398621	0.0503508153242365	-0.0503508153242365	0.822453949593568	0.99888041561542
2643	chr2	27889728	28338901	+	BABAM2	2	-5.12462939935994	-1.21754026657286	-0.219533448754101	1.84111450478138	-2.69737302344243	-0.457025832207292	0.083529157718317	-0.083529157718317	0.772570577324015	0.999212607740616	TRUE	-0.386856971398616	0.0503508151580263	-0.0503508151580263	0.822453949881726	0.99888041561542
17927	chr16	69564965	69704654	+	NFAT5	16	-5.12529638366271	-1.2170399948747	-0.218971317312531	1.84178759330878	-2.69738524521362	0.313335037946697	0.0750892838519803	0.0750892838519803	0.784065993910558	0.999212607740616	TRUE	-0.385631087349823	0.0500195552745026	-0.0500195552745026	0.823029249627452	0.99888041561542
17372	chr16	3725053	3881713	-	CREBBP	16	-5.12491144779871	-1.21746344292681	-0.219605464981204	1.84140534630819	-2.6973906288087	0.24432482836993	0.0428372964939854	0.0428372964939854	0.836031937635535	0.999212607740616	TRUE	0.270935117992288	0.048240399641827	0.048240399641827	0.826153894617568	0.99888041561542
569	chr1	35930104	36072500	+	AGO3	1	-5.12583302011939	-1.21697701157401	-0.219183083385898	1.84160623275392	-2.69594768449187	0.397627512771644	0.103722278525765	0.103722278525765	0.747407669851816	0.999212607740616	TRUE	-0.43203628236803	0.0481808963215826	-0.0481808963215826	0.826259433136044	0.99888041561542
19995	chr19	6771707	6857361	+	VAV1	19	-5.12498765510364	-1.21751127016267	-0.219462013256793	1.84100827285451	-2.69644303451154	-0.292843723865289	0.072039090503722	-0.072039090503722	0.7883906788841	0.999212607740616	TRUE	-0.247862604878663	0.0478636007096611	-0.0478636007096611	0.826823363656336	0.99888041561542
19249	chr17	75318075	75406709	-	GRB2	17	-5.12581117932441	-1.21685784551744	-0.218998440112888	1.84191071849572	-2.69523302165574	-0.150545592985315	0.0461529336281501	-0.0461529336281501	0.829898039097897	0.999212607740616	TRUE	-0.154186681666162	0.0469073552171722	-0.0469073552171722	0.828534847934774	0.99888041561542
6759	chr5	76402284	76708132	+	IQGAP2	5	-5.12503527970387	-1.21736513029859	-0.219434774843578	1.8412042222812	-2.69674000780941	-0.109840399099447	0.0110277314269069	-0.0110277314269069	0.916365488496948	0.999212607740616	TRUE	-0.232101410883621	0.0454539774518707	-0.0454539774518707	0.831171448511448	0.99888041561542
1560	chr1	155335267	155563803	-	ASH1L	1	-5.12499325974085	-1.21743894140972	-0.219455512538737	1.84102829288231	-2.696471896746	-0.274852894106905	0.0683617575240305	-0.0683617575240305	0.793737164236839	0.999212607740616	TRUE	-0.231943175865647	0.0453907343683113	-0.0453907343683113	0.831287172918044	0.99888041561542
19323	chr17	78674047	78783297	-	CYTH1	17	-5.12499059041539	-1.21723179115562	-0.219498442229721	1.84118572695038	-2.69679245288241	-0.291862709627475	0.0396815278379563	-0.0396815278379563	0.842104556269086	0.999212607740616	TRUE	-0.331799813772677	0.0442070087915454	-0.0442070087915454	0.833468944968877	0.99888041561542
10597	chr9	3218301	3527001	-	RFX3	9	-5.12499059041542	-1.21723179115564	-0.219498442229731	1.84118572695038	-2.6967924528824	-0.291862709627477	0.0396815276110374	-0.0396815276110374	0.842104556714609	0.999212607740616	TRUE	-0.331799813772672	0.0442070087165121	-0.0442070087165121	0.833468945108135	0.99888041561542
19125	chr17	63745254	63774597	-	CCDC47	17	-5.12519954652233	-1.21727364905835	-0.219132014554604	1.8397732353764	-2.6972142072807	0.356572071984486	0.132227462023479	0.132227462023479	0.716133617898483	0.999212607740616	TRUE	-0.331791496479192	0.0442048539350708	-0.0442048539350708	0.833472944314582	0.99888041561542
12654	chr11	9778666	10295207	-	SBF2	11	-5.1247613909427	-1.21756213878246	-0.219440293024694	1.84099810216652	-2.69687569298139	-0.311941947790116	0.0940615833962966	-0.0940615833962966	0.759075833304278	0.999212607740616	TRUE	-0.249947336735355	0.0434104733362801	-0.0434104733362801	0.834954286979561	0.99888041561542
20109	chr19	10717078	10831903	+	DNM2	19	-5.12503314426741	-1.21739420037218	-0.219439018442462	1.84119676725308	-2.69672935701828	-0.115318951503313	0.0113132684581387	-0.0113132684581387	0.91529367433342	0.999212607740616	TRUE	-0.264580696138586	0.0429014873967617	-0.0429014873967617	0.835910877557706	0.99888041561542
19838	chr19	1355313	1378431	+	PWWP3A	19	-5.12544257964539	-1.21690072444277	-0.218944497173031	1.84177410054377	-2.69706551922414	0.19676874236275	0.0404532059454823	0.0404532059454823	0.840597062599018	0.999212607740616	TRUE	-0.263154870579996	0.0424239041941519	-0.0424239041941519	0.836813846110453	0.99888041561542
19295	chr17	76725842	76733936	+	METTL23	17	-5.12506385910006	-1.21729786830123	-0.219376084137623	1.84135857353235	-2.69699182597185	0.0409560726444234	0.000495462927005974	0.000495462927005974	0.982241356791416	0.999212607740616	TRUE	-0.793582189000638	0.0419323674839234	-0.0419323674839234	0.83774874655017	0.99888041561542
18172	chr17	2059842	2304785	-	SMG6	17	-5.12506385910004	-1.21729786830122	-0.21937608413762	1.84135857353235	-2.69699182597186	0.0409560726444218	0.000495463055699474	0.000495463055699474	0.982241354485447	0.999212607740616	TRUE	-0.793582189000634	0.0419323674159386	-0.0419323674159386	0.83774874667987	0.99888041561542
